Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Ehot Ew Pe Ppar E Pmin Pmax
  19700  0.00000E+00  0.00000E+000  3.47592E-019  5.68799E-015 -5.77257E-015 -5.38577E-015  1.47304E-005 -1.56149E-004  1.63302E-003  3.12980E-007  1.45329E-006  2.67745E-006  2.56833E-006  7.07440E-006  1.83851E-008  1.35294E+000
  19800  0.00000E+00  0.00000E+000  3.47587E-019  5.68702E-015 -5.77646E-015 -5.37922E-015  1.45627E-005 -1.56188E-004  1.63342E-003  3.12837E-007  1.45315E-006  2.67700E-006  2.56804E-006  7.07454E-006  1.83813E-008  1.35294E+000
  19900  0.00000E+00  0.00000E+000  3.47583E-019  5.68597E-015 -5.78042E-015 -5.37280E-015  1.43930E-005 -1.56225E-004  1.63382E-003  3.12693E-007  1.45301E-006  2.67655E-006  2.56776E-006  7.07469E-006  1.83776E-008  1.35294E+000
  20000  0.00000E+00  0.00000E+000  3.47578E-019  5.68515E-015 -5.78427E-015 -5.36633E-015  1.42166E-005 -1.56268E-004  1.63421E-003  3.12550E-007  1.45287E-006  2.67611E-006  2.56748E-006  7.07482E-006  1.83740E-008  1.35294E+000
  20100  0.00000E+00  0.00000E+000  3.47573E-019  5.68442E-015 -5.78808E-015 -5.35990E-015  1.40375E-005 -1.56307E-004  1.63456E-003  3.12410E-007  1.45274E-006  2.67567E-006  2.56720E-006  7.07496E-006  1.83705E-008  1.35294E+000
  20200  0.00000E+00  0.00000E+000  3.47569E-019  5.68354E-015 -5.79182E-015 -5.35355E-015  1.38601E-005 -1.56343E-004  1.63494E-003  3.12276E-007  1.45261E-006  2.67525E-006  2.56693E-006  7.07513E-006  1.83671E-008  1.35294E+000
  20300  0.00000E+00  0.00000E+000  3.47564E-019  5.68305E-015 -5.79549E-015 -5.34718E-015  1.36801E-005 -1.56379E-004  1.63532E-003  3.12143E-007  1.45249E-006  2.67483E-006  2.56667E-006  7.07528E-006  1.83636E-008  1.35294E+000
  20400  0.00000E+00  0.00000E+000  3.47560E-019  5.68254E-015 -5.79917E-015 -5.34077E-015  1.35003E-005 -1.56415E-004  1.63569E-003  3.12013E-007  1.45236E-006  2.67442E-006  2.56641E-006  7.07544E-006  1.83604E-008  1.35294E+000
  20500  0.00000E+00  0.00000E+000  3.47556E-019  5.68204E-015 -5.80295E-015 -5.33447E-015  1.33197E-005 -1.56448E-004  1.63604E-003  3.11886E-007  1.45224E-006  2.67401E-006  2.56615E-006  7.07559E-006  1.83572E-008  1.35294E+000
  20600  0.00000E+00  0.00000E+000  3.47551E-019  5.68089E-015 -5.80704E-015 -5.32806E-015  1.31402E-005 -1.56481E-004  1.63640E-003  3.11762E-007  1.45213E-006  2.67361E-006  2.56590E-006  7.07578E-006  1.83541E-008  1.35294E+000
  20700  0.00000E+00  0.00000E+000  3.47547E-019  5.67942E-015 -5.81126E-015 -5.32164E-015  1.29606E-005 -1.56521E-004  1.63677E-003  3.11639E-007  1.45202E-006  2.67322E-006  2.56565E-006  7.07598E-006  1.83513E-008  1.35294E+000
  20800  0.00000E+00  0.00000E+000  3.47543E-019  5.67804E-015 -5.81531E-015 -5.31532E-015  1.27827E-005 -1.56559E-004  1.63716E-003  3.11516E-007  1.45191E-006  2.67283E-006  2.56540E-006  7.07619E-006  1.83485E-008  1.35294E+000
  20900  0.00000E+00  0.00000E+000  3.47539E-019  5.67722E-015 -5.81895E-015 -5.30907E-015  1.26064E-005 -1.56593E-004  1.63754E-003  3.11391E-007  1.45180E-006  2.67245E-006  2.56516E-006  7.07638E-006  1.83457E-008  1.35294E+000
  21000  0.00000E+00  0.00000E+000  3.47535E-019  5.67613E-015 -5.82236E-015 -5.30274E-015  1.24328E-005 -1.56623E-004  1.63790E-003  3.11268E-007  1.45169E-006  2.67207E-006  2.56493E-006  7.07657E-006  1.83431E-008  1.35294E+000
  21100  0.00000E+00  0.00000E+000  3.47531E-019  5.67499E-015 -5.82567E-015 -5.29652E-015  1.22579E-005 -1.56653E-004  1.63826E-003  3.11148E-007  1.45158E-006  2.67170E-006  2.56469E-006  7.07676E-006  1.83406E-008  1.35294E+000
  21200  0.00000E+00  0.00000E+000  3.47527E-019  5.67380E-015 -5.82865E-015 -5.29039E-015  1.20805E-005 -1.56679E-004  1.63861E-003  3.11029E-007  1.45148E-006  2.67133E-006  2.56447E-006  7.07695E-006  1.83380E-008  1.35294E+000
  21300  0.00000E+00  0.00000E+000  3.47523E-019  5.67233E-015 -5.83160E-015 -5.28425E-015  1.19032E-005 -1.56705E-004  1.63896E-003  3.10914E-007  1.45138E-006  2.67097E-006  2.56424E-006  7.07716E-006  1.83357E-008  1.35294E+000
  21400  0.00000E+00  0.00000E+000  3.47519E-019  5.67107E-015 -5.83428E-015 -5.27821E-015  1.17247E-005 -1.56730E-004  1.63931E-003  3.10800E-007  1.45129E-006  2.67062E-006  2.56402E-006  7.07736E-006  1.83334E-008  1.35294E+000
  21500  0.00000E+00  0.00000E+000  3.47516E-019  5.66968E-015 -5.83682E-015 -5.27228E-015  1.15478E-005 -1.56753E-004  1.63966E-003  3.10688E-007  1.45119E-006  2.67027E-006  2.56380E-006  7.07756E-006  1.83311E-008  1.35294E+000
  21600  0.00000E+00  0.00000E+000  3.47512E-019  5.66840E-015 -5.83940E-015 -5.26639E-015  1.13721E-005 -1.56774E-004  1.64001E-003  3.10577E-007  1.45110E-006  2.66992E-006  2.56359E-006  7.07778E-006  1.83290E-008  1.35294E+000
  21700  0.00000E+00  0.00000E+000  3.47508E-019  5.66720E-015 -5.84213E-015 -5.26055E-015  1.11962E-005 -1.56796E-004  1.64036E-003  3.10468E-007  1.45101E-006  2.66958E-006  2.56338E-006  7.07799E-006  1.83269E-008  1.35294E+000
  21800  0.00000E+00  0.00000E+000  3.47505E-019  5.66604E-015 -5.84478E-015 -5.25481E-015  1.10234E-005 -1.56817E-004  1.64072E-003  3.10359E-007  1.45092E-006  2.66924E-006  2.56317E-006  7.07821E-006  1.83250E-008  1.35294E+000
  21900  0.00000E+00  0.00000E+000  3.47501E-019  5.66488E-015 -5.84744E-015 -5.24910E-015  1.08523E-005 -1.56835E-004  1.64107E-003  3.10251E-007  1.45083E-006  2.66891E-006  2.56297E-006  7.07843E-006  1.83230E-008  1.35294E+000
  22000  0.00000E+00  0.00000E+000  3.47498E-019  5.66378E-015 -5.85018E-015 -5.24343E-015  1.06829E-005 -1.56851E-004  1.64142E-003  3.10144E-007  1.45075E-006  2.66859E-006  2.56277E-006  7.07864E-006  1.83211E-008  1.35294E+000
  22100  0.00000E+00  0.00000E+000  3.47494E-019  5.66260E-015 -5.85313E-015 -5.23784E-015  1.05159E-005 -1.56867E-004  1.64176E-003  3.10040E-007  1.45066E-006  2.66827E-006  2.56257E-006  7.07886E-006  1.83193E-008  1.35294E+000
  22200  0.00000E+00  0.00000E+000  3.47491E-019  5.66132E-015 -5.85603E-015 -5.23230E-015  1.03495E-005 -1.56884E-004  1.64210E-003  3.09937E-007  1.45058E-006  2.66795E-006  2.56238E-006  7.07909E-006  1.83175E-008  1.35294E+000
  22300  0.00000E+00  0.00000E+000  3.47488E-019  5.66024E-015 -5.85895E-015 -5.22676E-015  1.01838E-005 -1.56903E-004  1.64245E-003  3.09834E-007  1.45050E-006  2.66764E-006  2.56219E-006  7.07932E-006  1.83157E-008  1.35294E+000
  22400  0.00000E+00  0.00000E+000  3.47484E-019  5.65936E-015 -5.86196E-015 -5.22129E-015  1.00192E-005 -1.56923E-004  1.64278E-003  3.09732E-007  1.45042E-006  2.66733E-006  2.56200E-006  7.07954E-006  1.83140E-008  1.35294E+000
  22500  0.00000E+00  0.00000E+000  3.47481E-019  5.65832E-015 -5.86496E-015 -5.21585E-015  9.85718E-006 -1.56943E-004  1.64311E-003  3.09630E-007  1.45035E-006  2.66702E-006  2.56181E-006  7.07977E-006  1.83123E-008  1.35294E+000
  22600  0.00000E+00  0.00000E+000  3.47478E-019  5.65725E-015 -5.86799E-015 -5.21039E-015  9.69736E-006 -1.56964E-004  1.64344E-003  3.09531E-007  1.45027E-006  2.66672E-006  2.56163E-006  7.08001E-006  1.83106E-008  1.35294E+000
  22700  0.00000E+00  0.00000E+000  3.47475E-019  5.65638E-015 -5.87094E-015 -5.20497E-015  9.53843E-006 -1.56987E-004  1.64376E-003  3.09433E-007  1.45020E-006  2.66642E-006  2.56145E-006  7.08025E-006  1.83091E-008  1.35294E+000
  22800  0.00000E+00  0.00000E+000  3.47471E-019  5.65535E-015 -5.87374E-015 -5.19958E-015  9.38013E-006 -1.57008E-004  1.64409E-003  3.09336E-007  1.45013E-006  2.66613E-006  2.56127E-006  7.08050E-006  1.83075E-008  1.35294E+000
  22900  0.00000E+00  0.00000E+000  3.47468E-019  5.65464E-015 -5.87642E-015 -5.19422E-015  9.22083E-006 -1.57028E-004  1.64443E-003  3.09239E-007  1.45006E-006  2.66584E-006  2.56110E-006  7.08076E-006  1.83061E-008  1.35294E+000
  23000  0.00000E+00  0.00000E+000  3.47465E-019  5.65376E-015 -5.87899E-015 -5.18888E-015  9.06345E-006 -1.57048E-004  1.64477E-003  3.09144E-007  1.44999E-006  2.66555E-006  2.56093E-006  7.08101E-006  1.83048E-008  1.35294E+000
  23100  0.00000E+00  0.00000E+000  3.47462E-019  5.65301E-015 -5.88143E-015 -5.18360E-015  8.90660E-006 -1.57066E-004  1.64511E-003  3.09047E-007  1.44993E-006  2.66526E-006  2.56076E-006  7.08127E-006  1.83035E-008  1.35294E+000
  23200  0.00000E+00  0.00000E+000  3.47459E-019  5.65252E-015 -5.88372E-015 -5.17834E-015  8.74996E-006 -1.57084E-004  1.64546E-003  3.08950E-007  1.44986E-006  2.66498E-006  2.56059E-006  7.08152E-006  1.83023E-008  1.35294E+000
  23300  0.00000E+00  0.00000E+000  3.47456E-019  5.65209E-015 -5.88592E-015 -5.17308E-015  8.59425E-006 -1.57100E-004  1.64579E-003  3.08854E-007  1.44979E-006  2.66470E-006  2.56042E-006  7.08175E-006  1.83010E-008  1.35294E+000
  23400  0.00000E+00  0.00000E+000  3.47453E-019  5.65168E-015 -5.88809E-015 -5.16792E-015  8.43927E-006 -1.57115E-004  1.64611E-003  3.08758E-007  1.44972E-006  2.66443E-006  2.56026E-006  7.08196E-006  1.82998E-008  1.35294E+000
  23500  0.00000E+00  0.00000E+000  3.47450E-019  5.65113E-015 -5.89023E-015 -5.16282E-015  8.28457E-006 -1.57128E-004  1.64641E-003  3.08664E-007  1.44966E-006  2.66416E-006  2.56011E-006  7.08218E-006  1.82985E-008  1.35294E+000
  23600  0.00000E+00  0.00000E+000  3.47447E-019  5.65055E-015 -5.89248E-015 -5.15776E-015  8.13022E-006 -1.57141E-004  1.64671E-003  3.08572E-007  1.44959E-006  2.66390E-006  2.55995E-006  7.08239E-006  1.82973E-008  1.35294E+000
  23700  0.00000E+00  0.00000E+000  3.47445E-019  5.64984E-015 -5.89486E-015 -5.15275E-015  7.97837E-006 -1.57153E-004  1.64700E-003  3.08482E-007  1.44953E-006  2.66364E-006  2.55980E-006  7.08262E-006  1.82962E-008  1.35294E+000
  23800  0.00000E+00  0.00000E+000  3.47442E-019  5.64910E-015 -5.89721E-015 -5.14775E-015  7.82904E-006 -1.57166E-004  1.64731E-003  3.08394E-007  1.44947E-006  2.66338E-006  2.55965E-006  7.08286E-006  1.82952E-008  1.35294E+000
  23900  0.00000E+00  0.00000E+000  3.47439E-019  5.64849E-015 -5.89942E-015 -5.14275E-015  7.68168E-006 -1.57179E-004  1.64762E-003  3.08305E-007  1.44941E-006  2.66313E-006  2.55950E-006  7.08311E-006  1.82942E-008  1.35294E+000
  24000  0.00000E+00  0.00000E+000  3.47436E-019  5.64778E-015 -5.90156E-015 -5.13778E-015  7.53642E-006 -1.57193E-004  1.64792E-003  3.08218E-007  1.44935E-006  2.66287E-006  2.55936E-006  7.08335E-006  1.82932E-008  1.35294E+000
  24100  0.00000E+00  0.00000E+000  3.47433E-019  5.64701E-015 -5.90361E-015 -5.13286E-015  7.39301E-006 -1.57206E-004  1.64823E-003  3.08131E-007  1.44930E-006  2.66263E-006  2.55921E-006  7.08360E-006  1.82924E-008  1.35294E+000
  24200  0.00000E+00  0.00000E+000  3.47431E-019  5.64645E-015 -5.90556E-015 -5.12799E-015  7.24991E-006 -1.57218E-004  1.64854E-003  3.08044E-007  1.44924E-006  2.66238E-006  2.55907E-006  7.08384E-006  1.82916E-008  1.35294E+000
  24300  0.00000E+00  0.00000E+000  3.47428E-019  5.64580E-015 -5.90747E-015 -5.12309E-015  7.10763E-006 -1.57227E-004  1.64883E-003  3.07959E-007  1.44919E-006  2.66214E-006  2.55893E-006  7.08408E-006  1.82908E-008  1.35294E+000
  24400  0.00000E+00  0.00000E+000  3.47426E-019  5.64491E-015 -5.90938E-015 -5.11822E-015  6.96620E-006 -1.57237E-004  1.64913E-003  3.07876E-007  1.44913E-006  2.66191E-006  2.55879E-006  7.08433E-006  1.82901E-008  1.35294E+000
  24500  0.00000E+00  0.00000E+000  3.47423E-019  5.64369E-015 -5.91126E-015 -5.11336E-015  6.82718E-006 -1.57248E-004  1.64942E-003  3.07795E-007  1.44908E-006  2.66167E-006  2.55866E-006  7.08460E-006  1.82894E-008  1.35294E+000
  24600  0.00000E+00  0.00000E+000  3.47421E-019  5.64233E-015 -5.91312E-015 -5.10850E-015  6.68881E-006 -1.57258E-004  1.64973E-003  3.07715E-007  1.44904E-006  2.66144E-006  2.55852E-006  7.08487E-006  1.82889E-008  1.35294E+000
  24700  0.00000E+00  0.00000E+000  3.47418E-019  5.64096E-015 -5.91498E-015 -5.10366E-015  6.55170E-006 -1.57270E-004  1.65004E-003  3.07637E-007  1.44899E-006  2.66122E-006  2.55839E-006  7.08515E-006  1.82885E-008  1.35294E+000
  24800  0.00000E+00  0.00000E+000  3.47416E-019  5.63962E-015 -5.91681E-015 -5.09884E-015  6.41592E-006 -1.57280E-004  1.65035E-003  3.07558E-007  1.44895E-006  2.66099E-006  2.55826E-006  7.08544E-006  1.82881E-008  1.35294E+000
  24900  0.00000E+00  0.00000E+000  3.47413E-019  5.63839E-015 -5.91865E-015 -5.09406E-015  6.28063E-006 -1.57289E-004  1.65066E-003  3.07480E-007  1.44890E-006  2.66077E-006  2.55813E-006  7.08572E-006  1.82877E-008  1.35294E+000
  25000  0.00000E+00  0.00000E+000  3.47411E-019  5.63730E-015 -5.92049E-015 -5.08933E-015  6.14572E-006 -1.57298E-004  1.65098E-003  3.07401E-007  1.44886E-006  2.66055E-006  2.55800E-006  7.08600E-006  1.82874E-008  1.35294E+000
  25100  0.00000E+00  0.00000E+000  3.47408E-019  5.63632E-015 -5.92232E-015 -5.08465E-015  6.01172E-006 -1.57308E-004  1.65129E-003  3.07321E-007  1.44882E-006  2.66033E-006  2.55787E-006  7.08627E-006  1.82870E-008  1.35294E+000
  25200  0.00000E+00  0.00000E+000  3.47406E-019  5.63521E-015 -5.92405E-015 -5.08000E-015  5.87900E-006 -1.57321E-004  1.65159E-003  3.07242E-007  1.44877E-006  2.66011E-006  2.55775E-006  7.08654E-006  1.82867E-008  1.35294E+000
  25300  0.00000E+00  0.00000E+000  3.47404E-019  5.63416E-015 -5.92573E-015 -5.07539E-015  5.74719E-006 -1.57334E-004  1.65189E-003  3.07163E-007  1.44873E-006  2.65989E-006  2.55763E-006  7.08681E-006  1.82865E-008  1.35294E+000
  25400  0.00000E+00  0.00000E+000  3.47401E-019  5.63321E-015 -5.92737E-015 -5.07083E-015  5.61766E-006 -1.57346E-004  1.65219E-003  3.07085E-007  1.44869E-006  2.65968E-006  2.55751E-006  7.08707E-006  1.82862E-008  1.35294E+000
  25500  0.00000E+00  0.00000E+000  3.47399E-019  5.63236E-015 -5.92900E-015 -5.06631E-015  5.48920E-006 -1.57358E-004  1.65249E-003  3.07008E-007  1.44864E-006  2.65947E-006  2.55739E-006  7.08733E-006  1.82860E-008  1.35294E+000
  25600  0.00000E+00  0.00000E+000  3.47397E-019  5.63143E-015 -5.93059E-015 -5.06182E-015  5.36190E-006 -1.57370E-004  1.65278E-003  3.06931E-007  1.44860E-006  2.65926E-006  2.55727E-006  7.08759E-006  1.82858E-008  1.35294E+000
  25700  0.00000E+00  0.00000E+000  3.47394E-019  5.63035E-015 -5.93219E-015 -5.05735E-015  5.23590E-006 -1.57382E-004  1.65307E-003  3.06855E-007  1.44856E-006  2.65905E-006  2.55715E-006  7.08785E-006  1.82856E-008  1.35294E+000
  25800  0.00000E+00  0.00000E+000  3.47392E-019  5.62959E-015 -5.93384E-015 -5.05296E-015  5.10906E-006 -1.57393E-004  1.65336E-003  3.06779E-007  1.44852E-006  2.65885E-006  2.55704E-006  7.08809E-006  1.82854E-008  1.35294E+000
  25900  0.00000E+00  0.00000E+000  3.47390E-019  5.62897E-015 -5.93557E-015 -5.04859E-015  4.98247E-006 -1.57406E-004  1.65364E-003  3.06704E-007  1.44848E-006  2.65865E-006  2.55693E-006  7.08834E-006  1.82853E-008  1.35294E+000
  26000  0.00000E+00  0.00000E+000  3.47387E-019  5.62831E-015 -5.93733E-015 -5.04423E-015  4.85757E-006 -1.57420E-004  1.65392E-003  3.06631E-007  1.44843E-006  2.65846E-006  2.55682E-006  7.08859E-006  1.82852E-008  1.35294E+000
  26100  0.00000E+00  0.00000E+000  3.47385E-019  5.62766E-015 -5.93903E-015 -5.03990E-015  4.73373E-006 -1.57433E-004  1.65419E-003  3.06557E-007  1.44839E-006  2.65826E-006  2.55671E-006  7.08884E-006  1.82851E-008  1.35294E+000
  26200  0.00000E+00  0.00000E+000  3.47383E-019  5.62697E-015 -5.94083E-015 -5.03555E-015  4.61222E-006 -1.57444E-004  1.65446E-003  3.06485E-007  1.44836E-006  2.65807E-006  2.55661E-006  7.08910E-006  1.82850E-008  1.35294E+000
  26300  0.00000E+00  0.00000E+000  3.47381E-019  5.62623E-015 -5.94267E-015 -5.03122E-015  4.49360E-006 -1.57454E-004  1.65474E-003  3.06413E-007  1.44832E-006  2.65788E-006  2.55650E-006  7.08936E-006  1.82850E-008  1.35294E+000
  26400  0.00000E+00  0.00000E+000  3.47379E-019  5.62546E-015 -5.94442E-015 -5.02698E-015  4.37695E-006 -1.57464E-004  1.65501E-003  3.06341E-007  1.44828E-006  2.65770E-006  2.55640E-006  7.08962E-006  1.82850E-008  1.35294E+000
  26500  0.00000E+00  0.00000E+000  3.47377E-019  5.62475E-015 -5.94603E-015 -5.02281E-015  4.26105E-006 -1.57472E-004  1.65529E-003  3.06268E-007  1.44824E-006  2.65751E-006  2.55630E-006  7.08987E-006  1.82850E-008  1.35294E+000
  26600  0.00000E+00  0.00000E+000  3.47375E-019  5.62410E-015 -5.94760E-015 -5.01868E-015  4.14538E-006 -1.57481E-004  1.65556E-003  3.06197E-007  1.44820E-006  2.65733E-006  2.55620E-006  7.09012E-006  1.82850E-008  1.35294E+000
  26700  0.00000E+00  0.00000E+000  3.47373E-019  5.62353E-015 -5.94909E-015 -5.01455E-015  4.03003E-006 -1.57489E-004  1.65582E-003  3.06126E-007  1.44817E-006  2.65715E-006  2.55611E-006  7.09036E-006  1.82851E-008  1.35294E+000
  26800  0.00000E+00  0.00000E+000  3.47371E-019  5.62297E-015 -5.95055E-015 -5.01043E-015  3.91533E-006 -1.57497E-004  1.65608E-003  3.06057E-007  1.44813E-006  2.65697E-006  2.55601E-006  7.09061E-006  1.82851E-008  1.35294E+000
  26900  0.00000E+00  0.00000E+000  3.47369E-019  5.62253E-015 -5.95190E-015 -5.00628E-015  3.80118E-006 -1.57506E-004  1.65634E-003  3.05988E-007  1.44809E-006  2.65680E-006  2.55592E-006  7.09085E-006  1.82852E-008  1.35294E+000
  27000  0.00000E+00  0.00000E+000  3.47367E-019  5.62194E-015 -5.95320E-015 -5.00212E-015  3.68861E-006 -1.57513E-004  1.65660E-003  3.05920E-007  1.44806E-006  2.65663E-006  2.55583E-006  7.09109E-006  1.82853E-008  1.35294E+000
  27100  0.00000E+00  0.00000E+000  3.47365E-019  5.62139E-015 -5.95446E-015 -4.99799E-015  3.57596E-006 -1.57520E-004  1.65685E-003  3.05854E-007  1.44803E-006  2.65646E-006  2.55574E-006  7.09134E-006  1.82854E-008  1.35294E+000
  27200  0.00000E+00  0.00000E+000  3.47363E-019  5.62090E-015 -5.95568E-015 -4.99389E-015  3.46404E-006 -1.57526E-004  1.65711E-003  3.05789E-007  1.44799E-006  2.65629E-006  2.55565E-006  7.09158E-006  1.82856E-008  1.35294E+000
  27300  0.00000E+00  0.00000E+000  3.47361E-019  5.62026E-015 -5.95683E-015 -4.98981E-015  3.35450E-006 -1.57531E-004  1.65736E-003  3.05725E-007  1.44796E-006  2.65613E-006  2.55556E-006  7.09183E-006  1.82858E-008  1.35294E+000
  27400  0.00000E+00  0.00000E+000  3.47359E-019  5.61956E-015 -5.95801E-015 -4.98579E-015  3.24713E-006 -1.57536E-004  1.65762E-003  3.05662E-007  1.44793E-006  2.65597E-006  2.55547E-006  7.09209E-006  1.82861E-008  1.35294E+000
  27500  0.00000E+00  0.00000E+000  3.47357E-019  5.61898E-015 -5.95922E-015 -4.98180E-015  3.14144E-006 -1.57540E-004  1.65788E-003  3.05599E-007  1.44790E-006  2.65581E-006  2.55539E-006  7.09234E-006  1.82864E-008  1.35294E+000
  27600  0.00000E+00  0.00000E+000  3.47355E-019  5.61843E-015 -5.96047E-015 -4.97783E-015  3.03849E-006 -1.57545E-004  1.65813E-003  3.05537E-007  1.44787E-006  2.65565E-006  2.55531E-006  7.09259E-006  1.82867E-008  1.35294E+000
  27700  0.00000E+00  0.00000E+000  3.47354E-019  5.61788E-015 -5.96165E-015 -4.97387E-015  2.93856E-006 -1.57549E-004  1.65839E-003  3.05475E-007  1.44784E-006  2.65550E-006  2.55522E-006  7.09284E-006  1.82871E-008  1.35295E+000
  27800  0.00000E+00  0.00000E+000  3.47352E-019  5.61713E-015 -5.96279E-015 -4.96992E-015  2.84162E-006 -1.57553E-004  1.65864E-003  3.05415E-007  1.44782E-006  2.65535E-006  2.55514E-006  7.09309E-006  1.82875E-008  1.35295E+000
  27900  0.00000E+00  0.00000E+000  3.47350E-019  5.61624E-015 -5.96393E-015 -4.96599E-015  2.74563E-006 -1.57556E-004  1.65889E-003  3.05354E-007  1.44779E-006  2.65520E-006  2.55507E-006  7.09335E-006  1.82879E-008  1.35295E+000
  28000  0.00000E+00  0.00000E+000  3.47348E-019  5.61556E-015 -5.96509E-015 -4.96209E-015  2.64997E-006 -1.57559E-004  1.65913E-003  3.05294E-007  1.44776E-006  2.65505E-006  2.55499E-006  7.09360E-006  1.82883E-008  1.35295E+000
  28100  0.00000E+00  0.00000E+000  3.47347E-019  5.61505E-015 -5.96635E-015 -4.95822E-015  2.55556E-006 -1.57562E-004  1.65937E-003  3.05235E-007  1.44773E-006  2.65491E-006  2.55491E-006  7.09385E-006  1.82887E-008  1.35295E+000
  28200  0.00000E+00  0.00000E+000  3.47345E-019  5.61452E-015 -5.96771E-015 -4.95440E-015  2.46248E-006 -1.57566E-004  1.65961E-003  3.05177E-007  1.44771E-006  2.65477E-006  2.55484E-006  7.09410E-006  1.82892E-008  1.35295E+000
  28300  0.00000E+00  0.00000E+000  3.47343E-019  5.61398E-015 -5.96918E-015 -4.95061E-015  2.37065E-006 -1.57571E-004  1.65984E-003  3.05120E-007  1.44769E-006  2.65463E-006  2.55476E-006  7.09436E-006  1.82897E-008  1.35295E+000
  28400  0.00000E+00  0.00000E+000  3.47342E-019  5.61357E-015 -5.97070E-015 -4.94685E-015  2.28020E-006 -1.57577E-004  1.66008E-003  3.05064E-007  1.44766E-006  2.65449E-006  2.55469E-006  7.09462E-006  1.82902E-008  1.35295E+000
  28500  0.00000E+00  0.00000E+000  3.47340E-019  5.61316E-015 -5.97226E-015 -4.94310E-015  2.19156E-006 -1.57583E-004  1.66031E-003  3.05008E-007  1.44764E-006  2.65435E-006  2.55462E-006  7.09488E-006  1.82908E-008  1.35295E+000
  28600  0.00000E+00  0.00000E+000  3.47338E-019  5.61277E-015 -5.97385E-015 -4.93935E-015  2.10500E-006 -1.57590E-004  1.66055E-003  3.04952E-007  1.44762E-006  2.65422E-006  2.55455E-006  7.09515E-006  1.82913E-008  1.35295E+000
  28700  0.00000E+00  0.00000E+000  3.47337E-019  5.61238E-015 -5.97549E-015 -4.93563E-015  2.02088E-006 -1.57596E-004  1.66077E-003  3.04896E-007  1.44760E-006  2.65409E-006  2.55448E-006  7.09542E-006  1.82919E-008  1.35295E+000
  28800  0.00000E+00  0.00000E+000  3.47335E-019  5.61179E-015 -5.97707E-015 -4.93197E-015  1.93988E-006 -1.57604E-004  1.66100E-003  3.04842E-007  1.44758E-006  2.65396E-006  2.55441E-006  7.09569E-006  1.82926E-008  1.35295E+000
  28900  0.00000E+00  0.00000E+000  3.47334E-019  5.61111E-015 -5.97855E-015 -4.92832E-015  1.86093E-006 -1.57612E-004  1.66123E-003  3.04788E-007  1.44756E-006  2.65383E-006  2.55435E-006  7.09596E-006  1.82932E-008  1.35295E+000
  29000  0.00000E+00  0.00000E+000  3.47332E-019  5.61040E-015 -5.98003E-015 -4.92468E-015  1.78300E-006 -1.57620E-004  1.66146E-003  3.04737E-007  1.44754E-006  2.65370E-006  2.55428E-006  7.09624E-006  1.82939E-008  1.35295E+000
  29100  0.00000E+00  0.00000E+000  3.47331E-019  5.60968E-015 -5.98153E-015 -4.92105E-015  1.70680E-006 -1.57629E-004  1.66169E-003  3.04686E-007  1.44753E-006  2.65358E-006  2.55421E-006  7.09653E-006  1.82946E-008  1.35295E+000
  29200  0.00000E+00  0.00000E+000  3.47329E-019  5.60894E-015 -5.98296E-015 -4.91744E-015  1.63309E-006 -1.57637E-004  1.66192E-003  3.04636E-007  1.44752E-006  2.65345E-006  2.55415E-006  7.09682E-006  1.82953E-008  1.35295E+000
  29300  0.00000E+00  0.00000E+000  3.47328E-019  5.60817E-015 -5.98440E-015 -4.91386E-015  1.56187E-006 -1.57645E-004  1.66216E-003  3.04588E-007  1.44750E-006  2.65333E-006  2.55408E-006  7.09712E-006  1.82961E-008  1.35295E+000
  29400  0.00000E+00  0.00000E+000  3.47327E-019  5.60740E-015 -5.98587E-015 -4.91030E-015  1.49284E-006 -1.57652E-004  1.66240E-003  3.04540E-007  1.44749E-006  2.65321E-006  2.55402E-006  7.09742E-006  1.82969E-008  1.35295E+000
  29500  0.00000E+00  0.00000E+000  3.47325E-019  5.60662E-015 -5.98732E-015 -4.90676E-015  1.42669E-006 -1.57659E-004  1.66264E-003  3.04492E-007  1.44748E-006  2.65309E-006  2.55395E-006  7.09773E-006  1.82978E-008  1.35295E+000
  29600  0.00000E+00  0.00000E+000  3.47324E-019  5.60588E-015 -5.98873E-015 -4.90323E-015  1.36328E-006 -1.57666E-004  1.66288E-003  3.04445E-007  1.44748E-006  2.65297E-006  2.55389E-006  7.09803E-006  1.82987E-008  1.35295E+000
  29700  0.00000E+00  0.00000E+000  3.47322E-019  5.60510E-015 -5.99005E-015 -4.89972E-015  1.30277E-006 -1.57674E-004  1.66312E-003  3.04398E-007  1.44747E-006  2.65285E-006  2.55383E-006  7.09834E-006  1.82996E-008  1.35295E+000
  29800  0.00000E+00  0.00000E+000  3.47321E-019  5.60430E-015 -5.99134E-015 -4.89622E-015  1.24469E-006 -1.57680E-004  1.66336E-003  3.04351E-007  1.44746E-006  2.65274E-006  2.55376E-006  7.09865E-006  1.83005E-008  1.35295E+000
  29900  0.00000E+00  0.00000E+000  3.47320E-019  5.60354E-015 -5.99260E-015 -4.89275E-015  1.18888E-006 -1.57686E-004  1.66360E-003  3.04304E-007  1.44745E-006  2.65262E-006  2.55370E-006  7.09895E-006  1.83015E-008  1.35295E+000
