Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Ehot Ew Pe Ppar E Pmin Pmax
  39900  0.00000E+00  0.00000E+000  3.47087E-019  5.86188E-015 -5.49826E-015 -4.69508E-015  2.63645E-006 -1.75770E-004  1.76032E-003  2.85779E-007  1.50311E-006  2.61722E-006  2.52180E-006  7.26830E-006  1.67928E-008  1.35299E+000
  40000  0.00000E+00  0.00000E+000  3.47086E-019  5.86211E-015 -5.49958E-015 -4.69264E-015  2.66822E-006 -1.75836E-004  1.76054E-003  2.85745E-007  1.50314E-006  2.61712E-006  2.52174E-006  7.26875E-006  1.67957E-008  1.35299E+000
  40100  0.00000E+00  0.00000E+000  3.47085E-019  5.86227E-015 -5.50096E-015 -4.69020E-015  2.69885E-006 -1.75901E-004  1.76075E-003  2.85710E-007  1.50317E-006  2.61702E-006  2.52168E-006  7.26921E-006  1.67987E-008  1.35299E+000
  40200  0.00000E+00  0.00000E+000  3.47084E-019  5.86240E-015 -5.50229E-015 -4.68773E-015  2.72852E-006 -1.75966E-004  1.76097E-003  2.85676E-007  1.50319E-006  2.61693E-006  2.52163E-006  7.26966E-006  1.68017E-008  1.35299E+000
  40300  0.00000E+00  0.00000E+000  3.47083E-019  5.86250E-015 -5.50356E-015 -4.68528E-015  2.75817E-006 -1.76030E-004  1.76118E-003  2.85643E-007  1.50322E-006  2.61683E-006  2.52158E-006  7.27010E-006  1.68046E-008  1.35299E+000
  40400  0.00000E+00  0.00000E+000  3.47082E-019  5.86265E-015 -5.50491E-015 -4.68284E-015  2.78783E-006 -1.76092E-004  1.76139E-003  2.85609E-007  1.50325E-006  2.61674E-006  2.52152E-006  7.27054E-006  1.68075E-008  1.35299E+000
  40500  0.00000E+00  0.00000E+000  3.47081E-019  5.86283E-015 -5.50642E-015 -4.68043E-015  2.81771E-006 -1.76155E-004  1.76160E-003  2.85576E-007  1.50327E-006  2.61665E-006  2.52147E-006  7.27098E-006  1.68106E-008  1.35299E+000
  40600  0.00000E+00  0.00000E+000  3.47080E-019  5.86303E-015 -5.50786E-015 -4.67802E-015  2.84728E-006 -1.76219E-004  1.76180E-003  2.85543E-007  1.50330E-006  2.61655E-006  2.52142E-006  7.27141E-006  1.68135E-008  1.35299E+000
  40700  0.00000E+00  0.00000E+000  3.47079E-019  5.86322E-015 -5.50925E-015 -4.67562E-015  2.87703E-006 -1.76282E-004  1.76200E-003  2.85511E-007  1.50332E-006  2.61646E-006  2.52137E-006  7.27185E-006  1.68162E-008  1.35299E+000
  40800  0.00000E+00  0.00000E+000  3.47078E-019  5.86340E-015 -5.51066E-015 -4.67320E-015  2.90583E-006 -1.76344E-004  1.76220E-003  2.85479E-007  1.50335E-006  2.61638E-006  2.52132E-006  7.27228E-006  1.68191E-008  1.35299E+000
  40900  0.00000E+00  0.00000E+000  3.47077E-019  5.86356E-015 -5.51210E-015 -4.67078E-015  2.93390E-006 -1.76406E-004  1.76239E-003  2.85448E-007  1.50338E-006  2.61629E-006  2.52127E-006  7.27271E-006  1.68220E-008  1.35299E+000
  41000  0.00000E+00  0.00000E+000  3.47076E-019  5.86370E-015 -5.51352E-015 -4.66838E-015  2.96179E-006 -1.76468E-004  1.76259E-003  2.85416E-007  1.50340E-006  2.61620E-006  2.52122E-006  7.27313E-006  1.68248E-008  1.35299E+000
  41100  0.00000E+00  0.00000E+000  3.47075E-019  5.86380E-015 -5.51487E-015 -4.66596E-015  2.98896E-006 -1.76529E-004  1.76278E-003  2.85385E-007  1.50343E-006  2.61612E-006  2.52117E-006  7.27355E-006  1.68277E-008  1.35299E+000
  41200  0.00000E+00  0.00000E+000  3.47074E-019  5.86388E-015 -5.51618E-015 -4.66352E-015  3.01539E-006 -1.76589E-004  1.76297E-003  2.85354E-007  1.50345E-006  2.61603E-006  2.52112E-006  7.27397E-006  1.68305E-008  1.35299E+000
  41300  0.00000E+00  0.00000E+000  3.47073E-019  5.86397E-015 -5.51758E-015 -4.66111E-015  3.04153E-006 -1.76650E-004  1.76316E-003  2.85323E-007  1.50348E-006  2.61595E-006  2.52108E-006  7.27439E-006  1.68332E-008  1.35299E+000
  41400  0.00000E+00  0.00000E+000  3.47072E-019  5.86405E-015 -5.51896E-015 -4.65870E-015  3.06754E-006 -1.76710E-004  1.76335E-003  2.85293E-007  1.50350E-006  2.61587E-006  2.52103E-006  7.27480E-006  1.68360E-008  1.35299E+000
  41500  0.00000E+00  0.00000E+000  3.47071E-019  5.86412E-015 -5.52025E-015 -4.65627E-015  3.09334E-006 -1.76769E-004  1.76353E-003  2.85263E-007  1.50353E-006  2.61579E-006  2.52099E-006  7.27521E-006  1.68388E-008  1.35299E+000
  41600  0.00000E+00  0.00000E+000  3.47070E-019  5.86419E-015 -5.52154E-015 -4.65387E-015  3.11910E-006 -1.76828E-004  1.76371E-003  2.85234E-007  1.50355E-006  2.61571E-006  2.52094E-006  7.27562E-006  1.68416E-008  1.35299E+000
  41700  0.00000E+00  0.00000E+000  3.47069E-019  5.86425E-015 -5.52288E-015 -4.65150E-015  3.14429E-006 -1.76887E-004  1.76390E-003  2.85205E-007  1.50358E-006  2.61563E-006  2.52090E-006  7.27604E-006  1.68445E-008  1.35300E+000
  41800  0.00000E+00  0.00000E+000  3.47068E-019  5.86432E-015 -5.52418E-015 -4.64910E-015  3.16899E-006 -1.76946E-004  1.76408E-003  2.85176E-007  1.50360E-006  2.61555E-006  2.52085E-006  7.27645E-006  1.68474E-008  1.35300E+000
  41900  0.00000E+00  0.00000E+000  3.47067E-019  5.86436E-015 -5.52542E-015 -4.64669E-015  3.19378E-006 -1.77004E-004  1.76427E-003  2.85148E-007  1.50363E-006  2.61547E-006  2.52081E-006  7.27685E-006  1.68502E-008  1.35300E+000
  42000  0.00000E+00  0.00000E+000  3.47066E-019  5.86438E-015 -5.52663E-015 -4.64431E-015  3.21839E-006 -1.77060E-004  1.76445E-003  2.85119E-007  1.50366E-006  2.61540E-006  2.52077E-006  7.27726E-006  1.68530E-008  1.35300E+000
  42100  0.00000E+00  0.00000E+000  3.47066E-019  5.86436E-015 -5.52783E-015 -4.64192E-015  3.24230E-006 -1.77116E-004  1.76463E-003  2.85092E-007  1.50368E-006  2.61532E-006  2.52073E-006  7.27766E-006  1.68558E-008  1.35300E+000
  42200  0.00000E+00  0.00000E+000  3.47065E-019  5.86433E-015 -5.52899E-015 -4.63950E-015  3.26578E-006 -1.77171E-004  1.76482E-003  2.85063E-007  1.50370E-006  2.61525E-006  2.52069E-006  7.27807E-006  1.68586E-008  1.35300E+000
  42300  0.00000E+00  0.00000E+000  3.47064E-019  5.86430E-015 -5.53023E-015 -4.63709E-015  3.28899E-006 -1.77226E-004  1.76500E-003  2.85035E-007  1.50373E-006  2.61517E-006  2.52065E-006  7.27846E-006  1.68613E-008  1.35300E+000
  42400  0.00000E+00  0.00000E+000  3.47063E-019  5.86428E-015 -5.53154E-015 -4.63470E-015  3.31181E-006 -1.77280E-004  1.76518E-003  2.85007E-007  1.50375E-006  2.61510E-006  2.52061E-006  7.27885E-006  1.68643E-008  1.35300E+000
  42500  0.00000E+00  0.00000E+000  3.47062E-019  5.86422E-015 -5.53280E-015 -4.63230E-015  3.33457E-006 -1.77334E-004  1.76535E-003  2.84980E-007  1.50378E-006  2.61503E-006  2.52057E-006  7.27924E-006  1.68672E-008  1.35300E+000
  42600  0.00000E+00  0.00000E+000  3.47061E-019  5.86417E-015 -5.53405E-015 -4.62991E-015  3.35769E-006 -1.77386E-004  1.76553E-003  2.84952E-007  1.50380E-006  2.61496E-006  2.52053E-006  7.27963E-006  1.68700E-008  1.35300E+000
  42700  0.00000E+00  0.00000E+000  3.47060E-019  5.86411E-015 -5.53537E-015 -4.62755E-015  3.38017E-006 -1.77438E-004  1.76570E-003  2.84925E-007  1.50382E-006  2.61489E-006  2.52050E-006  7.28001E-006  1.68729E-008  1.35300E+000
  42800  0.00000E+00  0.00000E+000  3.47060E-019  5.86404E-015 -5.53668E-015 -4.62520E-015  3.40230E-006 -1.77490E-004  1.76587E-003  2.84897E-007  1.50385E-006  2.61482E-006  2.52046E-006  7.28040E-006  1.68759E-008  1.35300E+000
  42900  0.00000E+00  0.00000E+000  3.47059E-019  5.86395E-015 -5.53788E-015 -4.62284E-015  3.42414E-006 -1.77541E-004  1.76604E-003  2.84870E-007  1.50387E-006  2.61475E-006  2.52043E-006  7.28078E-006  1.68786E-008  1.35300E+000
  43000  0.00000E+00  0.00000E+000  3.47058E-019  5.86384E-015 -5.53899E-015 -4.62047E-015  3.44604E-006 -1.77588E-004  1.76621E-003  2.84842E-007  1.50389E-006  2.61468E-006  2.52039E-006  7.28116E-006  1.68812E-008  1.35300E+000
  43100  0.00000E+00  0.00000E+000  3.47057E-019  5.86374E-015 -5.54013E-015 -4.61811E-015  3.46767E-006 -1.77634E-004  1.76638E-003  2.84816E-007  1.50391E-006  2.61461E-006  2.52036E-006  7.28153E-006  1.68838E-008  1.35300E+000
  43200  0.00000E+00  0.00000E+000  3.47056E-019  5.86365E-015 -5.54142E-015 -4.61577E-015  3.48850E-006 -1.77680E-004  1.76655E-003  2.84789E-007  1.50393E-006  2.61455E-006  2.52033E-006  7.28190E-006  1.68864E-008  1.35300E+000
  43300  0.00000E+00  0.00000E+000  3.47055E-019  5.86354E-015 -5.54273E-015 -4.61345E-015  3.50931E-006 -1.77725E-004  1.76671E-003  2.84761E-007  1.50395E-006  2.61448E-006  2.52030E-006  7.28227E-006  1.68891E-008  1.35300E+000
  43400  0.00000E+00  0.00000E+000  3.47055E-019  5.86342E-015 -5.54400E-015 -4.61112E-015  3.53008E-006 -1.77769E-004  1.76687E-003  2.84735E-007  1.50398E-006  2.61442E-006  2.52027E-006  7.28263E-006  1.68918E-008  1.35300E+000
  43500  0.00000E+00  0.00000E+000  3.47054E-019  5.86328E-015 -5.54526E-015 -4.60880E-015  3.55078E-006 -1.77812E-004  1.76703E-003  2.84708E-007  1.50400E-006  2.61436E-006  2.52024E-006  7.28300E-006  1.68943E-008  1.35300E+000
  43600  0.00000E+00  0.00000E+000  3.47053E-019  5.86315E-015 -5.54656E-015 -4.60651E-015  3.57127E-006 -1.77853E-004  1.76718E-003  2.84682E-007  1.50402E-006  2.61429E-006  2.52021E-006  7.28336E-006  1.68969E-008  1.35300E+000
  43700  0.00000E+00  0.00000E+000  3.47052E-019  5.86300E-015 -5.54785E-015 -4.60423E-015  3.59178E-006 -1.77895E-004  1.76734E-003  2.84656E-007  1.50404E-006  2.61423E-006  2.52018E-006  7.28371E-006  1.68995E-008  1.35300E+000
  43800  0.00000E+00  0.00000E+000  3.47051E-019  5.86282E-015 -5.54907E-015 -4.60195E-015  3.61212E-006 -1.77935E-004  1.76749E-003  2.84631E-007  1.50406E-006  2.61417E-006  2.52016E-006  7.28407E-006  1.69020E-008  1.35300E+000
  43900  0.00000E+00  0.00000E+000  3.47051E-019  5.86263E-015 -5.55027E-015 -4.59968E-015  3.63199E-006 -1.77975E-004  1.76765E-003  2.84605E-007  1.50408E-006  2.61411E-006  2.52013E-006  7.28442E-006  1.69045E-008  1.35300E+000
  44000  0.00000E+00  0.00000E+000  3.47050E-019  5.86241E-015 -5.55148E-015 -4.59740E-015  3.65160E-006 -1.78014E-004  1.76780E-003  2.84579E-007  1.50410E-006  2.61405E-006  2.52011E-006  7.28477E-006  1.69069E-008  1.35300E+000
  44100  0.00000E+00  0.00000E+000  3.47049E-019  5.86216E-015 -5.55264E-015 -4.59513E-015  3.67096E-006 -1.78052E-004  1.76794E-003  2.84554E-007  1.50412E-006  2.61399E-006  2.52008E-006  7.28512E-006  1.69094E-008  1.35300E+000
  44200  0.00000E+00  0.00000E+000  3.47048E-019  5.86191E-015 -5.55379E-015 -4.59287E-015  3.68978E-006 -1.78089E-004  1.76809E-003  2.84529E-007  1.50414E-006  2.61394E-006  2.52006E-006  7.28547E-006  1.69119E-008  1.35300E+000
  44300  0.00000E+00  0.00000E+000  3.47048E-019  5.86167E-015 -5.55496E-015 -4.59062E-015  3.70802E-006 -1.78125E-004  1.76824E-003  2.84505E-007  1.50416E-006  2.61388E-006  2.52003E-006  7.28581E-006  1.69145E-008  1.35300E+000
  44400  0.00000E+00  0.00000E+000  3.47047E-019  5.86143E-015 -5.55613E-015 -4.58838E-015  3.72606E-006 -1.78161E-004  1.76839E-003  2.84480E-007  1.50418E-006  2.61383E-006  2.52001E-006  7.28616E-006  1.69171E-008  1.35300E+000
  44500  0.00000E+00  0.00000E+000  3.47046E-019  5.86120E-015 -5.55728E-015 -4.58614E-015  3.74391E-006 -1.78196E-004  1.76853E-003  2.84455E-007  1.50420E-006  2.61377E-006  2.51999E-006  7.28650E-006  1.69197E-008  1.35300E+000
  44600  0.00000E+00  0.00000E+000  3.47045E-019  5.86096E-015 -5.55842E-015 -4.58391E-015  3.76180E-006 -1.78229E-004  1.76867E-003  2.84430E-007  1.50422E-006  2.61371E-006  2.51997E-006  7.28684E-006  1.69223E-008  1.35300E+000
  44700  0.00000E+00  0.00000E+000  3.47045E-019  5.86074E-015 -5.55960E-015 -4.58168E-015  3.77948E-006 -1.78263E-004  1.76882E-003  2.84405E-007  1.50424E-006  2.61366E-006  2.51995E-006  7.28717E-006  1.69249E-008  1.35300E+000
  44800  0.00000E+00  0.00000E+000  3.47044E-019  5.86049E-015 -5.56080E-015 -4.57947E-015  3.79696E-006 -1.78296E-004  1.76896E-003  2.84381E-007  1.50426E-006  2.61361E-006  2.51993E-006  7.28751E-006  1.69275E-008  1.35300E+000
  44900  0.00000E+00  0.00000E+000  3.47043E-019  5.86021E-015 -5.56197E-015 -4.57726E-015  3.81475E-006 -1.78329E-004  1.76910E-003  2.84356E-007  1.50428E-006  2.61355E-006  2.51991E-006  7.28784E-006  1.69300E-008  1.35300E+000
  45000  0.00000E+00  0.00000E+000  3.47042E-019  5.85991E-015 -5.56311E-015 -4.57505E-015  3.83290E-006 -1.78361E-004  1.76923E-003  2.84332E-007  1.50429E-006  2.61350E-006  2.51989E-006  7.28817E-006  1.69324E-008  1.35301E+000
  45100  0.00000E+00  0.00000E+000  3.47042E-019  5.85961E-015 -5.56423E-015 -4.57285E-015  3.85093E-006 -1.78392E-004  1.76937E-003  2.84308E-007  1.50431E-006  2.61345E-006  2.51987E-006  7.28850E-006  1.69349E-008  1.35301E+000
  45200  0.00000E+00  0.00000E+000  3.47041E-019  5.85933E-015 -5.56535E-015 -4.57065E-015  3.86888E-006 -1.78423E-004  1.76950E-003  2.84284E-007  1.50433E-006  2.61340E-006  2.51986E-006  7.28883E-006  1.69374E-008  1.35301E+000
  45300  0.00000E+00  0.00000E+000  3.47040E-019  5.85906E-015 -5.56644E-015 -4.56846E-015  3.88652E-006 -1.78453E-004  1.76964E-003  2.84260E-007  1.50435E-006  2.61335E-006  2.51984E-006  7.28915E-006  1.69400E-008  1.35301E+000
  45400  0.00000E+00  0.00000E+000  3.47040E-019  5.85880E-015 -5.56754E-015 -4.56627E-015  3.90412E-006 -1.78482E-004  1.76977E-003  2.84236E-007  1.50437E-006  2.61330E-006  2.51982E-006  7.28948E-006  1.69426E-008  1.35301E+000
  45500  0.00000E+00  0.00000E+000  3.47039E-019  5.85853E-015 -5.56868E-015 -4.56409E-015  3.92171E-006 -1.78511E-004  1.76991E-003  2.84212E-007  1.50439E-006  2.61325E-006  2.51981E-006  7.28980E-006  1.69452E-008  1.35301E+000
  45600  0.00000E+00  0.00000E+000  3.47038E-019  5.85827E-015 -5.56983E-015 -4.56191E-015  3.93918E-006 -1.78539E-004  1.77004E-003  2.84189E-007  1.50440E-006  2.61320E-006  2.51979E-006  7.29012E-006  1.69479E-008  1.35301E+000
  45700  0.00000E+00  0.00000E+000  3.47038E-019  5.85799E-015 -5.57093E-015 -4.55974E-015  3.95660E-006 -1.78567E-004  1.77017E-003  2.84165E-007  1.50442E-006  2.61316E-006  2.51978E-006  7.29044E-006  1.69504E-008  1.35301E+000
  45800  0.00000E+00  0.00000E+000  3.47037E-019  5.85770E-015 -5.57200E-015 -4.55756E-015  3.97383E-006 -1.78594E-004  1.77030E-003  2.84142E-007  1.50444E-006  2.61311E-006  2.51976E-006  7.29076E-006  1.69529E-008  1.35301E+000
  45900  0.00000E+00  0.00000E+000  3.47036E-019  5.85741E-015 -5.57306E-015 -4.55539E-015  3.99081E-006 -1.78620E-004  1.77043E-003  2.84118E-007  1.50446E-006  2.61306E-006  2.51975E-006  7.29107E-006  1.69554E-008  1.35301E+000
  46000  0.00000E+00  0.00000E+000  3.47036E-019  5.85713E-015 -5.57413E-015 -4.55322E-015  4.00725E-006 -1.78646E-004  1.77055E-003  2.84095E-007  1.50447E-006  2.61301E-006  2.51974E-006  7.29138E-006  1.69579E-008  1.35301E+000
  46100  0.00000E+00  0.00000E+000  3.47035E-019  5.85686E-015 -5.57527E-015 -4.55106E-015  4.02304E-006 -1.78672E-004  1.77068E-003  2.84071E-007  1.50449E-006  2.61297E-006  2.51973E-006  7.29169E-006  1.69604E-008  1.35301E+000
  46200  0.00000E+00  0.00000E+000  3.47034E-019  5.85661E-015 -5.57642E-015 -4.54891E-015  4.03857E-006 -1.78698E-004  1.77080E-003  2.84048E-007  1.50451E-006  2.61292E-006  2.51971E-006  7.29200E-006  1.69629E-008  1.35301E+000
  46300  0.00000E+00  0.00000E+000  3.47034E-019  5.85636E-015 -5.57758E-015 -4.54675E-015  4.05423E-006 -1.78724E-004  1.77092E-003  2.84024E-007  1.50453E-006  2.61288E-006  2.51970E-006  7.29231E-006  1.69654E-008  1.35302E+000
  46400  0.00000E+00  0.00000E+000  3.47033E-019  5.85610E-015 -5.57872E-015 -4.54460E-015  4.06971E-006 -1.78749E-004  1.77104E-003  2.84001E-007  1.50454E-006  2.61283E-006  2.51969E-006  7.29262E-006  1.69678E-008  1.35302E+000
  46500  0.00000E+00  0.00000E+000  3.47032E-019  5.85583E-015 -5.57981E-015 -4.54244E-015  4.08526E-006 -1.78773E-004  1.77116E-003  2.83978E-007  1.50456E-006  2.61279E-006  2.51968E-006  7.29292E-006  1.69701E-008  1.35302E+000
  46600  0.00000E+00  0.00000E+000  3.47032E-019  5.85555E-015 -5.58090E-015 -4.54029E-015  4.10085E-006 -1.78797E-004  1.77128E-003  2.83956E-007  1.50458E-006  2.61275E-006  2.51967E-006  7.29322E-006  1.69725E-008  1.35302E+000
  46700  0.00000E+00  0.00000E+000  3.47031E-019  5.85524E-015 -5.58199E-015 -4.53814E-015  4.11669E-006 -1.78821E-004  1.77140E-003  2.83934E-007  1.50460E-006  2.61270E-006  2.51966E-006  7.29353E-006  1.69748E-008  1.35302E+000
  46800  0.00000E+00  0.00000E+000  3.47030E-019  5.85493E-015 -5.58309E-015 -4.53599E-015  4.13271E-006 -1.78845E-004  1.77152E-003  2.83912E-007  1.50461E-006  2.61266E-006  2.51965E-006  7.29383E-006  1.69771E-008  1.35302E+000
  46900  0.00000E+00  0.00000E+000  3.47030E-019  5.85461E-015 -5.58419E-015 -4.53383E-015  4.14919E-006 -1.78868E-004  1.77163E-003  2.83890E-007  1.50463E-006  2.61262E-006  2.51964E-006  7.29413E-006  1.69794E-008  1.35302E+000
  47000  0.00000E+00  0.00000E+000  3.47029E-019  5.85426E-015 -5.58531E-015 -4.53169E-015  4.16590E-006 -1.78890E-004  1.77175E-003  2.83868E-007  1.50465E-006  2.61258E-006  2.51963E-006  7.29443E-006  1.69817E-008  1.35302E+000
  47100  0.00000E+00  0.00000E+000  3.47029E-019  5.85390E-015 -5.58646E-015 -4.52956E-015  4.18232E-006 -1.78913E-004  1.77187E-003  2.83846E-007  1.50467E-006  2.61254E-006  2.51962E-006  7.29474E-006  1.69841E-008  1.35303E+000
  47200  0.00000E+00  0.00000E+000  3.47028E-019  5.85353E-015 -5.58760E-015 -4.52743E-015  4.19845E-006 -1.78935E-004  1.77198E-003  2.83825E-007  1.50468E-006  2.61250E-006  2.51961E-006  7.29504E-006  1.69864E-008  1.35303E+000
  47300  0.00000E+00  0.00000E+000  3.47027E-019  5.85316E-015 -5.58877E-015 -4.52530E-015  4.21447E-006 -1.78958E-004  1.77210E-003  2.83803E-007  1.50470E-006  2.61246E-006  2.51960E-006  7.29534E-006  1.69888E-008  1.35303E+000
  47400  0.00000E+00  0.00000E+000  3.47027E-019  5.85279E-015 -5.58992E-015 -4.52317E-015  4.23031E-006 -1.78980E-004  1.77222E-003  2.83782E-007  1.50472E-006  2.61242E-006  2.51959E-006  7.29564E-006  1.69910E-008  1.35303E+000
  47500  0.00000E+00  0.00000E+000  3.47026E-019  5.85247E-015 -5.59106E-015 -4.52102E-015  4.24605E-006 -1.79001E-004  1.77233E-003  2.83760E-007  1.50474E-006  2.61238E-006  2.51959E-006  7.29593E-006  1.69933E-008  1.35303E+000
  47600  0.00000E+00  0.00000E+000  3.47026E-019  5.85214E-015 -5.59223E-015 -4.51888E-015  4.26182E-006 -1.79023E-004  1.77244E-003  2.83739E-007  1.50476E-006  2.61234E-006  2.51958E-006  7.29623E-006  1.69955E-008  1.35303E+000
  47700  0.00000E+00  0.00000E+000  3.47025E-019  5.85180E-015 -5.59338E-015 -4.51673E-015  4.27726E-006 -1.79044E-004  1.77256E-003  2.83719E-007  1.50477E-006  2.61230E-006  2.51957E-006  7.29653E-006  1.69978E-008  1.35303E+000
  47800  0.00000E+00  0.00000E+000  3.47024E-019  5.85146E-015 -5.59449E-015 -4.51459E-015  4.29240E-006 -1.79065E-004  1.77267E-003  2.83699E-007  1.50479E-006  2.61226E-006  2.51956E-006  7.29683E-006  1.70001E-008  1.35304E+000
  47900  0.00000E+00  0.00000E+000  3.47024E-019  5.85114E-015 -5.59565E-015 -4.51245E-015  4.30719E-006 -1.79087E-004  1.77279E-003  2.83679E-007  1.50481E-006  2.61223E-006  2.51955E-006  7.29713E-006  1.70025E-008  1.35304E+000
  48000  0.00000E+00  0.00000E+000  3.47023E-019  5.85081E-015 -5.59686E-015 -4.51032E-015  4.32171E-006 -1.79108E-004  1.77290E-003  2.83658E-007  1.50483E-006  2.61219E-006  2.51955E-006  7.29742E-006  1.70048E-008  1.35304E+000
  48100  0.00000E+00  0.00000E+000  3.47023E-019  5.85048E-015 -5.59805E-015 -4.50820E-015  4.33609E-006 -1.79129E-004  1.77302E-003  2.83638E-007  1.50485E-006  2.61215E-006  2.51954E-006  7.29772E-006  1.70071E-008  1.35304E+000
  48200  0.00000E+00  0.00000E+000  3.47022E-019  5.85015E-015 -5.59923E-015 -4.50606E-015  4.35039E-006 -1.79151E-004  1.77313E-003  2.83618E-007  1.50487E-006  2.61211E-006  2.51953E-006  7.29802E-006  1.70095E-008  1.35304E+000
  48300  0.00000E+00  0.00000E+000  3.47021E-019  5.84982E-015 -5.60044E-015 -4.50394E-015  4.36501E-006 -1.79172E-004  1.77325E-003  2.83598E-007  1.50489E-006  2.61208E-006  2.51952E-006  7.29832E-006  1.70118E-008  1.35304E+000
  48400  0.00000E+00  0.00000E+000  3.47021E-019  5.84948E-015 -5.60159E-015 -4.50180E-015  4.37981E-006 -1.79194E-004  1.77337E-003  2.83578E-007  1.50491E-006  2.61204E-006  2.51952E-006  7.29862E-006  1.70140E-008  1.35304E+000
  48500  0.00000E+00  0.00000E+000  3.47020E-019  5.84914E-015 -5.60269E-015 -4.49965E-015  4.39472E-006 -1.79215E-004  1.77348E-003  2.83558E-007  1.50493E-006  2.61200E-006  2.51951E-006  7.29891E-006  1.70162E-008  1.35304E+000
  48600  0.00000E+00  0.00000E+000  3.47020E-019  5.84881E-015 -5.60377E-015 -4.49748E-015  4.40986E-006 -1.79236E-004  1.77360E-003  2.83539E-007  1.50494E-006  2.61197E-006  2.51950E-006  7.29921E-006  1.70184E-008  1.35305E+000
  48700  0.00000E+00  0.00000E+000  3.47019E-019  5.84849E-015 -5.60488E-015 -4.49532E-015  4.42493E-006 -1.79256E-004  1.77372E-003  2.83519E-007  1.50496E-006  2.61193E-006  2.51949E-006  7.29950E-006  1.70206E-008  1.35305E+000
  48800  0.00000E+00  0.00000E+000  3.47019E-019  5.84814E-015 -5.60599E-015 -4.49316E-015  4.44009E-006 -1.79277E-004  1.77383E-003  2.83500E-007  1.50498E-006  2.61189E-006  2.51949E-006  7.29979E-006  1.70229E-008  1.35305E+000
  48900  0.00000E+00  0.00000E+000  3.47018E-019  5.84780E-015 -5.60710E-015 -4.49101E-015  4.45547E-006 -1.79297E-004  1.77395E-003  2.83480E-007  1.50500E-006  2.61186E-006  2.51948E-006  7.30009E-006  1.70251E-008  1.35305E+000
  49000  0.00000E+00  0.00000E+000  3.47018E-019  5.84745E-015 -5.60827E-015 -4.48887E-015  4.47032E-006 -1.79316E-004  1.77406E-003  2.83460E-007  1.50502E-006  2.61182E-006  2.51947E-006  7.30038E-006  1.70273E-008  1.35305E+000
  49100  0.00000E+00  0.00000E+000  3.47017E-019  5.84708E-015 -5.60946E-015 -4.48673E-015  4.48506E-006 -1.79336E-004  1.77418E-003  2.83441E-007  1.50504E-006  2.61179E-006  2.51947E-006  7.30067E-006  1.70297E-008  1.35305E+000
  49200  0.00000E+00  0.00000E+000  3.47016E-019  5.84672E-015 -5.61065E-015 -4.48458E-015  4.49970E-006 -1.79356E-004  1.77429E-003  2.83421E-007  1.50506E-006  2.61175E-006  2.51946E-006  7.30096E-006  1.70320E-008  1.35305E+000
  49300  0.00000E+00  0.00000E+000  3.47016E-019  5.84636E-015 -5.61184E-015 -4.48244E-015  4.51457E-006 -1.79376E-004  1.77441E-003  2.83402E-007  1.50508E-006  2.61171E-006  2.51945E-006  7.30125E-006  1.70344E-008  1.35305E+000
  49400  0.00000E+00  0.00000E+000  3.47015E-019  5.84599E-015 -5.61299E-015 -4.48029E-015  4.52958E-006 -1.79396E-004  1.77452E-003  2.83382E-007  1.50509E-006  2.61168E-006  2.51945E-006  7.30154E-006  1.70366E-008  1.35306E+000
  49500  0.00000E+00  0.00000E+000  3.47015E-019  5.84562E-015 -5.61413E-015 -4.47814E-015  4.54469E-006 -1.79416E-004  1.77463E-003  2.83363E-007  1.50511E-006  2.61164E-006  2.51944E-006  7.30182E-006  1.70389E-008  1.35306E+000
  49600  0.00000E+00  0.00000E+000  3.47014E-019  5.84527E-015 -5.61531E-015 -4.47600E-015  4.55982E-006 -1.79435E-004  1.77475E-003  2.83344E-007  1.50513E-006  2.61161E-006  2.51943E-006  7.30211E-006  1.70412E-008  1.35306E+000
  49700  0.00000E+00  0.00000E+000  3.47014E-019  5.84495E-015 -5.61646E-015 -4.47385E-015  4.57439E-006 -1.79454E-004  1.77486E-003  2.83325E-007  1.50515E-006  2.61158E-006  2.51943E-006  7.30239E-006  1.70435E-008  1.35306E+000
  49800  0.00000E+00  0.00000E+000  3.47013E-019  5.84461E-015 -5.61769E-015 -4.47171E-015  4.58946E-006 -1.79472E-004  1.77497E-003  2.83305E-007  1.50517E-006  2.61154E-006  2.51942E-006  7.30268E-006  1.70458E-008  1.35306E+000
  49900  0.00000E+00  0.00000E+000  3.47013E-019  5.84429E-015 -5.61895E-015 -4.46959E-015  4.60418E-006 -1.79491E-004  1.77508E-003  2.83286E-007  1.50519E-006  2.61151E-006  2.51942E-006  7.30296E-006  1.70482E-008  1.35306E+000
  50000  0.00000E+00  0.00000E+000  3.47012E-019  5.84397E-015 -5.62022E-015 -4.46746E-015  4.61891E-006 -1.79509E-004  1.77519E-003  2.83267E-007  1.50521E-006  2.61147E-006  2.51941E-006  7.30325E-006  1.70506E-008  1.35306E+000
  50100  0.00000E+00  0.00000E+000  3.47012E-019  5.84367E-015 -5.62145E-015 -4.46533E-015  4.63379E-006 -1.79528E-004  1.77530E-003  2.83248E-007  1.50522E-006  2.61144E-006  2.51940E-006  7.30353E-006  1.70529E-008  1.35306E+000
