OMNI Observational data
       0  0.00000e+00  1  0 10
     721
count year mo dy hr mn sc Rho V_tot Temperature B_tot
  0.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.6000000000e+01  2.2000000000e+01  0.0000000000e+00  0.0000000000e+00  3.5000000000e+00  5.2200000000e+02  1.7269400000e+05  5.5000000000e+00
  1.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.6000000000e+01  2.3000000000e+01  0.0000000000e+00  0.0000000000e+00  2.5999999046e+00  5.3700000000e+02  1.2510200000e+05  5.6999998093e+00
  2.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.7000000477e+00  5.3000000000e+02  1.3312700000e+05  5.5000000000e+00
  3.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.7000000477e+00  5.4100000000e+02  1.4685900000e+05  5.6999998093e+00
  4.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  2.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.0999999046e+00  5.2100000000e+02  1.1446200000e+05  5.5999999046e+00
  5.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  3.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.2000000477e+00  5.2900000000e+02  1.2103300000e+05  5.5000000000e+00
  6.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  4.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.7999999523e+00  5.4800000000e+02  1.9730800000e+05  4.6999998093e+00
  7.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  5.0000000000e+00  0.0000000000e+00  0.0000000000e+00  3.0000000000e+00  5.5600000000e+02  2.0883600000e+05  4.0999999046e+00
  8.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  6.0000000000e+00  0.0000000000e+00  0.0000000000e+00  3.0000000000e+00  5.6900000000e+02  1.9745700000e+05  4.3000001907e+00
  9.0000000000e+00  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  7.0000000000e+00  0.0000000000e+00  0.0000000000e+00  3.0000000000e+00  5.7300000000e+02  1.9564100000e+05  3.9000000954e+00
  1.0000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  8.0000000000e+00  0.0000000000e+00  0.0000000000e+00  3.0999999046e+00  5.6400000000e+02  1.7798000000e+05  4.0000000000e+00
  1.1000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  9.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.9000000954e+00  5.5000000000e+02  1.6271300000e+05  4.4000000954e+00
  1.2000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.0000000000e+01  0.0000000000e+00  0.0000000000e+00  2.9000000954e+00  5.3800000000e+02  1.7271700000e+05  4.5999999046e+00
  1.3000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.1000000000e+01  0.0000000000e+00  0.0000000000e+00  2.7000000477e+00  5.3800000000e+02  1.3999700000e+05  5.4000000954e+00
  1.4000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.2000000000e+01  0.0000000000e+00  0.0000000000e+00  2.5999999046e+00  5.2800000000e+02  1.4296500000e+05  5.5999999046e+00
  1.5000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.3000000000e+01  0.0000000000e+00  0.0000000000e+00  3.7000000477e+00  5.5000000000e+02  1.4806400000e+05  5.1999998093e+00
  1.6000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.4000000000e+01  0.0000000000e+00  0.0000000000e+00  4.0000000000e+00  5.5000000000e+02  1.4086600000e+05  6.0999999046e+00
  1.7000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.5000000000e+01  0.0000000000e+00  0.0000000000e+00  4.4000000954e+00  5.4400000000e+02  1.6522700000e+05  5.5999999046e+00
  1.8000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.6000000000e+01  0.0000000000e+00  0.0000000000e+00  3.7000000477e+00  5.5200000000e+02  1.7643500000e+05  6.3000001907e+00
  1.9000000000e+01  2.0180000000e+03  8.0000000000e+00  2.7000000000e+01  1.7000000000e+01  0.0000000000e+00  0.0000000000e+00  3.9000000954e+00  6.1900000000e+02  2.4315800000e+05  5.1999998093e+00
