qoi,mapCR,model,t,value
Np,GONG2209,AWSoMR,100,4.5
Np,GONG2209,AWSoMR,101,3.5999999046
Np,GONG2209,AWSoMR,102,4.0999999046
Np,GONG2209,AWSoMR,103,4.1999998093
Np,GONG2209,AWSoMR,104,3.7000000477
Np,GONG2209,AWSoMR,105,3.7999999523
Np,GONG2209,AWSoMR,106,4.5999999046
Np,GONG2209,AWSoMR,107,3.7000000477
Np,GONG2209,AWSoMR,108,3.5
Np,GONG2209,AWSoMR,109,3.5
Np,GONG2209,AWSoMR,110,3.5
Np,GONG2209,AWSoMR,111,3.7000000477
Np,GONG2209,AWSoMR,112,3.7999999523
Np,GONG2209,AWSoMR,113,3.7999999523
Np,GONG2209,AWSoMR,114,4.1999998093
Np,GONG2209,AWSoMR,115,4.0
Np,GONG2209,AWSoMR,116,4.0
Np,GONG2209,AWSoMR,117,4.0
Np,GONG2209,AWSoMR,118,4.0
Np,GONG2209,AWSoMR,119,4.1999998093
Np,GONG2209,AWSoMR,120,4.3000001907
Np,GONG2209,AWSoMR,121,4.5999999046
Np,GONG2209,AWSoMR,122,5.0999999046
Np,GONG2209,AWSoMR,123,5.3000001907
Np,GONG2209,AWSoMR,124,5.3000001907
Np,GONG2209,AWSoMR,125,5.4000000954
Np,GONG2209,AWSoMR,126,6.0
Np,GONG2209,AWSoMR,127,8.1000003815
Np,GONG2209,AWSoMR,128,9.3999996185
Np,GONG2209,AWSoMR,129,9.6000003815
Np,GONG2209,AWSoMR,130,10.399999619
Np,GONG2209,AWSoMR,131,10.199999809
Np,GONG2209,AWSoMR,132,7.9000000954
Np,GONG2209,AWSoMR,133,7.4000000954
Np,GONG2209,AWSoMR,134,7.3000001907
Np,GONG2209,AWSoMR,135,8.1000003815
Np,GONG2209,AWSoMR,136,8.8999996185
Np,GONG2209,AWSoMR,137,4.9000000954
Np,GONG2209,AWSoMR,138,5.9000000954
Np,GONG2209,AWSoMR,139,8.0
Np,GONG2209,AWSoMR,140,7.1999998093
Np,GONG2209,AWSoMR,141,8.3999996185
Np,GONG2209,AWSoMR,142,9.6000003815
Np,GONG2209,AWSoMR,143,10.600000381
Np,GONG2209,AWSoMR,144,9.6000003815
Np,GONG2209,AWSoMR,145,8.5
Np,GONG2209,AWSoMR,146,8.0
Np,GONG2209,AWSoMR,147,9.1999998093
Np,GONG2209,AWSoMR,148,9.3999996185
Np,GONG2209,AWSoMR,149,9.3000001907
Np,GONG2209,AWSoMR,150,9.6000003815
Np,GONG2209,AWSoMR,151,11.399999619
Np,GONG2209,AWSoMR,152,11.5
Np,GONG2209,AWSoMR,153,11.399999619
Np,GONG2209,AWSoMR,154,11.0
Np,GONG2209,AWSoMR,155,10.899999619
Np,GONG2209,AWSoMR,156,11.600000381
Np,GONG2209,AWSoMR,157,11.0
Np,GONG2209,AWSoMR,158,16.700000763
Np,GONG2209,AWSoMR,159,11.800000191
Np,GONG2209,AWSoMR,160,14.899999619
Np,GONG2209,AWSoMR,161,10.800000191
Np,GONG2209,AWSoMR,162,10.699999809
Np,GONG2209,AWSoMR,163,9.8000001907
Np,GONG2209,AWSoMR,164,10.199999809
Np,GONG2209,AWSoMR,165,7.6999998093
Np,GONG2209,AWSoMR,166,8.1999998093
Np,GONG2209,AWSoMR,167,8.3999996185
Np,GONG2209,AWSoMR,168,7.4000000954
Np,GONG2209,AWSoMR,169,6.8000001907
Np,GONG2209,AWSoMR,170,5.5
Np,GONG2209,AWSoMR,171,5.9000000954
Np,GONG2209,AWSoMR,172,5.1999998093
Np,GONG2209,AWSoMR,173,5.4000000954
Np,GONG2209,AWSoMR,174,5.6999998093
Np,GONG2209,AWSoMR,175,6.1999998093
Np,GONG2209,AWSoMR,176,6.1999998093
Np,GONG2209,AWSoMR,177,6.4000000954
Np,GONG2209,AWSoMR,178,6.5999999046
Np,GONG2209,AWSoMR,179,5.9000000954
Np,GONG2209,AWSoMR,180,5.3000001907
Np,GONG2209,AWSoMR,181,4.4000000954
Np,GONG2209,AWSoMR,182,3.9000000954
Np,GONG2209,AWSoMR,183,4.0
Np,GONG2209,AWSoMR,184,3.2999999523
Np,GONG2209,AWSoMR,185,3.0
Np,GONG2209,AWSoMR,186,3.0999999046
Np,GONG2209,AWSoMR,187,3.0
Np,GONG2209,AWSoMR,188,2.7000000477
Np,GONG2209,AWSoMR,189,2.7000000477
Np,GONG2209,AWSoMR,190,3.0
Np,GONG2209,AWSoMR,191,2.7000000477
Np,GONG2209,AWSoMR,192,3.2999999523
Np,GONG2209,AWSoMR,193,3.2999999523
Np,GONG2209,AWSoMR,194,3.2999999523
Np,GONG2209,AWSoMR,195,3.2999999523
Np,GONG2209,AWSoMR,196,3.7999999523
Np,GONG2209,AWSoMR,197,4.3000001907
Np,GONG2209,AWSoMR,198,4.8000001907
Np,GONG2209,AWSoMR,199,6.0999999046
Np,GONG2209,AWSoMR,200,6.5
Np,GONG2209,AWSoMR,201,5.6999998093
Np,GONG2209,AWSoMR,202,5.1999998093
Np,GONG2209,AWSoMR,203,4.5999999046
Np,GONG2209,AWSoMR,204,4.3000001907
Np,GONG2209,AWSoMR,205,3.7999999523
Np,GONG2209,AWSoMR,206,3.9000000954
Np,GONG2209,AWSoMR,207,3.9000000954
Np,GONG2209,AWSoMR,208,4.8000001907
Np,GONG2209,AWSoMR,209,5.6999998093
Np,GONG2209,AWSoMR,210,6.1999998093
Np,GONG2209,AWSoMR,211,7.0
Np,GONG2209,AWSoMR,212,7.5999999046
Np,GONG2209,AWSoMR,213,7.4000000954
Np,GONG2209,AWSoMR,214,8.6999998093
Np,GONG2209,AWSoMR,215,9.6999998093
Np,GONG2209,AWSoMR,216,9.6999998093
Np,GONG2209,AWSoMR,217,12.899999619
Np,GONG2209,AWSoMR,218,14.5
Np,GONG2209,AWSoMR,219,15.100000381
Np,GONG2209,AWSoMR,220,13.100000381
Np,GONG2209,AWSoMR,221,12.899999619
Np,GONG2209,AWSoMR,222,10.399999619
Np,GONG2209,AWSoMR,223,9.6000003815
Np,GONG2209,AWSoMR,224,8.6999998093
Np,GONG2209,AWSoMR,225,8.3999996185
Np,GONG2209,AWSoMR,226,7.5999999046
Np,GONG2209,AWSoMR,227,6.5
Np,GONG2209,AWSoMR,228,6.5999999046
Np,GONG2209,AWSoMR,229,5.5
Np,GONG2209,AWSoMR,230,5.0999999046
Np,GONG2209,AWSoMR,231,5.0999999046
Np,GONG2209,AWSoMR,232,4.0999999046
Np,GONG2209,AWSoMR,233,4.0999999046
Np,GONG2209,AWSoMR,234,4.5999999046
Np,GONG2209,AWSoMR,235,4.5
Np,GONG2209,AWSoMR,236,3.9000000954
Np,GONG2209,AWSoMR,237,4.3000001907
Np,GONG2209,AWSoMR,238,4.8000001907
Np,GONG2209,AWSoMR,239,5.1999998093
Np,GONG2209,AWSoMR,240,4.0
Np,GONG2209,AWSoMR,241,4.4000000954
Np,GONG2209,AWSoMR,242,3.7999999523
Np,GONG2209,AWSoMR,243,3.5999999046
Np,GONG2209,AWSoMR,244,3.2999999523
Np,GONG2209,AWSoMR,245,4.0
Np,GONG2209,AWSoMR,246,4.1999998093
Np,GONG2209,AWSoMR,247,3.2999999523
Np,GONG2209,AWSoMR,248,3.4000000954
Np,GONG2209,AWSoMR,249,3.2999999523
Np,GONG2209,AWSoMR,250,3.0
Np,GONG2209,AWSoMR,251,2.5999999046
Np,GONG2209,AWSoMR,252,2.5999999046
Np,GONG2209,AWSoMR,253,2.9000000954
Np,GONG2209,AWSoMR,254,3.2999999523
Np,GONG2209,AWSoMR,255,3.9000000954
Np,GONG2209,AWSoMR,256,4.3000001907
Np,GONG2209,AWSoMR,257,4.5
Np,GONG2209,AWSoMR,258,4.0999999046
Np,GONG2209,AWSoMR,259,5.0
Np,GONG2209,AWSoMR,260,5.9000000954
Np,GONG2209,AWSoMR,261,6.4000000954
Np,GONG2209,AWSoMR,262,7.0
Np,GONG2209,AWSoMR,263,7.9000000954
Np,GONG2209,AWSoMR,264,10.100000381
Np,GONG2209,AWSoMR,265,10.399999619
Np,GONG2209,AWSoMR,266,10.600000381
Np,GONG2209,AWSoMR,267,12.600000381
Np,GONG2209,AWSoMR,268,13.5
Np,GONG2209,AWSoMR,269,13.300000191
Np,GONG2209,AWSoMR,270,13.199999809
Np,GONG2209,AWSoMR,271,19.700000763
Np,GONG2209,AWSoMR,272,18.799999237
Np,GONG2209,AWSoMR,273,11.5
Np,GONG2209,AWSoMR,274,11.699999809
Np,GONG2209,AWSoMR,275,10.100000381
Np,GONG2209,AWSoMR,276,5.1999998093
Np,GONG2209,AWSoMR,277,3.7000000477
Np,GONG2209,AWSoMR,278,3.2000000477
Np,GONG2209,AWSoMR,279,3.7000000477
Np,GONG2209,AWSoMR,280,3.2000000477
Np,GONG2209,AWSoMR,281,3.0
Np,GONG2209,AWSoMR,282,3.0999999046
Np,GONG2209,AWSoMR,283,3.0
Np,GONG2209,AWSoMR,284,3.5999999046
Np,GONG2209,AWSoMR,285,5.0999999046
Np,GONG2209,AWSoMR,286,5.0
Np,GONG2209,AWSoMR,287,4.8000001907
Np,GONG2209,AWSoMR,288,4.5
Np,GONG2209,AWSoMR,289,5.1999998093
Np,GONG2209,AWSoMR,290,5.0999999046
Np,GONG2209,AWSoMR,291,4.6999998093
Np,GONG2209,AWSoMR,292,5.5999999046
Np,GONG2209,AWSoMR,293,7.0999999046
Np,GONG2209,AWSoMR,294,8.1000003815
Np,GONG2209,AWSoMR,295,9.0
Np,GONG2209,AWSoMR,296,10.300000191
Np,GONG2209,AWSoMR,297,10.199999809
Np,GONG2209,AWSoMR,298,10.699999809
Np,GONG2209,AWSoMR,299,8.8000001907
Np,GONG2209,AWSoMR,300,6.8000001907
Np,GONG2209,AWSoMR,301,5.4000000954
Np,GONG2209,AWSoMR,302,6.3000001907
Np,GONG2209,AWSoMR,303,5.3000001907
Np,GONG2209,AWSoMR,304,9.6000003815
Np,GONG2209,AWSoMR,305,16.799999237
Np,GONG2209,AWSoMR,306,19.399999619
Np,GONG2209,AWSoMR,307,15.800000191
Np,GONG2209,AWSoMR,308,11.399999619
Np,GONG2209,AWSoMR,309,6.8000001907
Np,GONG2209,AWSoMR,310,10.199999809
Np,GONG2209,AWSoMR,311,14.5
Np,GONG2209,AWSoMR,312,15.0
Np,GONG2209,AWSoMR,313,11.100000381
Np,GONG2209,AWSoMR,314,16.799999237
Np,GONG2209,AWSoMR,315,17.5
Np,GONG2209,AWSoMR,316,11.199999809
Np,GONG2209,AWSoMR,317,6.5999999046
Np,GONG2209,AWSoMR,318,6.0
Np,GONG2209,AWSoMR,319,5.0
Np,GONG2209,AWSoMR,320,6.4000000954
Np,GONG2209,AWSoMR,321,7.1999998093
Np,GONG2209,AWSoMR,322,9.0
Np,GONG2209,AWSoMR,323,11.300000191
Np,GONG2209,AWSoMR,324,10.399999619
Np,GONG2209,AWSoMR,325,8.5
Np,GONG2209,AWSoMR,326,12.0
Np,GONG2209,AWSoMR,327,12.5
Np,GONG2209,AWSoMR,328,13.300000191
Np,GONG2209,AWSoMR,329,10.5
Np,GONG2209,AWSoMR,330,11.100000381
Np,GONG2209,AWSoMR,331,11.399999619
Np,GONG2209,AWSoMR,332,7.5999999046
Np,GONG2209,AWSoMR,333,6.0
Np,GONG2209,AWSoMR,334,6.0
Np,GONG2209,AWSoMR,335,5.5
Np,GONG2209,AWSoMR,336,5.5999999046
Np,GONG2209,AWSoMR,337,5.0
Np,GONG2209,AWSoMR,338,5.3000001907
Np,GONG2209,AWSoMR,339,5.5999999046
Np,GONG2209,AWSoMR,340,4.6999998093
Np,GONG2209,AWSoMR,341,7.0
Np,GONG2209,AWSoMR,342,8.3000001907
Np,GONG2209,AWSoMR,343,8.8000001907
Np,GONG2209,AWSoMR,344,7.9000000954
Np,GONG2209,AWSoMR,345,6.0999999046
Np,GONG2209,AWSoMR,346,5.9000000954
Np,GONG2209,AWSoMR,347,6.0
Np,GONG2209,AWSoMR,348,6.0999999046
Np,GONG2209,AWSoMR,349,6.0999999046
Np,GONG2209,AWSoMR,350,6.5
Np,GONG2209,AWSoMR,351,6.5
Np,GONG2209,AWSoMR,352,6.5
Np,GONG2209,AWSoMR,353,7.3000001907
Np,GONG2209,AWSoMR,354,8.1000003815
Np,GONG2209,AWSoMR,355,9.6000003815
Np,GONG2209,AWSoMR,356,12.5
Np,GONG2209,AWSoMR,357,21.5
Np,GONG2209,AWSoMR,358,31.799999237
Np,GONG2209,AWSoMR,359,46.299999237
Np,GONG2209,AWSoMR,360,34.799999237
Np,GONG2209,AWSoMR,361,20.100000381
Np,GONG2209,AWSoMR,362,16.200000763
Np,GONG2209,AWSoMR,363,15.899999619
Np,GONG2209,AWSoMR,364,9.3000001907
Np,GONG2209,AWSoMR,365,12.199999809
Np,GONG2209,AWSoMR,366,9.5
Np,GONG2209,AWSoMR,367,9.8999996185
Np,GONG2209,AWSoMR,368,7.1999998093
Np,GONG2209,AWSoMR,369,6.8000001907
Np,GONG2209,AWSoMR,370,6.0
Np,GONG2209,AWSoMR,371,5.8000001907
Np,GONG2209,AWSoMR,372,5.5
Np,GONG2209,AWSoMR,373,5.8000001907
Np,GONG2209,AWSoMR,374,6.1999998093
Np,GONG2209,AWSoMR,375,5.6999998093
Np,GONG2209,AWSoMR,376,5.4000000954
Np,GONG2209,AWSoMR,377,5.5
Np,GONG2209,AWSoMR,378,5.4000000954
Np,GONG2209,AWSoMR,379,5.5999999046
Np,GONG2209,AWSoMR,380,5.0
Np,GONG2209,AWSoMR,381,4.8000001907
Np,GONG2209,AWSoMR,382,5.0
Np,GONG2209,AWSoMR,383,4.8000001907
Np,GONG2209,AWSoMR,384,4.8000001907
Np,GONG2209,AWSoMR,385,4.3000001907
Np,GONG2209,AWSoMR,386,4.0
Np,GONG2209,AWSoMR,387,4.1999998093
Np,GONG2209,AWSoMR,388,4.3000001907
Np,GONG2209,AWSoMR,389,3.9000000954
Np,GONG2209,AWSoMR,390,3.5999999046
Np,GONG2209,AWSoMR,391,3.7999999523
Np,GONG2209,AWSoMR,392,4.4000000954
Np,GONG2209,AWSoMR,393,4.3000001907
Np,GONG2209,AWSoMR,394,4.5
Np,GONG2209,AWSoMR,395,4.1999998093
Np,GONG2209,AWSoMR,396,4.0
Np,GONG2209,AWSoMR,397,3.9000000954
Np,GONG2209,AWSoMR,398,4.0
Np,GONG2209,AWSoMR,399,3.5
Np,GONG2209,AWSoMR,400,3.2000000477
Np,GONG2209,AWSoMR,401,2.9000000954
Np,GONG2209,AWSoMR,402,3.2999999523
Np,GONG2209,AWSoMR,403,3.0999999046
Np,GONG2209,AWSoMR,404,3.2999999523
Np,GONG2209,AWSoMR,405,3.2999999523
Np,GONG2209,AWSoMR,406,3.4000000954
Np,GONG2209,AWSoMR,407,3.5
Np,GONG2209,AWSoMR,408,3.5999999046
Np,GONG2209,AWSoMR,409,3.7999999523
Np,GONG2209,AWSoMR,410,4.0999999046
Np,GONG2209,AWSoMR,411,4.0999999046
Np,GONG2209,AWSoMR,412,4.0999999046
Np,GONG2209,AWSoMR,413,3.7000000477
Np,GONG2209,AWSoMR,414,3.2999999523
Np,GONG2209,AWSoMR,415,3.4000000954
Np,GONG2209,AWSoMR,416,3.5
Np,GONG2209,AWSoMR,417,3.2000000477
Np,GONG2209,AWSoMR,418,3.5
Np,GONG2209,AWSoMR,419,3.2999999523
Np,GONG2209,AWSoMR,420,3.0999999046
Np,GONG2209,AWSoMR,421,3.0999999046
Np,GONG2209,AWSoMR,422,2.7999999523
Np,GONG2209,AWSoMR,423,1.8999999762
Np,GONG2209,AWSoMR,424,2.7000000477
Np,GONG2209,AWSoMR,425,3.9000000954
Np,GONG2209,AWSoMR,426,3.9000000954
Np,GONG2209,AWSoMR,427,4.0999999046
Np,GONG2209,AWSoMR,428,4.6999998093
Np,GONG2209,AWSoMR,429,4.9000000954
Np,GONG2209,AWSoMR,430,5.6999998093
Np,GONG2209,AWSoMR,431,5.6999998093
Np,GONG2209,AWSoMR,432,3.4000000954
Np,GONG2209,AWSoMR,433,4.0
Np,GONG2209,AWSoMR,434,5.0
Np,GONG2209,AWSoMR,435,5.5
Np,GONG2209,AWSoMR,436,6.0
Np,GONG2209,AWSoMR,437,4.9000000954
Np,GONG2209,AWSoMR,438,4.6999998093
Np,GONG2209,AWSoMR,439,4.5999999046
Np,GONG2209,AWSoMR,440,3.7999999523
Np,GONG2209,AWSoMR,441,3.5999999046
Np,GONG2209,AWSoMR,442,3.2000000477
Np,GONG2209,AWSoMR,443,3.5
Np,GONG2209,AWSoMR,444,3.5
Np,GONG2209,AWSoMR,445,3.5999999046
Np,GONG2209,AWSoMR,446,3.4000000954
Np,GONG2209,AWSoMR,447,3.5999999046
Np,GONG2209,AWSoMR,448,3.2999999523
Np,GONG2209,AWSoMR,449,3.2000000477
Np,GONG2209,AWSoMR,450,3.2999999523
Np,GONG2209,AWSoMR,451,3.5
Np,GONG2209,AWSoMR,452,3.5
Np,GONG2209,AWSoMR,453,3.5999999046
Np,GONG2209,AWSoMR,454,3.5999999046
Np,GONG2209,AWSoMR,455,3.7000000477
Np,GONG2209,AWSoMR,456,3.7999999523
Np,GONG2209,AWSoMR,457,3.9000000954
Np,GONG2209,AWSoMR,458,3.7999999523
Np,GONG2209,AWSoMR,459,4.1999998093
Np,GONG2209,AWSoMR,460,4.1999998093
Np,GONG2209,AWSoMR,461,3.9000000954
Np,GONG2209,AWSoMR,462,4.0999999046
Np,GONG2209,AWSoMR,463,4.4000000954
Np,GONG2209,AWSoMR,464,2.7000000477
Np,GONG2209,AWSoMR,465,2.7999999523
Np,GONG2209,AWSoMR,466,1.7000000477
Np,GONG2209,AWSoMR,467,2.2999999523
Np,GONG2209,AWSoMR,468,2.9000000954
Np,GONG2209,AWSoMR,469,2.7999999523
Np,GONG2209,AWSoMR,470,2.5
Np,GONG2209,AWSoMR,471,2.4000000954
Np,GONG2209,AWSoMR,472,2.0
Np,GONG2209,AWSoMR,473,2.2999999523
Np,GONG2209,AWSoMR,474,2.4000000954
Np,GONG2209,AWSoMR,475,2.7999999523
Np,GONG2209,AWSoMR,476,3.2999999523
Np,GONG2209,AWSoMR,477,3.4000000954
Np,GONG2209,AWSoMR,478,3.5999999046
Np,GONG2209,AWSoMR,479,3.7999999523
Np,GONG2209,AWSoMR,480,3.2999999523
Np,GONG2209,AWSoMR,481,2.7999999523
Np,GONG2209,AWSoMR,482,3.4000000954
Np,GONG2209,AWSoMR,483,3.2000000477
Np,GONG2209,AWSoMR,484,3.2999999523
Np,GONG2209,AWSoMR,485,3.0
Np,GONG2209,AWSoMR,486,3.5
Np,GONG2209,AWSoMR,487,4.0
Np,GONG2209,AWSoMR,488,3.7000000477
Np,GONG2209,AWSoMR,489,2.5999999046
Np,GONG2209,AWSoMR,490,3.5
Np,GONG2209,AWSoMR,491,4.0
Np,GONG2209,AWSoMR,492,5.1999998093
Np,GONG2209,AWSoMR,493,5.5
Np,GONG2209,AWSoMR,494,6.1999998093
Np,GONG2209,AWSoMR,495,6.5
Np,GONG2209,AWSoMR,496,8.5
Np,GONG2209,AWSoMR,497,7.9000000954
Np,GONG2209,AWSoMR,498,9.6000003815
Np,GONG2209,AWSoMR,499,11.100000381
Np,GONG2209,AWSoMR,500,17.5
Np,GONG2209,AWSoMR,501,17.299999237
Np,GONG2209,AWSoMR,502,14.800000191
Np,GONG2209,AWSoMR,503,10.5
Np,GONG2209,AWSoMR,504,11.899999619
Np,GONG2209,AWSoMR,505,11.0
Np,GONG2209,AWSoMR,506,7.1999998093
Np,GONG2209,AWSoMR,507,8.0
Np,GONG2209,AWSoMR,508,13.100000381
Np,GONG2209,AWSoMR,509,14.899999619
Np,GONG2209,AWSoMR,510,21.5
Np,GONG2209,AWSoMR,511,14.5
Np,GONG2209,AWSoMR,512,6.1999998093
Np,GONG2209,AWSoMR,513,4.9000000954
Np,GONG2209,AWSoMR,514,4.5
Np,GONG2209,AWSoMR,515,2.7000000477
Np,GONG2209,AWSoMR,516,2.2000000477
Np,GONG2209,AWSoMR,517,3.7000000477
Np,GONG2209,AWSoMR,518,3.5
Np,GONG2209,AWSoMR,519,2.9000000954
Np,GONG2209,AWSoMR,520,2.4000000954
Np,GONG2209,AWSoMR,521,2.2999999523
Np,GONG2209,AWSoMR,522,2.0999999046
Np,GONG2209,AWSoMR,523,2.0
Np,GONG2209,AWSoMR,524,3.0
Np,GONG2209,AWSoMR,525,3.0
Np,GONG2209,AWSoMR,526,3.2000000477
Np,GONG2209,AWSoMR,527,4.6999998093
Np,GONG2209,AWSoMR,528,3.0999999046
Np,GONG2209,AWSoMR,529,3.7000000477
Np,GONG2209,AWSoMR,530,3.2999999523
Np,GONG2209,AWSoMR,531,3.5999999046
Np,GONG2209,AWSoMR,532,3.5999999046
Np,GONG2209,AWSoMR,533,3.5999999046
Np,GONG2209,AWSoMR,534,4.4000000954
Np,GONG2209,AWSoMR,535,4.0
Np,GONG2209,AWSoMR,536,3.5
Np,GONG2209,AWSoMR,537,3.7000000477
Np,GONG2209,AWSoMR,538,3.2999999523
Np,GONG2209,AWSoMR,539,3.5
Np,GONG2209,AWSoMR,540,3.0999999046
Np,GONG2209,AWSoMR,541,3.4000000954
Np,GONG2209,AWSoMR,542,3.0
Np,GONG2209,AWSoMR,543,2.7000000477
Np,GONG2209,AWSoMR,544,2.4000000954
Np,GONG2209,AWSoMR,545,2.4000000954
Np,GONG2209,AWSoMR,546,2.2999999523
Np,GONG2209,AWSoMR,547,2.2999999523
Np,GONG2209,AWSoMR,548,1.7999999523
Np,GONG2209,AWSoMR,549,1.6000000238
Np,GONG2209,AWSoMR,550,1.7000000477
Np,GONG2209,AWSoMR,551,2.2000000477
Np,GONG2209,AWSoMR,552,2.2999999523
Np,GONG2209,AWSoMR,553,2.7000000477
Np,GONG2209,AWSoMR,554,2.5999999046
Np,GONG2209,AWSoMR,555,2.7999999523
Np,GONG2209,AWSoMR,556,2.9000000954
Np,GONG2209,AWSoMR,557,3.2000000477
Np,GONG2209,AWSoMR,558,3.2000000477
Np,GONG2209,AWSoMR,559,2.7000000477
Np,GONG2209,AWSoMR,560,2.2000000477
Np,GONG2209,AWSoMR,561,1.7000000477
Np,GONG2209,AWSoMR,562,2.7000000477
Np,GONG2209,AWSoMR,563,2.5999999046
Np,GONG2209,AWSoMR,564,2.2999999523
Np,GONG2209,AWSoMR,565,2.4000000954
Np,GONG2209,AWSoMR,566,2.5
Np,GONG2209,AWSoMR,567,2.4000000954
Np,GONG2209,AWSoMR,568,2.2999999523
Np,GONG2209,AWSoMR,569,2.2000000477
Np,GONG2209,AWSoMR,570,2.0999999046
Np,GONG2209,AWSoMR,571,2.0
Np,GONG2209,AWSoMR,572,2.2000000477
Np,GONG2209,AWSoMR,573,2.5999999046
Np,GONG2209,AWSoMR,574,2.0
Np,GONG2209,AWSoMR,575,2.5999999046
Np,GONG2209,AWSoMR,576,2.7000000477
Np,GONG2209,AWSoMR,577,2.7000000477
Np,GONG2209,AWSoMR,578,2.7999999523
Np,GONG2209,AWSoMR,579,2.7000000477
Np,GONG2209,AWSoMR,580,2.0
Np,GONG2209,AWSoMR,581,1.5
Np,GONG2209,AWSoMR,582,1.6000000238
Np,GONG2209,AWSoMR,583,1.6000000238
Np,GONG2209,AWSoMR,584,1.8999999762
Np,GONG2209,AWSoMR,585,1.8999999762
Np,GONG2209,AWSoMR,586,1.7999999523
Np,GONG2209,AWSoMR,587,1.3999999762
Np,GONG2209,AWSoMR,588,1.5
Np,GONG2209,AWSoMR,589,1.5
Np,GONG2209,AWSoMR,590,2.0999999046
Np,GONG2209,AWSoMR,591,2.0
Np,GONG2209,AWSoMR,592,2.7000000477
Np,GONG2209,AWSoMR,593,2.7999999523
Np,GONG2209,AWSoMR,594,3.0
Np,GONG2209,AWSoMR,595,3.0999999046
Np,GONG2209,AWSoMR,596,2.5999999046
Np,GONG2209,AWSoMR,597,2.9000000954
Np,GONG2209,AWSoMR,598,2.7999999523
Np,GONG2209,AWSoMR,599,2.4000000954
Np,GONG2209,AWSoMR,600,2.0
Np,GONG2209,AWSoMR,601,2.5
Np,GONG2209,AWSoMR,602,2.2999999523
Np,GONG2209,AWSoMR,603,2.5
Np,GONG2209,AWSoMR,604,2.9000000954
Np,GONG2209,AWSoMR,605,3.0999999046
Np,GONG2209,AWSoMR,606,2.7999999523
Np,GONG2209,AWSoMR,607,3.0
Np,GONG2209,AWSoMR,608,3.4000000954
Np,GONG2209,AWSoMR,609,3.4000000954
Np,GONG2209,AWSoMR,610,2.2999999523
Np,GONG2209,AWSoMR,611,3.5
Np,GONG2209,AWSoMR,612,3.5
Np,GONG2209,AWSoMR,613,3.0999999046
Np,GONG2209,AWSoMR,614,3.2999999523
Np,GONG2209,AWSoMR,615,3.5999999046
Np,GONG2209,AWSoMR,616,3.2999999523
Np,GONG2209,AWSoMR,617,2.9000000954
Np,GONG2209,AWSoMR,618,2.9000000954
Np,GONG2209,AWSoMR,619,2.9000000954
Np,GONG2209,AWSoMR,620,2.9000000954
Np,GONG2209,AWSoMR,621,3.2000000477
Np,GONG2209,AWSoMR,622,3.0
Np,GONG2209,AWSoMR,623,3.2999999523
Np,GONG2209,AWSoMR,624,3.7999999523
Np,GONG2209,AWSoMR,625,3.5999999046
Np,GONG2209,AWSoMR,626,3.4000000954
Np,GONG2209,AWSoMR,627,4.5
Np,GONG2209,AWSoMR,628,4.3000001907
Np,GONG2209,AWSoMR,629,4.9000000954
Np,GONG2209,AWSoMR,630,4.1999998093
Np,GONG2209,AWSoMR,631,4.4000000954
Np,GONG2209,AWSoMR,632,5.1999998093
Np,GONG2209,AWSoMR,633,5.5999999046
Np,GONG2209,AWSoMR,634,5.4000000954
Np,GONG2209,AWSoMR,635,4.4000000954
Np,GONG2209,AWSoMR,636,4.4000000954
Np,GONG2209,AWSoMR,637,4.5999999046
Np,GONG2209,AWSoMR,638,4.5999999046
Np,GONG2209,AWSoMR,639,4.5999999046
Np,GONG2209,AWSoMR,640,3.7999999523
Np,GONG2209,AWSoMR,641,3.9000000954
Np,GONG2209,AWSoMR,642,3.9000000954
Np,GONG2209,AWSoMR,643,4.5999999046
Np,GONG2209,AWSoMR,644,5.5
Np,GONG2209,AWSoMR,645,5.8000001907
Np,GONG2209,AWSoMR,646,6.0999999046
Np,GONG2209,AWSoMR,647,6.0
Np,GONG2209,AWSoMR,648,5.9000000954
Np,GONG2209,AWSoMR,649,5.8000001907
Np,GONG2209,AWSoMR,650,5.6999998093
Np,GONG2209,AWSoMR,651,6.4000000954
Np,GONG2209,AWSoMR,652,6.6999998093
Np,GONG2209,AWSoMR,653,6.6999998093
Np,GONG2209,AWSoMR,654,6.8000001907
Np,GONG2209,AWSoMR,655,7.5999999046
Np,GONG2209,AWSoMR,656,5.5999999046
Np,GONG2209,AWSoMR,657,5.8000001907
Np,GONG2209,AWSoMR,658,6.6999998093
Np,GONG2209,AWSoMR,659,8.3000001907
Np,GONG2209,AWSoMR,660,10.199999809
Np,GONG2209,AWSoMR,661,10.800000191
Np,GONG2209,AWSoMR,662,11.800000191
Np,GONG2209,AWSoMR,663,12.5
Np,GONG2209,AWSoMR,664,11.0
Np,GONG2209,AWSoMR,665,7.3000001907
Np,GONG2209,AWSoMR,666,6.4000000954
Np,GONG2209,AWSoMR,667,6.9000000954
Np,GONG2209,AWSoMR,668,7.4000000954
Np,GONG2209,AWSoMR,669,6.1999998093
Np,GONG2209,AWSoMR,670,6.4000000954
Np,GONG2209,AWSoMR,671,7.1999998093
Np,GONG2209,AWSoMR,672,7.5999999046
Np,GONG2209,AWSoMR,673,7.0999999046
Np,GONG2209,AWSoMR,674,7.5
Np,GONG2209,AWSoMR,675,7.9000000954
Np,GONG2209,AWSoMR,676,9.1000003815
