qoi,mapCR,model,t,value
Ur,GONG2152,AWSoMR,440,334.0
Ur,GONG2152,AWSoMR,441,334.0
Ur,GONG2152,AWSoMR,442,333.0
Ur,GONG2152,AWSoMR,443,342.0
Ur,GONG2152,AWSoMR,444,338.0
Ur,GONG2152,AWSoMR,445,336.0
Ur,GONG2152,AWSoMR,446,329.0
Ur,GONG2152,AWSoMR,447,327.0
Ur,GONG2152,AWSoMR,448,331.0
Ur,GONG2152,AWSoMR,449,338.0
Ur,GONG2152,AWSoMR,450,332.0
Ur,GONG2152,AWSoMR,451,340.0
Ur,GONG2152,AWSoMR,452,345.0
Ur,GONG2152,AWSoMR,453,344.0
Ur,GONG2152,AWSoMR,454,349.0
Ur,GONG2152,AWSoMR,455,355.0
Ur,GONG2152,AWSoMR,456,349.0
Ur,GONG2152,AWSoMR,457,360.0
Ur,GONG2152,AWSoMR,458,363.0
Ur,GONG2152,AWSoMR,459,364.0
Ur,GONG2152,AWSoMR,460,363.0
Ur,GONG2152,AWSoMR,461,358.0
Ur,GONG2152,AWSoMR,462,374.0
Ur,GONG2152,AWSoMR,463,400.0
Ur,GONG2152,AWSoMR,464,395.0
Ur,GONG2152,AWSoMR,465,394.0
Ur,GONG2152,AWSoMR,466,382.0
Ur,GONG2152,AWSoMR,467,382.0
Ur,GONG2152,AWSoMR,468,384.0
Ur,GONG2152,AWSoMR,469,379.0
Ur,GONG2152,AWSoMR,470,388.0
Ur,GONG2152,AWSoMR,471,386.0
Ur,GONG2152,AWSoMR,472,387.0
Ur,GONG2152,AWSoMR,473,388.0
Ur,GONG2152,AWSoMR,474,394.0
Ur,GONG2152,AWSoMR,475,401.0
Ur,GONG2152,AWSoMR,476,400.0
Ur,GONG2152,AWSoMR,477,401.0
Ur,GONG2152,AWSoMR,478,404.0
Ur,GONG2152,AWSoMR,479,389.0
Ur,GONG2152,AWSoMR,480,387.0
Ur,GONG2152,AWSoMR,481,388.0
Ur,GONG2152,AWSoMR,482,395.0
Ur,GONG2152,AWSoMR,483,381.0
Ur,GONG2152,AWSoMR,484,384.0
Ur,GONG2152,AWSoMR,485,378.0
Ur,GONG2152,AWSoMR,486,370.0
Ur,GONG2152,AWSoMR,487,380.0
Ur,GONG2152,AWSoMR,488,378.0
Ur,GONG2152,AWSoMR,489,378.0
Ur,GONG2152,AWSoMR,490,384.0
Ur,GONG2152,AWSoMR,491,378.0
Ur,GONG2152,AWSoMR,492,373.0
Ur,GONG2152,AWSoMR,493,374.0
Ur,GONG2152,AWSoMR,494,373.0
Ur,GONG2152,AWSoMR,495,374.0
Ur,GONG2152,AWSoMR,496,365.0
Ur,GONG2152,AWSoMR,497,361.0
Ur,GONG2152,AWSoMR,498,360.0
Ur,GONG2152,AWSoMR,499,360.0
Ur,GONG2152,AWSoMR,500,368.0
Ur,GONG2152,AWSoMR,501,365.0
Ur,GONG2152,AWSoMR,502,359.0
Ur,GONG2152,AWSoMR,503,366.0
Ur,GONG2152,AWSoMR,504,375.0
Ur,GONG2152,AWSoMR,505,361.0
Ur,GONG2152,AWSoMR,506,365.0
Ur,GONG2152,AWSoMR,507,364.0
Ur,GONG2152,AWSoMR,508,357.0
Ur,GONG2152,AWSoMR,509,355.0
Ur,GONG2152,AWSoMR,510,351.0
Ur,GONG2152,AWSoMR,511,352.0
Ur,GONG2152,AWSoMR,512,349.0
Ur,GONG2152,AWSoMR,513,353.0
Ur,GONG2152,AWSoMR,514,357.0
Ur,GONG2152,AWSoMR,515,345.0
Ur,GONG2152,AWSoMR,516,361.0
Ur,GONG2152,AWSoMR,517,359.0
Ur,GONG2152,AWSoMR,518,365.0
Ur,GONG2152,AWSoMR,519,357.0
Ur,GONG2152,AWSoMR,520,356.0
Ur,GONG2152,AWSoMR,521,360.0
Ur,GONG2152,AWSoMR,522,365.0
Ur,GONG2152,AWSoMR,523,365.0
Ur,GONG2152,AWSoMR,524,374.0
Ur,GONG2152,AWSoMR,525,359.0
Ur,GONG2152,AWSoMR,526,357.0
Ur,GONG2152,AWSoMR,527,359.0
Ur,GONG2152,AWSoMR,528,360.0
Ur,GONG2152,AWSoMR,529,363.0
Ur,GONG2152,AWSoMR,530,363.0
Ur,GONG2152,AWSoMR,531,365.0
Ur,GONG2152,AWSoMR,532,358.0
Ur,GONG2152,AWSoMR,533,343.0
Ur,GONG2152,AWSoMR,534,345.0
Ur,GONG2152,AWSoMR,535,342.0
Ur,GONG2152,AWSoMR,536,352.0
Ur,GONG2152,AWSoMR,537,351.0
Ur,GONG2152,AWSoMR,538,335.0
Ur,GONG2152,AWSoMR,539,339.0
Ur,GONG2152,AWSoMR,540,327.0
Ur,GONG2152,AWSoMR,541,335.0
Ur,GONG2152,AWSoMR,542,339.0
Ur,GONG2152,AWSoMR,543,346.0
Ur,GONG2152,AWSoMR,544,352.0
Ur,GONG2152,AWSoMR,545,356.0
Ur,GONG2152,AWSoMR,546,349.0
Ur,GONG2152,AWSoMR,547,358.0
Ur,GONG2152,AWSoMR,548,352.0
Ur,GONG2152,AWSoMR,549,352.0
Ur,GONG2152,AWSoMR,550,352.0
Ur,GONG2152,AWSoMR,551,347.0
Ur,GONG2152,AWSoMR,552,351.0
Ur,GONG2152,AWSoMR,553,348.0
Ur,GONG2152,AWSoMR,554,352.0
Ur,GONG2152,AWSoMR,555,351.0
Ur,GONG2152,AWSoMR,556,335.0
Ur,GONG2152,AWSoMR,557,332.0
Ur,GONG2152,AWSoMR,558,341.0
Ur,GONG2152,AWSoMR,559,344.0
Ur,GONG2152,AWSoMR,560,336.0
Ur,GONG2152,AWSoMR,561,332.0
Ur,GONG2152,AWSoMR,562,329.0
Ur,GONG2152,AWSoMR,563,328.0
Ur,GONG2152,AWSoMR,564,328.0
Ur,GONG2152,AWSoMR,565,332.0
Ur,GONG2152,AWSoMR,566,332.0
Ur,GONG2152,AWSoMR,567,332.0
Ur,GONG2152,AWSoMR,568,332.0
Ur,GONG2152,AWSoMR,569,332.0
Ur,GONG2152,AWSoMR,570,329.0
Ur,GONG2152,AWSoMR,571,346.0
Ur,GONG2152,AWSoMR,572,369.0
Ur,GONG2152,AWSoMR,573,368.0
Ur,GONG2152,AWSoMR,574,365.0
Ur,GONG2152,AWSoMR,575,357.0
Ur,GONG2152,AWSoMR,576,343.0
Ur,GONG2152,AWSoMR,577,352.0
Ur,GONG2152,AWSoMR,578,354.0
Ur,GONG2152,AWSoMR,579,359.0
Ur,GONG2152,AWSoMR,580,357.0
Ur,GONG2152,AWSoMR,581,363.0
Ur,GONG2152,AWSoMR,582,366.0
Ur,GONG2152,AWSoMR,583,362.0
Ur,GONG2152,AWSoMR,584,371.0
Ur,GONG2152,AWSoMR,585,389.0
Ur,GONG2152,AWSoMR,586,408.0
Ur,GONG2152,AWSoMR,587,427.0
Ur,GONG2152,AWSoMR,588,426.0
Ur,GONG2152,AWSoMR,589,419.0
Ur,GONG2152,AWSoMR,590,428.0
Ur,GONG2152,AWSoMR,591,438.0
Ur,GONG2152,AWSoMR,592,445.0
Ur,GONG2152,AWSoMR,593,467.0
Ur,GONG2152,AWSoMR,594,465.0
Ur,GONG2152,AWSoMR,595,467.0
Ur,GONG2152,AWSoMR,596,470.0
Ur,GONG2152,AWSoMR,597,471.0
Ur,GONG2152,AWSoMR,598,485.0
Ur,GONG2152,AWSoMR,599,488.0
Ur,GONG2152,AWSoMR,600,468.0
Ur,GONG2152,AWSoMR,601,470.0
Ur,GONG2152,AWSoMR,602,464.0
Ur,GONG2152,AWSoMR,603,448.0
Ur,GONG2152,AWSoMR,604,453.0
Ur,GONG2152,AWSoMR,605,450.0
Ur,GONG2152,AWSoMR,606,455.0
Ur,GONG2152,AWSoMR,607,464.0
Ur,GONG2152,AWSoMR,608,461.0
Ur,GONG2152,AWSoMR,609,444.0
Ur,GONG2152,AWSoMR,610,423.0
Ur,GONG2152,AWSoMR,611,397.0
Ur,GONG2152,AWSoMR,612,394.0
Ur,GONG2152,AWSoMR,613,391.0
Ur,GONG2152,AWSoMR,614,394.0
Ur,GONG2152,AWSoMR,615,401.0
Ur,GONG2152,AWSoMR,616,419.0
Ur,GONG2152,AWSoMR,617,401.0
Ur,GONG2152,AWSoMR,618,402.0
Ur,GONG2152,AWSoMR,619,402.0
Ur,GONG2152,AWSoMR,620,405.0
Ur,GONG2152,AWSoMR,621,399.0
Ur,GONG2152,AWSoMR,622,402.0
Ur,GONG2152,AWSoMR,623,401.0
Ur,GONG2152,AWSoMR,624,395.0
Ur,GONG2152,AWSoMR,625,395.0
Ur,GONG2152,AWSoMR,626,391.0
Ur,GONG2152,AWSoMR,627,390.0
Ur,GONG2152,AWSoMR,628,396.0
Ur,GONG2152,AWSoMR,629,388.0
Ur,GONG2152,AWSoMR,630,403.0
Ur,GONG2152,AWSoMR,631,403.0
Ur,GONG2152,AWSoMR,632,399.0
Ur,GONG2152,AWSoMR,633,399.0
Ur,GONG2152,AWSoMR,634,398.0
Ur,GONG2152,AWSoMR,635,412.0
Ur,GONG2152,AWSoMR,636,409.0
Ur,GONG2152,AWSoMR,637,405.0
Ur,GONG2152,AWSoMR,638,401.0
Ur,GONG2152,AWSoMR,639,401.0
Ur,GONG2152,AWSoMR,640,399.0
Ur,GONG2152,AWSoMR,641,387.0
Ur,GONG2152,AWSoMR,642,397.0
Ur,GONG2152,AWSoMR,643,389.0
Ur,GONG2152,AWSoMR,644,383.0
Ur,GONG2152,AWSoMR,645,380.0
Ur,GONG2152,AWSoMR,646,370.0
Ur,GONG2152,AWSoMR,647,371.0
Ur,GONG2152,AWSoMR,648,371.0
Ur,GONG2152,AWSoMR,649,372.0
Ur,GONG2152,AWSoMR,650,363.0
Ur,GONG2152,AWSoMR,651,362.0
Ur,GONG2152,AWSoMR,652,364.0
Ur,GONG2152,AWSoMR,653,351.0
Ur,GONG2152,AWSoMR,654,332.0
Ur,GONG2152,AWSoMR,655,324.0
Ur,GONG2152,AWSoMR,656,327.0
Ur,GONG2152,AWSoMR,657,325.0
Ur,GONG2152,AWSoMR,658,338.0
Ur,GONG2152,AWSoMR,659,336.0
Ur,GONG2152,AWSoMR,660,327.0
Ur,GONG2152,AWSoMR,661,324.0
Ur,GONG2152,AWSoMR,662,330.0
Ur,GONG2152,AWSoMR,663,329.0
Ur,GONG2152,AWSoMR,664,329.0
Ur,GONG2152,AWSoMR,665,326.0
Ur,GONG2152,AWSoMR,666,322.0
Ur,GONG2152,AWSoMR,667,317.0
Ur,GONG2152,AWSoMR,668,321.0
Ur,GONG2152,AWSoMR,669,326.0
Ur,GONG2152,AWSoMR,670,324.0
Ur,GONG2152,AWSoMR,671,323.0
Ur,GONG2152,AWSoMR,672,324.0
Ur,GONG2152,AWSoMR,673,322.0
Ur,GONG2152,AWSoMR,674,319.0
Ur,GONG2152,AWSoMR,675,319.0
Ur,GONG2152,AWSoMR,676,321.0
Ur,GONG2152,AWSoMR,677,329.0
Ur,GONG2152,AWSoMR,678,323.0
Ur,GONG2152,AWSoMR,679,333.0
Ur,GONG2152,AWSoMR,680,332.0
Ur,GONG2152,AWSoMR,681,330.0
Ur,GONG2152,AWSoMR,682,329.0
Ur,GONG2152,AWSoMR,683,304.0
Ur,GONG2152,AWSoMR,684,307.0
Ur,GONG2152,AWSoMR,685,306.0
Ur,GONG2152,AWSoMR,686,306.0
Ur,GONG2152,AWSoMR,687,305.0
Ur,GONG2152,AWSoMR,688,306.0
Ur,GONG2152,AWSoMR,689,305.0
Ur,GONG2152,AWSoMR,690,304.0
Ur,GONG2152,AWSoMR,691,303.0
Ur,GONG2152,AWSoMR,692,303.0
Ur,GONG2152,AWSoMR,693,302.0
Ur,GONG2152,AWSoMR,694,304.0
Ur,GONG2152,AWSoMR,695,303.0
Ur,GONG2152,AWSoMR,696,300.0
Ur,GONG2152,AWSoMR,697,298.0
Ur,GONG2152,AWSoMR,698,293.0
Ur,GONG2152,AWSoMR,699,293.0
Ur,GONG2152,AWSoMR,700,292.0
Ur,GONG2152,AWSoMR,701,290.0
Ur,GONG2152,AWSoMR,702,287.0
Ur,GONG2152,AWSoMR,703,285.0
Ur,GONG2152,AWSoMR,704,282.0
Ur,GONG2152,AWSoMR,705,281.0
Ur,GONG2152,AWSoMR,706,283.0
Ur,GONG2152,AWSoMR,707,282.0
Ur,GONG2152,AWSoMR,708,283.0
Ur,GONG2152,AWSoMR,709,290.0
Ur,GONG2152,AWSoMR,710,289.0
Ur,GONG2152,AWSoMR,711,290.0
Ur,GONG2152,AWSoMR,712,289.0
Ur,GONG2152,AWSoMR,713,289.0
Ur,GONG2152,AWSoMR,714,289.0
Ur,GONG2152,AWSoMR,715,288.0
Ur,GONG2152,AWSoMR,716,288.0
Ur,GONG2152,AWSoMR,717,287.0
Ur,GONG2152,AWSoMR,718,285.0
Ur,GONG2152,AWSoMR,719,282.0
Ur,GONG2152,AWSoMR,720,282.0
Ur,ADAPT2152,AWSoMR,1,442.0
Ur,ADAPT2152,AWSoMR,2,443.0
Ur,ADAPT2152,AWSoMR,3,440.0
Ur,ADAPT2152,AWSoMR,4,421.0
Ur,ADAPT2152,AWSoMR,5,403.0
Ur,ADAPT2152,AWSoMR,6,396.0
Ur,ADAPT2152,AWSoMR,7,394.0
Ur,ADAPT2152,AWSoMR,8,404.0
Ur,ADAPT2152,AWSoMR,9,402.0
Ur,ADAPT2152,AWSoMR,10,380.0
Ur,ADAPT2152,AWSoMR,11,390.0
Ur,ADAPT2152,AWSoMR,12,389.0
Ur,ADAPT2152,AWSoMR,13,385.0
Ur,ADAPT2152,AWSoMR,14,365.0
Ur,ADAPT2152,AWSoMR,15,371.0
Ur,ADAPT2152,AWSoMR,16,370.0
Ur,ADAPT2152,AWSoMR,17,373.0
Ur,ADAPT2152,AWSoMR,18,370.0
Ur,ADAPT2152,AWSoMR,19,369.0
Ur,ADAPT2152,AWSoMR,20,372.0
Ur,ADAPT2152,AWSoMR,21,375.0
Ur,ADAPT2152,AWSoMR,22,369.0
Ur,ADAPT2152,AWSoMR,23,366.0
Ur,ADAPT2152,AWSoMR,24,384.0
Ur,ADAPT2152,AWSoMR,25,396.0
Ur,ADAPT2152,AWSoMR,26,386.0
Ur,ADAPT2152,AWSoMR,27,380.0
Ur,ADAPT2152,AWSoMR,28,370.0
Ur,ADAPT2152,AWSoMR,29,376.0
Ur,ADAPT2152,AWSoMR,30,373.0
Ur,ADAPT2152,AWSoMR,31,371.0
Ur,ADAPT2152,AWSoMR,32,367.0
Ur,ADAPT2152,AWSoMR,33,364.0
Ur,ADAPT2152,AWSoMR,34,361.0
Ur,ADAPT2152,AWSoMR,35,359.0
Ur,ADAPT2152,AWSoMR,36,357.0
Ur,ADAPT2152,AWSoMR,37,354.0
Ur,ADAPT2152,AWSoMR,38,353.0
Ur,ADAPT2152,AWSoMR,39,352.0
Ur,ADAPT2152,AWSoMR,40,351.0
Ur,ADAPT2152,AWSoMR,41,349.0
Ur,ADAPT2152,AWSoMR,42,346.0
Ur,ADAPT2152,AWSoMR,43,345.0
Ur,ADAPT2152,AWSoMR,44,344.0
Ur,ADAPT2152,AWSoMR,45,341.0
Ur,ADAPT2152,AWSoMR,46,340.0
Ur,ADAPT2152,AWSoMR,47,336.0
Ur,ADAPT2152,AWSoMR,48,337.0
Ur,ADAPT2152,AWSoMR,49,335.0
Ur,ADAPT2152,AWSoMR,50,336.0
Ur,ADAPT2152,AWSoMR,51,326.0
Ur,ADAPT2152,AWSoMR,52,358.0
Ur,ADAPT2152,AWSoMR,53,361.0
Ur,ADAPT2152,AWSoMR,54,355.0
Ur,ADAPT2152,AWSoMR,55,361.0
Ur,ADAPT2152,AWSoMR,56,358.0
Ur,ADAPT2152,AWSoMR,57,355.0
Ur,ADAPT2152,AWSoMR,58,351.0
Ur,ADAPT2152,AWSoMR,59,349.0
Ur,ADAPT2152,AWSoMR,60,340.0
Ur,ADAPT2152,AWSoMR,61,335.0
Ur,ADAPT2152,AWSoMR,62,330.0
Ur,ADAPT2152,AWSoMR,63,319.0
Ur,ADAPT2152,AWSoMR,64,324.0
Ur,ADAPT2152,AWSoMR,65,320.0
Ur,ADAPT2152,AWSoMR,66,318.0
Ur,ADAPT2152,AWSoMR,67,314.0
Ur,ADAPT2152,AWSoMR,68,312.0
Ur,ADAPT2152,AWSoMR,69,315.0
Ur,ADAPT2152,AWSoMR,70,311.0
Ur,ADAPT2152,AWSoMR,71,307.0
Ur,ADAPT2152,AWSoMR,72,317.0
Ur,ADAPT2152,AWSoMR,73,321.0
Ur,ADAPT2152,AWSoMR,74,320.0
Ur,ADAPT2152,AWSoMR,75,319.0
Ur,ADAPT2152,AWSoMR,76,316.0
Ur,ADAPT2152,AWSoMR,77,315.0
Ur,ADAPT2152,AWSoMR,78,311.0
Ur,ADAPT2152,AWSoMR,79,308.0
Ur,ADAPT2152,AWSoMR,80,305.0
Ur,ADAPT2152,AWSoMR,81,308.0
Ur,ADAPT2152,AWSoMR,82,308.0
Ur,ADAPT2152,AWSoMR,83,309.0
Ur,ADAPT2152,AWSoMR,84,314.0
Ur,ADAPT2152,AWSoMR,85,310.0
Ur,ADAPT2152,AWSoMR,86,305.0
Ur,ADAPT2152,AWSoMR,87,308.0
Ur,ADAPT2152,AWSoMR,88,314.0
Ur,ADAPT2152,AWSoMR,89,330.0
Ur,ADAPT2152,AWSoMR,90,326.0
Ur,ADAPT2152,AWSoMR,91,325.0
Ur,ADAPT2152,AWSoMR,92,318.0
Ur,ADAPT2152,AWSoMR,93,318.0
Ur,ADAPT2152,AWSoMR,94,315.0
Ur,ADAPT2152,AWSoMR,95,317.0
Ur,ADAPT2152,AWSoMR,96,314.0
Ur,ADAPT2152,AWSoMR,97,318.0
Ur,ADAPT2152,AWSoMR,98,327.0
Ur,ADAPT2152,AWSoMR,99,334.0
Ur,ADAPT2152,AWSoMR,100,338.0
Ur,ADAPT2152,AWSoMR,101,334.0
Ur,ADAPT2152,AWSoMR,102,338.0
Ur,ADAPT2152,AWSoMR,103,336.0
Ur,ADAPT2152,AWSoMR,104,341.0
Ur,ADAPT2152,AWSoMR,105,330.0
Ur,ADAPT2152,AWSoMR,106,334.0
Ur,ADAPT2152,AWSoMR,107,347.0
Ur,ADAPT2152,AWSoMR,108,350.0
Ur,ADAPT2152,AWSoMR,109,357.0
Ur,ADAPT2152,AWSoMR,110,361.0
Ur,ADAPT2152,AWSoMR,111,348.0
Ur,ADAPT2152,AWSoMR,112,350.0
Ur,ADAPT2152,AWSoMR,113,349.0
Ur,ADAPT2152,AWSoMR,114,343.0
Ur,ADAPT2152,AWSoMR,115,342.0
Ur,ADAPT2152,AWSoMR,116,336.0
Ur,ADAPT2152,AWSoMR,117,341.0
Ur,ADAPT2152,AWSoMR,118,355.0
Ur,ADAPT2152,AWSoMR,119,343.0
Ur,ADAPT2152,AWSoMR,120,341.0
Ur,ADAPT2152,AWSoMR,121,342.0
Ur,ADAPT2152,AWSoMR,122,345.0
Ur,ADAPT2152,AWSoMR,123,349.0
Ur,ADAPT2152,AWSoMR,124,350.0
Ur,ADAPT2152,AWSoMR,125,348.0
Ur,ADAPT2152,AWSoMR,126,336.0
Ur,ADAPT2152,AWSoMR,127,337.0
Ur,ADAPT2152,AWSoMR,128,338.0
Ur,ADAPT2152,AWSoMR,129,336.0
Ur,ADAPT2152,AWSoMR,130,336.0
Ur,ADAPT2152,AWSoMR,131,340.0
Ur,ADAPT2152,AWSoMR,132,335.0
Ur,ADAPT2152,AWSoMR,133,329.0
Ur,ADAPT2152,AWSoMR,134,326.0
Ur,ADAPT2152,AWSoMR,135,327.0
Ur,ADAPT2152,AWSoMR,136,324.0
Ur,ADAPT2152,AWSoMR,137,321.0
Ur,ADAPT2152,AWSoMR,138,321.0
Ur,ADAPT2152,AWSoMR,139,319.0
Ur,ADAPT2152,AWSoMR,140,322.0
Ur,ADAPT2152,AWSoMR,141,321.0
Ur,ADAPT2152,AWSoMR,142,317.0
Ur,ADAPT2152,AWSoMR,143,316.0
Ur,ADAPT2152,AWSoMR,144,324.0
Ur,ADAPT2152,AWSoMR,145,322.0
Ur,ADAPT2152,AWSoMR,146,318.0
Ur,ADAPT2152,AWSoMR,147,311.0
Ur,ADAPT2152,AWSoMR,148,314.0
Ur,ADAPT2152,AWSoMR,149,320.0
Ur,ADAPT2152,AWSoMR,150,311.0
Ur,ADAPT2152,AWSoMR,151,309.0
Ur,ADAPT2152,AWSoMR,152,311.0
Ur,ADAPT2152,AWSoMR,153,313.0
Ur,ADAPT2152,AWSoMR,154,312.0
Ur,ADAPT2152,AWSoMR,155,309.0
Ur,ADAPT2152,AWSoMR,156,312.0
Ur,ADAPT2152,AWSoMR,157,307.0
Ur,ADAPT2152,AWSoMR,158,302.0
Ur,ADAPT2152,AWSoMR,159,305.0
Ur,ADAPT2152,AWSoMR,160,312.0
Ur,ADAPT2152,AWSoMR,161,306.0
Ur,ADAPT2152,AWSoMR,162,309.0
Ur,ADAPT2152,AWSoMR,163,313.0
Ur,ADAPT2152,AWSoMR,164,313.0
Ur,ADAPT2152,AWSoMR,165,310.0
Ur,ADAPT2152,AWSoMR,166,319.0
Ur,ADAPT2152,AWSoMR,167,319.0
Ur,ADAPT2152,AWSoMR,168,317.0
Ur,ADAPT2152,AWSoMR,169,321.0
Ur,ADAPT2152,AWSoMR,170,329.0
Ur,ADAPT2152,AWSoMR,171,325.0
Ur,ADAPT2152,AWSoMR,172,339.0
Ur,ADAPT2152,AWSoMR,173,342.0
Ur,ADAPT2152,AWSoMR,174,344.0
Ur,ADAPT2152,AWSoMR,175,335.0
Ur,ADAPT2152,AWSoMR,176,327.0
Ur,ADAPT2152,AWSoMR,177,348.0
Ur,ADAPT2152,AWSoMR,178,347.0
Ur,ADAPT2152,AWSoMR,179,347.0
Ur,ADAPT2152,AWSoMR,180,348.0
Ur,ADAPT2152,AWSoMR,181,347.0
Ur,ADAPT2152,AWSoMR,182,345.0
Ur,ADAPT2152,AWSoMR,183,342.0
Ur,ADAPT2152,AWSoMR,184,336.0
Ur,ADAPT2152,AWSoMR,185,336.0
Ur,ADAPT2152,AWSoMR,186,335.0
Ur,ADAPT2152,AWSoMR,187,335.0
Ur,ADAPT2152,AWSoMR,188,335.0
Ur,ADAPT2152,AWSoMR,189,334.0
Ur,ADAPT2152,AWSoMR,190,333.0
Ur,ADAPT2152,AWSoMR,191,335.0
Ur,ADAPT2152,AWSoMR,192,361.0
Ur,ADAPT2152,AWSoMR,193,352.0
Ur,ADAPT2152,AWSoMR,194,362.0
Ur,ADAPT2152,AWSoMR,195,368.0
Ur,ADAPT2152,AWSoMR,196,364.0
Ur,ADAPT2152,AWSoMR,197,359.0
Ur,ADAPT2152,AWSoMR,198,358.0
Ur,ADAPT2152,AWSoMR,199,357.0
Ur,ADAPT2152,AWSoMR,200,353.0
Ur,ADAPT2152,AWSoMR,201,350.0
Ur,ADAPT2152,AWSoMR,202,349.0
Ur,ADAPT2152,AWSoMR,203,345.0
Ur,ADAPT2152,AWSoMR,204,342.0
Ur,ADAPT2152,AWSoMR,205,329.0
Ur,ADAPT2152,AWSoMR,206,330.0
Ur,ADAPT2152,AWSoMR,207,331.0
Ur,ADAPT2152,AWSoMR,208,332.0
Ur,ADAPT2152,AWSoMR,209,345.0
Ur,ADAPT2152,AWSoMR,210,352.0
Ur,ADAPT2152,AWSoMR,211,352.0
Ur,ADAPT2152,AWSoMR,212,352.0
Ur,ADAPT2152,AWSoMR,213,350.0
Ur,ADAPT2152,AWSoMR,214,348.0
Ur,ADAPT2152,AWSoMR,215,348.0
Ur,ADAPT2152,AWSoMR,216,352.0
Ur,ADAPT2152,AWSoMR,217,347.0
Ur,ADAPT2152,AWSoMR,218,346.0
Ur,ADAPT2152,AWSoMR,219,344.0
Ur,ADAPT2152,AWSoMR,220,343.0
Ur,ADAPT2152,AWSoMR,221,343.0
Ur,ADAPT2152,AWSoMR,222,341.0
Ur,ADAPT2152,AWSoMR,223,337.0
Ur,ADAPT2152,AWSoMR,224,336.0
Ur,ADAPT2152,AWSoMR,225,330.0
Ur,ADAPT2152,AWSoMR,226,326.0
Ur,ADAPT2152,AWSoMR,227,324.0
Ur,ADAPT2152,AWSoMR,228,331.0
Ur,ADAPT2152,AWSoMR,229,330.0
Ur,ADAPT2152,AWSoMR,230,332.0
Ur,ADAPT2152,AWSoMR,231,330.0
Ur,ADAPT2152,AWSoMR,232,332.0
Ur,ADAPT2152,AWSoMR,233,324.0
Ur,ADAPT2152,AWSoMR,234,328.0
Ur,ADAPT2152,AWSoMR,235,323.0
Ur,ADAPT2152,AWSoMR,236,319.0
Ur,ADAPT2152,AWSoMR,237,322.0
Ur,ADAPT2152,AWSoMR,238,316.0
Ur,ADAPT2152,AWSoMR,239,319.0
Ur,ADAPT2152,AWSoMR,240,322.0
Ur,ADAPT2152,AWSoMR,241,322.0
Ur,ADAPT2152,AWSoMR,242,318.0
Ur,ADAPT2152,AWSoMR,243,312.0
Ur,ADAPT2152,AWSoMR,244,308.0
Ur,ADAPT2152,AWSoMR,245,310.0
Ur,ADAPT2152,AWSoMR,246,310.0
Ur,ADAPT2152,AWSoMR,247,307.0
Ur,ADAPT2152,AWSoMR,248,314.0
Ur,ADAPT2152,AWSoMR,249,318.0
Ur,ADAPT2152,AWSoMR,250,309.0
Ur,ADAPT2152,AWSoMR,251,309.0
Ur,ADAPT2152,AWSoMR,252,305.0
Ur,ADAPT2152,AWSoMR,253,304.0
Ur,ADAPT2152,AWSoMR,254,307.0
Ur,ADAPT2152,AWSoMR,255,307.0
Ur,ADAPT2152,AWSoMR,256,306.0
Ur,ADAPT2152,AWSoMR,257,304.0
Ur,ADAPT2152,AWSoMR,258,301.0
Ur,ADAPT2152,AWSoMR,259,301.0
Ur,ADAPT2152,AWSoMR,260,299.0
Ur,ADAPT2152,AWSoMR,261,297.0
Ur,ADAPT2152,AWSoMR,262,303.0
Ur,ADAPT2152,AWSoMR,263,311.0
Ur,ADAPT2152,AWSoMR,264,315.0
Ur,ADAPT2152,AWSoMR,265,318.0
Ur,ADAPT2152,AWSoMR,266,319.0
Ur,ADAPT2152,AWSoMR,267,321.0
Ur,ADAPT2152,AWSoMR,268,320.0
Ur,ADAPT2152,AWSoMR,269,320.0
Ur,ADAPT2152,AWSoMR,270,341.0
Ur,ADAPT2152,AWSoMR,271,337.0
Ur,ADAPT2152,AWSoMR,272,336.0
Ur,ADAPT2152,AWSoMR,273,347.0
Ur,ADAPT2152,AWSoMR,274,338.0
Ur,ADAPT2152,AWSoMR,275,347.0
Ur,ADAPT2152,AWSoMR,276,335.0
Ur,ADAPT2152,AWSoMR,277,342.0
Ur,ADAPT2152,AWSoMR,278,335.0
Ur,ADAPT2152,AWSoMR,279,320.0
Ur,ADAPT2152,AWSoMR,280,315.0
Ur,ADAPT2152,AWSoMR,281,315.0
Ur,ADAPT2152,AWSoMR,282,313.0
Ur,ADAPT2152,AWSoMR,283,310.0
Ur,ADAPT2152,AWSoMR,284,310.0
Ur,ADAPT2152,AWSoMR,285,303.0
Ur,ADAPT2152,AWSoMR,286,303.0
Ur,ADAPT2152,AWSoMR,287,302.0
Ur,ADAPT2152,AWSoMR,288,311.0
Ur,ADAPT2152,AWSoMR,289,314.0
Ur,ADAPT2152,AWSoMR,290,316.0
Ur,ADAPT2152,AWSoMR,291,314.0
Ur,ADAPT2152,AWSoMR,292,314.0
Ur,ADAPT2152,AWSoMR,293,320.0
Ur,ADAPT2152,AWSoMR,294,324.0
Ur,ADAPT2152,AWSoMR,295,318.0
Ur,ADAPT2152,AWSoMR,296,309.0
Ur,ADAPT2152,AWSoMR,297,314.0
Ur,ADAPT2152,AWSoMR,298,315.0
Ur,ADAPT2152,AWSoMR,299,318.0
Ur,ADAPT2152,AWSoMR,300,322.0
