MagnetogramType = ADAPT Synchronic; ADAPTRealization = 1; InstrumentName = GONG; InputLatGrid = uniform; OutputLatGrid = uniform; MagUnit = Gauss; InputMapResolution = 360,180; MagnetogramDate = 2018-09-15T22:00:00; CentralMeridianLong = 2208.49901965806; InputFile = ADAPT_CR2208.fits;ASCIIFileCreationDate = 2021-05-18T23:28:34
         0  0.0000000000E+00 -2  3  2
   16471       1
 180.     2208.4990196581        0.5000000000
n m g h nOrder CR dLon
   0.   0.        0.0000000000        0.0000000000
   1.   0.        2.2291192215        0.0000000000
   1.   1.        0.0902326503       -0.0961205670
   2.   0.        0.4904466917        0.0000000000
   2.   1.       -0.1215133831        0.2354602193
   2.   2.       -0.7274197200       -0.1577871641
   3.   0.        3.7156460155        0.0000000000
   3.   1.        0.1022371530        0.3702255048
   3.   2.       -0.2958124146        0.1343182183
   3.   3.       -0.0424872028        1.4867716435
   4.   0.       -1.2107102243        0.0000000000
   4.   1.        0.4000141085        0.2088558857
   4.   2.        0.7506514964        0.3673811923
   4.   3.        0.1391928233        0.5584606498
   4.   4.        0.4794616921        0.6603987392
   5.   0.        1.4986870599        0.0000000000
   5.   1.       -0.5224027150       -0.3412799173
   5.   2.        0.1311792062        0.4040412717
   5.   3.        0.5743638998       -0.6458206506
   5.   4.        0.0359161321       -0.2479987083
   5.   5.        1.7596200748        0.4928271484
   6.   0.       -0.9653773223        0.0000000000
   6.   1.        0.6001468331        0.0712937471
   6.   2.       -0.1785251072        0.3206409127
   6.   3.        0.4312891215       -0.6496766151
   6.   4.       -0.5671749299       -0.3128339074
   6.   5.        0.7073028627        0.3821219588
   6.   6.        0.5622329577       -2.0055433246
   7.   0.       -0.6922547719        0.0000000000
   7.   1.        0.2181158319        0.5006979444
   7.   2.        0.3425544923        0.0963571695
   7.   3.       -0.4798378503       -0.2404397656
   7.   4.       -0.6162681708        0.0266373988
   7.   5.       -0.5062831377       -0.3778235990
   7.   6.        0.5517856797       -0.7739969363
   7.   7.        0.0875332881       -1.8300548661
   8.   0.       -0.2747387939        0.0000000000
   8.   1.        0.1050234980       -0.3383209379
   8.   2.       -0.1101319349       -0.0910561877
   8.   3.       -0.4381602428       -0.0897776966
   8.   4.        0.4421826348        0.8277988898
   8.   5.       -0.3478674944       -0.4227364078
   8.   6.       -0.7720816332        0.5161982632
   8.   7.        0.0325253459       -0.3183358360
   8.   8.       -0.8381350365        0.0751824798
   9.   0.       -1.8539415311        0.0000000000
   9.   1.       -0.1017352472       -0.1308279179
   9.   2.        0.2197250362        0.0752844304
   9.   3.        0.1482596056       -0.0821148691
   9.   4.        1.2560520257        0.0315219109
   9.   5.        0.3995552818        0.2087164850
   9.   6.       -0.4692685759        0.5815880007
   9.   7.       -0.2877057890        1.1151305161
   9.   8.       -1.3843600996        0.2399215738
   9.   9.       -0.1824234672       -0.1820373956
  10.   0.        0.1758734017        0.0000000000
  10.   1.       -0.6004429621        0.2524110709
  10.   2.       -0.4304145516       -0.0175738354
  10.   3.        0.1099526661       -0.1754261266
  10.   4.        0.3421524635       -0.4384954043
  10.   5.       -0.5624021624        0.0390494544
  10.   6.        0.5374592027        0.2544882745
  10.   7.        0.5835505363        0.5908410463
  10.   8.        0.1777153222       -0.0813505865
  10.   9.       -0.0552240605        0.5514808294
  10.  10.        0.8559804450        2.4524418217
  11.   0.       -0.8446506880        0.0000000000
  11.   1.        0.4045449807        0.0754991124
  11.   2.        0.3301967567        0.4667876178
  11.   3.       -0.2076665965       -0.0891157201
  11.   4.       -0.7369956210       -0.5989403442
  11.   5.       -0.8051194874       -0.2085237967
  11.   6.        0.5601937544       -0.0853423834
  11.   7.        0.4334890298       -0.9953064026
  11.   8.        0.5631148020       -0.6264190478
  11.   9.        0.6034936665        0.0159967876
  11.  10.       -0.2853248102        0.8321467808
  11.  11.        0.0109796694        0.8135807762
  12.   0.        0.8060656512        0.0000000000
  12.   1.        0.2673427580        0.2049943891
  12.   2.        0.3281786629        0.8217576789
  12.   3.        0.2053678152       -0.2136502261
  12.   4.       -0.1598574495        0.0426218145
  12.   5.       -0.2856173804        0.4247133513
  12.   6.       -0.0884255181        0.1323940682
  12.   7.       -0.4581640370       -0.3568157786
  12.   8.       -0.1357987050        0.0060378902
  12.   9.        0.5439276936        0.1954022983
  12.  10.       -0.2877434277       -0.8259992686
  12.  11.        0.2273068369       -0.4678819815
  12.  12.        1.5317812627       -0.4606697344
  13.   0.       -0.6612290344        0.0000000000
  13.   1.        0.3022115648       -0.2603073210
  13.   2.       -0.2364977883        0.1587411594
  13.   3.        0.2910689000       -0.0932389912
  13.   4.        0.1560450880        0.8892249231
  13.   5.        0.5275370672        0.2727245803
  13.   6.       -0.3316955740       -0.4431546728
  13.   7.       -1.1438454045        0.1245658063
  13.   8.       -0.2932892488        0.4010890533
  13.   9.       -0.5606305755        0.2185406982
  13.  10.        0.5340399555       -0.4185718494
  13.  11.        0.5380507832       -0.5739349695
  13.  12.        1.4123598410       -0.4723335822
  13.  13.        0.3822945182       -0.2851650947
  14.   0.       -0.0359680776        0.0000000000
  14.   1.       -0.0281747910       -0.4886115649
  14.   2.       -0.0583389808       -0.6594960786
  14.   3.       -0.4905422960        0.1047305415
  14.   4.        0.3953646981       -0.4974834272
  14.   5.        0.5824377900       -0.0521619583
  14.   6.       -0.2698132417        0.4834311276
  14.   7.       -0.5746570387        0.3875604931
  14.   8.        0.0147050908        0.0843576671
  14.   9.       -0.5600454736        0.1255292335
  14.  10.       -0.3870855706        0.3140495227
  14.  11.       -0.0046351332        0.4158584318
  14.  12.       -1.0783334496       -0.5298135126
  14.  13.        0.0949399406       -0.9906677896
  14.  14.       -1.5251058482       -1.7810828349
  15.   0.       -0.8796402742        0.0000000000
  15.   1.       -0.4012194488       -0.0624949728
  15.   2.        0.0500154735       -0.1963524942
  15.   3.       -0.0726729161       -0.0873321237
  15.   4.        0.6961472831       -0.3190667699
  15.   5.       -0.1525026142       -0.1568361198
  15.   6.       -0.0138721416        0.6190771456
  15.   7.        0.4300520843        0.4679382509
  15.   8.        0.4971250351       -0.0814079343
  15.   9.        0.2388531120        0.3358889807
  15.  10.       -0.8716447206        0.2006273456
  15.  11.       -0.1549165341        0.2034797518
  15.  12.       -1.4533969226        0.5348998263
  15.  13.       -0.1971387642        0.2548381598
  15.  14.        0.2524500284       -0.9809995014
  15.  15.       -0.2638779583        0.3222750332
  16.   0.        0.9467241875        0.0000000000
  16.   1.       -0.1993843551       -0.3406543169
  16.   2.        0.0514426867        0.2976190041
  16.   3.        0.3221417597        0.5069098474
  16.   4.       -0.7440062693       -0.0563898623
  16.   5.       -0.4404616961       -0.3232093726
  16.   6.       -0.1786034901       -0.0413150247
  16.   7.        0.3999643204       -0.1016479051
  16.   8.       -0.0229857025       -0.9011397822
  16.   9.       -0.2183672244        0.6134568684
  16.  10.        0.4915788501       -0.1435395744
  16.  11.       -0.2053405994       -0.4413193182
  16.  12.        0.2093896911       -0.3047569185
  16.  13.        0.2555954828        0.0802356982
  16.  14.        0.5311463296        1.1275367438
  16.  15.        0.2582387675        0.1099713255
  16.  16.       -2.1027917055        0.2288606621
  17.   0.       -0.5619074458        0.0000000000
  17.   1.       -0.4331952142       -0.0981165026
  17.   2.       -0.1606255277        0.1977217654
  17.   3.       -0.2301331834        0.1352386054
  17.   4.       -0.2622180543       -0.0371945329
