BrFactor_ADAPT,nChromoSi_AWSoM,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StochasticExponent,BrMin,rMinWaveReflection,REALIZATIONS_ADAPT,PFSS,UseSurfaceWaveRefl,Outcomes,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
0.947647059,2.21176e18,1.066666667e6,260955.8824,0.255882353,6.580882353,1.122058824,12.0,2.0,2.0,1,113.02556263395763,7.6084874465471595,3.4563997944091356,70060.70182511935,-15,0.2,0.8
1.837058824,2.30588e18,921568.6275,111397.0588,0.274705882,9.178921569,1.029901961,8.0,2.0,1.0,1,134.59205350705534,40.943368985884874,4.191539858558434,86159.27159608465,-12,0.2,0.8
1.805294118,3.52941e18,474509.8039,168308.8235,0.287647059,6.825980392,1.192647059,3.0,2.0,2.0,1,102.5609930999906,8.55152122790985,3.0498958091451525,72137.35630168072,-38,0.2,0.8
1.815882353,9.41176e17,862745.098,234485.2941,0.144117647,6.335784314,1.079901961,1.0,2.0,1.0,1,116.725851092874,31.88674497154513,3.90702151817587,81093.58442142195,-36,0.2,0.8
1.826470588,4.8e18,611764.7059,145808.8235,0.222941176,7.463235294,1.018137255,9.0,2.0,2.0,1,108.78261769805879,14.294074736061118,3.223946834287227,76819.71191831947,-35,0.2,0.8
1.784117647,3.34118e18,1.043137255e6,102132.3529,0.160588235,8.370098039,1.125,9.0,2.0,1.0,1,121.75404271269659,42.17417526581733,4.496223913316501,82338.18501150615,-29,0.2,0.8
1.773529412,1.15294e18,670588.2353,84926.47059,0.19,7.855392157,1.195588235,6.0,2.0,2.0,1,115.48724050448192,24.896415112331557,3.865615458197683,83963.78774265353,-33,0.2,0.8
1.858235294,4.87059e18,447058.8235,292720.5882,0.145294118,7.953431373,1.116176471,8.0,2.0,1.0,1,112.76473656111553,6.23803453205321,2.8883589245625894,66455.77279844975,-27,0.2,0.8
1.868823529,2.58824e17,486274.5098,218602.9412,0.177058824,8.468137255,1.037745098,1.0,2.0,2.0,1,107.47911222124227,10.06872189769688,3.22319627892073,70568.57184444461,-38,0.2,0.8
1.286470588,4.96471e18,517647.0588,47867.64706,0.291176471,6.629901961,1.041666667,1.0,2.0,1.0,1,99.98050122116895,5.592901691502727,3.846485913855705,85819.87897521461,-37,0.2,0.8
1.17,8.47059e17,678431.3725,192132.3529,0.285294118,7.193627451,1.060294118,6.0,2.0,2.0,1,80.76281164588087,5.556083644102796,3.437155096816372,72481.63841230523,-21,0.2,0.8
1.900588235,1.90588e18,839215.6863,152426.4706,0.214705882,8.664215686,1.143627451,4.0,2.0,1.0,1,125.20506972321425,36.27498314326923,4.093899863920897,82430.95075094458,-12,0.2,0.8
1.201764706,1.08235e18,803921.5686,271544.1176,0.224117647,9.105392157,1.033823529,12.0,2.0,2.0,1,94.87655410206938,8.418045533175786,3.526452982725533,80780.1819532395,-31,0.2,0.8
0.757058824,1.88235e18,949019.6078,268897.0588,0.155882353,7.757352941,1.100490196,8.0,2.0,1.0,1,133.9529743656052,5.6605966139554065,3.6056663125156967,75123.7779895745,1,0.2,0.8
0.661764706,4.47059e18,403921.5686,217279.4118,0.308823529,7.732843137,1.154411765,4.0,2.0,2.0,1,192.52645717434254,6.881500773523493,4.391048907358875,77345.72496950248,1,0.2,0.8
1.911176471,3.67059e18,596078.4314,256985.2941,0.204117647,5.919117647,1.072058824,6.0,2.0,1.0,1,114.70285407696345,12.639279594647586,3.0737040199745618,70283.38122209541,-35,0.2,0.8
1.381764706,2.18824e18,792156.8627,287426.4706,0.339411765,7.365196078,1.086764706,6.0,2.0,2.0,1,89.20623480848644,12.088525023222227,3.3372634149714404,81528.21719361164,-31,0.2,0.8
1.964117647,8.23529e17,980392.1569,98161.76471,0.226470588,8.051470588,1.064215686,3.0,2.0,1.0,1,138.2780715475924,57.45794754918187,5.064717028983581,85196.97122841247,-23,0.2,0.8
