BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rmse_Np,shift,runID
2.093848439,321440.5753,199261.9295,4.144686379865551,-14,91
1.702042606,328682.6916,49113.44868,4.279151135672149,29,287
2.395415392,320981.0773,184381.0906,4.320722080525478,-9,242
1.576740127,369928.5395,116776.7151,4.344320593299175,36,219
2.554231591,309479.2206,256784.0324,4.405933985547128,-11,319
1.527404794,470999.1591,130758.5753,4.450578803254066,29,361
1.657018582,312643.8769,87141.34956,4.479147358808468,32,52
1.465350089,376000.45,88690.06658,4.491104621110293,35,98
1.85358507,391326.5299,293095.779,4.514242688742613,47,480
1.209064076,609954.2575,296775.4247,4.533385915620225,30,460
2.599538872,300385.3049,189092.1498,4.544218887791369,10,35
1.82250965,402123.6185,208264.8732,4.590532753679623,46,27
2.64772696,341332.5598,218678.6239,4.5984889560858075,46,282
1.761097126,474001.7779,33952.63943,4.603180428133151,31,463
1.688213335,378998.445,143454.1957,4.605740031676628,46,1
1.809488017,350379.8878,263377.6945,4.621929571396724,26,84
1.728488215,359472.9943,195154.4782,4.6242447674741145,39,441
1.943013746,348498.2906,53898.69581,4.629621948581173,40,13
1.544240516,385240.8024,154931.2697,4.647434031161559,39,464
1.564632087,437353.7242,32337.48694,4.6495100841118,34,325
1.987638143,308234.9855,83369.58819,4.667361118368446,36,248
1.617818721,338343.9763,262883.6646,4.6912469570386826,48,28
1.468277526,418035.6653,139507.043,4.695280307832649,42,286
1.090500569,561298.8815,174171.3423,4.70540981927366,32,331
1.409607469,408356.8474,220782.1974,4.707251386210944,34,412
2.075195722,337427.4971,169543.0886,4.724379499599837,46,489
1.318165323,373830.5161,171091.4841,4.7292955386057836,35,300
1.642639075,411656.8696,275561.2761,4.7461600370918084,44,310
1.916725465,367594.2622,190447.5398,4.750404892341885,48,165
1.446175293,499619.4784,276121.7405,4.750433891614231,31,438
1.236228687,574651.3318,57769.80562,4.75178771594995,31,170
1.894406304,425657.548,241272.9491,4.7636882792425235,32,353
1.344661678,583655.2178,95813.04337,4.77475381517048,31,415
2.330836207,420093.4693,198412.3234,4.7892444380004235,37,102
1.370638474,476675.3897,91616.23024,4.796999177655874,31,239
2.016061776,376650.4573,228356.3828,4.799751395573596,48,402
1.933651756,509005.8284,212497.2886,4.80409320154356,26,222
1.541227231,334922.024,46846.62652,4.806677743827889,38,147
1.441052408,448571.0736,182736.8675,4.818017028535288,34,174
1.160360107,514432.7637,65896.30173,4.825559565570384,40,77
