Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,nChromoSiAWSoM,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
70,9.0152607,2.035440008,305340.8589,151601.0451,0.107881182,1.153884e18,1.142561718,1.0,1,2,103.34180167204858,5.181855555655396,3.1578218620655116,74844.53233450299,-19,0.2,0.8
71,2.818022796,0.770264799,1.032649857e6,275309.2572,0.258507321,4.610602e18,1.153317178,0.272727273,1,1,160.96247742710335,5.383984494109387,3.430696549586691,68702.85329858474,6,0.2,0.8
72,6.019088221,1.596203441,702491.6355,232316.1067,0.215539175,1.593534e18,1.142096521,0.636363636,1,2,97.5001208557073,17.701042314957355,3.2100256306952404,86580.1742846649,-40,0.2,0.8
73,7.688696289,1.390074899,397559.7588,271071.83,0.187729328,4.717797e18,1.117041775,0.0,1,2,106.16813894484729,4.339400696612789,3.7350573858000087,73700.1357937518,-15,0.2,0.8
74,0.894489405,0.564010592,667268.7618,219678.2786,0.234754666,1.730171e18,1.136606442,0.545454545,1,1,163.48541221035833,6.361257135456604,4.2432279815620335,77317.14371338459,1,0.2,0.8
75,3.677833378,1.207197329,858316.9978,128884.6804,0.302277384,2.24809e18,1.118830054,0.272727273,1,1,85.14752460647236,11.68926558173845,3.2202710775270575,86660.60067448892,-19,0.2,0.8
76,5.472039816,0.889789053,975291.6496,41092.11093,0.105558175,4.031028e18,1.163407117,0.090909091,1,2,283.8694890774663,8.87887455283535,3.927936909360005,149434.61029959866,-12,0.2,0.8
77,1.36655288,1.645394578,461923.8187,183296.4286,0.254302161,6.071222e17,1.18250397,0.909090909,1,1,95.6115956602641,6.536931579559063,3.525836206392102,87086.45283718286,-46,0.2,0.8
78,4.5084431,1.034351699,343545.1014,90457.41159,0.195832425,2.926109e17,1.194556829,0.363636364,1,2,133.22632236400312,5.803847326217761,4.091431489366823,75805.3001917151,-22,0.2,0.8
79,6.302497224,1.324206256,622870.1932,146110.948,0.268831731,3.304992e18,1.110097811,0.272727273,1,2,100.58924682899342,9.654359036381333,3.770026430687898,90543.35117878873,10,0.2,0.8
80,9.124931712,0.68536084,801543.9298,165004.4893,0.321632311,3.072984e18,1.196312236,0.818181818,1,1,166.6124422354935,5.69659654998375,3.8332041050924586,88778.31472053198,1,0.2,0.8
81,2.791671241,2.120350006,536637.2231,59384.05689,0.1722585,1.416192e18,1.160117377,0.181818182,1,1,113.44830058061898,16.08993029324938,3.441493540835955,88549.16878935327,-4,0.2,0.8
82,5.830991718,2.406117658,403221.2261,110790.491,0.24928804,4.431942e18,1.161122007,0.363636364,1,2,105.4195344837861,12.525209444167764,2.8524076952844353,85502.67608140885,-26,0.2,0.8
83,3.818628264,2.39877161,505034.8423,264953.477,0.141884301,1.704744e18,1.09828003,0.454545455,1,1,108.10999544860758,13.24209404584032,3.5120778980950793,82341.62234367839,-33,0.2,0.8
84,7.029305086,2.110795434,434799.3873,175023.5746,0.338607507,4.72181e18,1.191543638,0.545454545,1,2,105.68700073402579,10.834031229962767,3.1218305885513074,88727.74016651438,-33,0.2,0.8
85,1.137252352,0.678089738,902806.6993,49370.23428,0.189973564,9.650214e17,1.189229404,0.818181818,1,1,242.1520312122184,6.239922988030632,4.063820851005052,136434.1526154223,9,0.2,0.8
86,3.353913063,1.329648294,324341.6296,296092.7777,0.107056712,5.830312e17,1.118500387,0.0,1,2,154.4329172496496,5.499587859994032,3.6696988156081645,67880.7095789869,-5,0.2,0.8
87,5.309862795,1.045759041,642048.6795,210409.9212,0.300302828,3.594092e18,1.096110331,0.727272727,1,2,101.2544263500209,4.890294301165064,3.582340075869661,78157.67235363685,5,0.2,0.8
88,8.378892296,1.640223454,560294.8584,33187.6554,0.121585908,3.279855e18,1.186988456,0.454545455,1,1,119.33911439965665,16.35211225917707,3.939647603969089,89276.49599405637,-11,0.2,0.8
89,4.709730584,0.878134245,876714.4248,191206.147,0.271084167,2.555951e18,1.198293578,1.0,1,2,187.0870529632192,6.241527242071518,3.5268439830556773,72450.24400202966,1,0.2,0.8
90,6.665527443,1.201969799,956869.6186,248968.6561,0.194056122,4.340205e18,1.160546628,0.0,1,1,107.47970218880296,11.853806399011654,2.980322055732638,75147.37431848147,-4,0.2,0.8
91,0.16806331,2.463816053,481126.9082,118857.6454,0.284836062,2.969197e17,1.176861092,0.090909091,1,2,111.10348248728937,12.318553852617232,3.391215591160852,90764.73049417206,0,0.2,0.8
92,8.84309764,0.571627555,365981.9784,65379.07912,0.156417133,4.408142e18,1.148776936,0.454545455,1,1,173.14013742327367,6.9528212319459,4.546939279950437,78019.8407190213,-5,0.2,0.8
93,1.887300035,1.399307059,698871.5233,155305.3687,0.323137217,1.4192e18,1.111794511,0.818181818,1,1,91.5611834178893,10.654880320929292,3.1718629169952255,87344.15792120624,-32,0.2,0.8
94,7.519048229,2.347626932,336140.6267,222293.7959,0.199222127,8.423632e17,1.110537687,0.181818182,1,2,96.06623818583414,8.340483819507257,2.9677566044357033,81319.5138613134,-24,0.2,0.8
95,7.368172652,0.760874907,734097.0717,159505.4436,0.124857287,1.902713e18,1.199387704,0.545454545,1,2,290.0926763121585,6.165779859771447,4.044469924768797,100352.12202016635,1,0.2,0.8
96,0.715078276,2.028003936,603687.4592,267399.5641,0.276223279,2.65943e18,1.13077279,0.363636364,1,1,102.45802630389342,14.183119914195068,3.4635820491117766,87810.29795805411,-44,0.2,0.8
97,9.546071801,1.281667683,543051.4971,187001.6988,0.162803434,2.120632e18,1.083057899,0.454545455,1,2,103.06774327714255,5.206495569738626,3.518530188988521,78279.24272118455,-23,0.2,0.8
98,1.497135903,0.957694109,423345.522,236297.8486,0.235774352,3.931692e18,1.100045269,0.909090909,1,1,153.259675482618,5.942168560742616,3.942872051544821,83621.61838690187,-24,0.2,0.8
99,8.48337532,0.830138294,1.057820401e6,283450.8096,0.327834812,4.932776e17,1.194863512,0.818181818,1,1,156.9545413922075,6.823000397185436,3.3344808944102193,85587.53760396353,2,0.2,0.8
