BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rmse_Np,shift,runID
0.722103612,483929.4823,289112.4898,5.903683076037961,-9,195
0.874717657,327328.9511,55048.51871,5.906851448185533,-15,194
0.796829311,405677.9113,240073.7268,5.910685098328725,-39,24
0.851872262,314741.7717,181372.4358,5.911381360376311,-37,4
0.679073698,463999.917,122667.7302,5.916042219024656,-25,445
0.855184721,365204.215,289498.7283,5.924384649667852,-25,56
0.712931128,546153.3291,109136.332,5.945543133108487,8,484
0.771380374,396650.6198,212558.2454,5.947530209131341,-2,435
0.937193334,399182.505,229356.6187,5.958029323683065,-5,214
0.83350642,358146.7193,191597.8777,5.96580305444289,-48,138
0.644627668,468041.5116,76691.19672,5.976162985526884,1,92
0.596836553,799449.4859,78162.31603,5.990148866355013,9,294
0.569744084,563884.4337,32185.64904,5.992226360604823,-10,186
0.649740888,566777.2118,230496.0596,5.993306490886626,-12,72
0.661170254,579187.7439,70211.89232,6.0226292397033285,11,261
0.756369018,512140.2506,147311.5022,6.057955919321734,-16,405
0.745111035,474974.3529,251087.4857,6.063254784752695,-8,272
0.924854372,421183.6552,224063.0745,6.078207047376934,-17,399
0.758440804,423727.6539,207264.6213,6.084762276643038,-12,198
0.9174563,406756.9865,280441.6443,6.0957896720138125,-42,171
0.692103047,489421.3809,193022.3231,6.102877486971471,-4,14
0.888672586,439170.4135,113341.49,6.108942521421324,5,441
0.690524482,412707.3925,78852.65577,6.1094983792036786,-18,334
0.786191206,443265.4662,130293.0383,6.143569933152155,-20,212
1.175404512,379898.6949,266406.0894,6.151771101545818,-9,41
1.525755299,311858.66,235352.983,6.1571906858495735,-13,371
0.751504293,368873.9607,131624.85,6.1579975444019865,-25,43
0.843914145,466141.0334,105732.6614,6.160851445282079,3,259
0.780501806,492803.0154,70715.32878,6.1612640238751935,-6,155
0.710652344,433418.3717,177789.1745,6.173978302631997,-15,275
1.162257416,318579.2537,31652.5595,6.175385651033004,13,112
1.299548099,304845.7352,185531.171,6.1863247337049545,-17,265
0.574465698,556928.2159,145152.2002,6.208482799039494,5,8
0.725745746,519181.4769,171612.6918,6.223350267328112,-20,102
0.629199042,559674.3204,250584.0598,6.2267526792186585,-12,148
0.67261336,441509.1986,190861.8779,6.236487822119785,-48,413
0.912843767,470867.9048,234136.3901,6.24662794508529,-23,486
0.793616212,314944.022,67571.38845,6.252987612144272,-14,487
0.707331644,331034.0967,38097.47079,6.261461297135146,-47,409
0.829153956,319135.6178,221748.6964,6.272390165544557,-48,446
0.748932978,410852.8994,297257.0256,6.28977911091809,-43,374
0.631401608,473215.0223,53257.89795,6.29298692004359,-2,350
0.761905885,381290.2145,291970.6756,6.296091673636085,-9,239
0.640911237,460975.0498,101165.7676,6.298776501789032,-7,118
0.850589005,518309.9067,211537.7526,6.300618143050282,-8,157
0.659016056,491043.6692,267338.8559,6.3090230639797875,2,470
1.313411294,355942.7595,277828.3963,6.313085515886274,-9,205
0.77520646,332536.7689,167035.236,6.315329554899119,-48,127
0.838663585,309195.127,267020.104,6.317461838137905,-47,228
0.703241941,391926.9454,75701.38119,6.32322619038884,-17,300
0.605534246,533521.4691,259848.1754,6.326026312283539,-48,325
0.996247849,403888.7745,212086.9503,6.332161460579097,-18,262
1.281422709,339582.0905,223294.2893,6.342098394610803,-8,188
0.788212516,530237.4804,190574.2947,6.3662103317449565,-12,416
0.811856932,346779.5944,157102.2658,6.366279854156285,-11,15
0.569164666,618512.485,243420.8817,6.373840248526523,-26,33
0.594078087,583791.6831,199158.1003,6.3780824547942325,-30,452
0.565654936,502998.2697,79484.24835,6.3805721078760556,-20,496
0.677009132,550190.5888,182884.1027,6.392670617670379,-3,236
0.668523625,480622.5339,220357.8088,6.3956613808681055,4,310
0.631064901,708186.4735,148214.9879,6.396241856714246,22,299
1.19805684,385076.8428,260373.0262,6.40100272447422,-5,408
0.638706619,574881.7444,169556.4183,6.408658089033444,-27,322
0.599561178,482173.1916,82996.77519,6.422530480698821,-3,431
0.680830076,514201.884,228336.6247,6.425879485163469,-18,340
0.746859124,522025.4283,91493.33203,6.426173008477479,-12,170
0.904379869,413860.2646,167407.0551,6.426547702798014,-27,49
0.577283514,672443.9407,175150.1999,6.427618864990894,-29,474
0.683159368,403102.5115,159880.0918,6.431435536691255,6,132
0.617954615,645459.488,166404.1584,6.435428686802907,-10,289
0.541354821,630931.3793,116892.8943,6.440206526637753,-2,254
0.634880943,510774.608,207881.3497,6.441376799544165,-48,219
0.742774579,561043.0416,53959.52485,6.445295670048256,7,479
0.688197242,501241.9783,276244.7713,6.464945332992318,-46,130
0.581368091,611455.364,204444.3223,6.466487999935833,-24,161
0.56237872,551949.9112,122178.2672,6.4862003210862165,-6,388
0.61609769,449613.8273,201704.909,6.488252609531508,-48,36
0.739034401,372328.8374,262368.7037,6.492514480455406,-43,113
0.720606621,335234.239,95279.73959,6.500683678195593,-28,40
0.73163389,361864.8821,174646.2484,6.504855276511979,-26,360
0.603387296,446281.0194,62457.12146,6.505624627251371,-6,121
0.76573185,345406.9473,254230.4724,6.525721975507629,-48,344
1.303901528,365722.7291,232034.151,6.52875778543636,-10,368
0.86006594,503773.8634,293059.6703,6.537035337257361,-8,312
1.505294697,304336.8105,292601.1697,6.556104257794818,-7,21
0.780059503,338080.5533,281884.6294,6.576093846866103,-48,105
0.69584349,379741.8091,163024.0922,6.583333506980134,-48,475
0.826159587,486072.9862,272313.588,6.583554684255989,-15,403
0.552838082,679879.9913,76333.03462,6.586783778374598,22,115
0.598166686,544784.599,178293.057,6.590517824470606,-24,144
0.663105912,430160.3215,247207.2477,6.593229483952952,-48,158
1.037037486,428004.5632,264022.4217,6.598478373586192,-7,386
0.60144551,594517.6961,288495.3168,6.5990384032647675,-16,223
0.625373503,523784.7738,297746.0425,6.606990344819138,-16,455
0.853388891,455524.5975,49753.92832,6.612630906186261,-10,417
0.803092882,300474.7359,155421.3187,6.626246282570595,-48,290
0.584683639,661722.5038,263000.3667,6.630403296259157,-18,306
0.752284336,573125.4775,101467.7703,6.63635210951171,-2,296
0.592195807,495769.7658,138942.7905,6.637583073209809,-8,248
1.210320988,407069.5948,265626.4694,6.683560000415987,-5,233
0.6240549,395284.9392,142346.8751,6.708580533813354,-48,190
0.63682296,421971.3483,147599.096,6.725236824822192,-12,428
0.627313452,412221.6057,92180.54893,6.731669745951546,-12,251
0.612301201,696559.5387,292459.6236,6.757638629322471,-19,179
0.588768353,622713.9147,283201.8206,6.7626222751519425,-18,411
0.661471678,375724.4386,36037.94691,6.7897923680033845,-20,5
0.591359309,699330.2464,102587.3618,6.804200270838867,-18,94
0.596021804,431659.0501,109837.5223,6.814182230788856,-7,348
0.657697968,614886.5221,154790.2306,6.82431030543415,-23,122
0.552361919,525221.6121,270100.0047,6.828363065243063,-48,64
0.920241961,457076.0062,187122.6256,6.845058439040344,3,295
0.585955548,458350.8234,299418.3599,6.879352057814881,-48,52
0.675168171,354343.1876,219238.2496,6.880517408336882,-48,82
0.727545701,322840.0925,204933.8436,6.883356877818942,-48,255
0.614577973,383049.5458,97442.10389,6.899925591296746,-15,385
1.472150609,302690.8822,168583.921,6.90912264797879,-14,492
0.724117726,595883.3536,83283.90424,6.910964402319428,-2,401
0.705177486,642518.0115,233049.0449,6.914770879760339,-10,202
0.544323059,731227.2385,92340.93807,6.915602812466485,-22,48
0.564309385,465368.6464,182197.3319,6.925542811835054,-7,181
0.602807751,397884.5622,256289.8716,6.926169106575286,-27,70
0.571676816,450050.8703,238015.2329,6.928033346925303,-48,389
0.545440017,691809.9348,163528.0331,6.936778387468916,-32,353
0.621776076,681359.7426,213174.914,6.948540154689702,-24,392
0.558289436,512833.1874,160383.9648,6.950757195934174,-33,283
0.572656389,718643.8711,202054.8536,6.959409683242862,-30,237
0.816682781,498117.6581,216462.4864,6.960881084697863,-15,168
0.651547876,363112.8514,196115.3341,6.965719824279756,-48,226
1.124473211,338216.4448,149012.4522,6.968725413325094,-14,438
0.567852395,414073.0493,276546.3199,6.989004984706096,-47,286
0.699933313,340631.3468,117382.4262,6.9988279174113845,2,166
0.946507028,472098.8171,226257.4281,7.0030131578641335,-8,27
0.716752484,582032.3287,139629.5507,7.003797438269161,-8,173
1.240886214,321546.6956,97765.88181,7.03568977216377,-9,227
0.734946092,311350.7392,283819.0545,7.048565530158101,-48,419
0.592219442,735425.6172,31399.23684,7.0553587796071895,-32,400
0.642073009,352696.2923,241946.6461,7.077739753947844,-48,450
0.560484843,401343.1564,229037.8046,7.084248130029598,-48,494
1.380592602,343677.1901,206491.5407,7.141690086885107,-13,410
0.646158647,313575.3008,270524.0706,7.165021905591889,-44,140
0.666642817,676962.9885,190202.0111,7.179935287982172,-21,54
0.610493967,344038.2417,50073.7896,7.224106165287685,-21,280
1.148138498,367482.0865,156678.057,7.23012529270324,-8,256
1.483640017,352225.3618,294631.7263,7.259952769767968,-6,393
0.540558814,426680.84,150212.753,7.261040579548906,-48,100
0.871996034,478554.295,266215.6368,7.264133873651218,-16,38
0.554861467,393683.2272,279722.1404,7.268193471373751,-48,319
0.547461335,378373.079,225852.65,7.274657190123987,-48,150
0.619970773,334293.0753,104342.6018,7.280539556010264,-23,499
0.599619961,749130.4513,118755.1358,7.28389307049944,-21,172
0.697777104,629562.6819,188144.5748,7.291450288439165,-2,370
0.655633393,302231.0028,217181.7995,7.296576247038204,-48,329
0.608479877,632456.9531,253727.1144,7.305735942004343,-21,491
1.049256235,432398.3133,274338.0447,7.315489644713279,-20,10
0.633049043,306627.6623,176805.5389,7.331189883722991,-48,68
0.56525793,703437.5856,289810.0384,7.352889695066887,-18,440
0.729750375,610086.6346,134367.8678,7.392066735017451,-3,464
0.575211736,360496.1855,113021.6913,7.471802676328761,-48,264
0.579033647,324599.4149,133681.1754,7.487350472442445,-48,369
0.543640817,342390.7012,187457.8729,7.4931922344401265,-47,459
0.686700381,656156.7994,65009.53853,7.500717419548714,8,81
1.059208304,397426.2016,159297.6494,7.516918084481931,-15,412
0.586431841,309985.0735,88249.18491,7.5243449961749835,-48,206
1.039736517,392249.4968,98420.90057,7.53387518401346,-17,31
1.245503382,357445.3885,144668.7963,7.534636316392522,-24,328
0.620914613,745603.0939,274869.6888,7.544481377907749,-23,89
0.56064247,767546.68,260643.8583,7.565469835713379,-18,129
1.05184113,386766.9458,80507.22768,7.640648161000474,-16,163
0.557501878,317079.0071,122839.1743,7.642887430555125,-48,28
1.071786713,419817.9768,164549.9503,7.6935253123666785,3,225
1.367292735,392384.9011,265038.7668,7.693616663278981,-11,473
0.708761414,637084.4726,215335.2461,7.7161037253721485,1,20
0.893284635,475148.0557,135455.3003,7.717319320534624,-19,128
1.258710382,352464.2346,121697.8889,7.767431535477728,-14,69
1.044435937,437804.7686,174062.7347,7.78709733118377,-7,184
0.678306447,704806.2829,82488.22082,7.809489078696993,-3,185
1.392829373,347878.7756,195715.4575,7.813148867939905,-16,32
0.66775832,738281.1338,251897.8158,7.854250562348439,-12,361
0.582816889,807109.512,162740.5899,7.937473932047583,-20,154
0.763236181,585731.343,262010.5834,7.941746398027366,6,86
1.339831154,336761.2839,135940.2632,7.944806920214004,-20,149
1.412689472,324090.7427,114713.1317,7.964551602497728,-26,424
1.429298143,356622.2478,233161.6513,7.973517117743004,-9,55
1.188547211,399507.6898,180923.505,8.020616865492443,-11,165
0.885884381,490270.5073,87514.23057,8.078735136891193,-5,338
1.554018477,331296.0567,219786.2018,8.13133809257345,-7,279
1.535229788,322334.4363,190052.7482,8.133490405590468,-13,201
0.969154503,435755.726,126636.6655,8.15384499061422,-11,147
1.128822466,377322.726,127224.7545,8.154362618345171,-10,125
0.792297607,591137.4101,220659.8221,8.156166329017328,-15,110
1.719281968,305591.8889,265534.0193,8.208585783993486,-4,456
0.555725665,825120.6951,176463.8924,8.231784748695738,-9,266
1.010340503,454158.9437,254813.9275,8.297566599020067,-8,207
0.763847527,634216.2993,50775.4844,8.321683561854222,-3,136
0.62671291,769071.4424,128004.6988,8.323041725289952,-26,402
0.879250138,537735.0483,263455.1398,8.37340558736223,0,443
0.658281779,727553.2074,172452.206,8.381949545655146,-25,108
0.810056698,548687.4096,126087.4624,8.397312411384418,6,270
0.883599384,576851.9748,284838.9119,8.427658455165579,-14,133
1.76696022,308948.5014,197182.93,8.43331978609519,-11,341
0.56112198,812506.8575,49938.02918,8.436588181902941,-26,78
0.543749048,876217.7447,286633.1918,8.520420389608311,-18,204
0.814669689,584577.135,156444.9023,8.521684248266459,2,376
1.124160245,428560.0791,186516.8666,8.537413771214636,-2,76
0.672111822,777283.214,298540.6311,8.555637728992993,-15,260
1.238136087,370498.2834,90964.26178,8.588858921941895,-12,139
1.121455034,388483.5325,39864.94467,8.595416570331912,15,343
0.693951942,693569.2564,225151.5381,8.613561722307514,-6,269
0.855454463,567795.5775,255253.9505,8.638973181252107,-10,211
1.25244945,453883.3257,273847.5938,8.641298398204011,-6,250
0.845977665,554284.9293,165949.4518,8.64602957334026,5,465
1.34933898,347432.3846,81708.518,8.650223033134937,-12,318
1.099859406,396785.0473,83863.61972,8.666658083842414,-13,107
0.746416949,670528.5033,285260.1702,8.687536423082506,-17,17
1.681132775,325032.3132,213599.0629,8.693418749957274,-12,145
0.636187528,759234.6234,40121.58907,8.733954356496584,-34,167
1.376767482,379675.244,177320.6926,8.806633551385671,-12,307
1.354327312,415361.8509,261895.9088,8.819437102347612,-10,143
0.989795161,441308.4734,85489.89862,8.830275783450158,-2,73
1.102415342,448111.0966,295098.8423,8.83435663849089,-3,156
1.495356595,341920.9233,132065.5382,8.941978708393945,-18,216
1.821236688,301431.0865,203808.225,8.987450976869331,-5,101
1.593638235,300931.5278,102736.492,8.988394059147069,-28,135
1.440311169,333055.3791,152743.0118,9.00774135519378,-18,345
1.403212545,310489.9544,35432.5576,9.030451199065661,19,253
0.637721727,810661.4728,234413.7111,9.063228625060242,-17,16
0.650996751,805484.8149,295356.4423,9.073732322567688,-21,381
0.685706571,716887.5804,136197.149,9.076236079400113,-15,387
1.032684626,488901.7899,284290.1628,9.083323272110274,-17,285
0.926927205,508424.2838,164110.3743,9.097956099357312,5,197
1.711914415,316073.7688,175706.4419,9.100887501754935,-9,220
0.682655629,765787.3584,60840.84125,9.104421848265277,3,497
1.292197217,426911.0745,283122.009,9.110518573510454,-9,430
1.36383488,400056.6678,180472.8847,9.11394254909696,-12,326
1.521670626,372845.5439,281336.4858,9.155349982385856,-5,268
1.109813535,436079.0206,213708.5035,9.198214401587961,-14,313
0.795548953,602312.7379,271225.7759,9.270936679870726,-2,278
1.276807176,375566.4561,194251.463,9.314359950101114,-22,500
0.785361225,639698.4741,161367.5683,9.31604390853276,-4,58
0.551114154,889222.181,205238.9742,9.32179143583285,-12,373
1.29386208,342255.9064,41925.45477,9.456115654618378,16,71
1.022834861,451510.3018,140887.4096,9.495242703465742,-12,67
1.653252531,307192.2196,123938.271,9.527967730779547,-15,282
0.964537916,499876.9768,155877.1653,9.557116747786052,-5,457
1.000863833,467900.3915,165381.7092,9.564262176765535,-6,365
0.733575882,674203.2958,112320.5698,9.588827238219036,13,151
0.649346227,764677.7393,138254.4681,9.590928446421449,-7,39
1.757452394,319382.9821,245119.8801,9.608411902442995,1,131
0.82159159,644967.3409,277718.6545,9.644254195582104,-7,46
0.782789909,580556.4495,268040.4924,9.650782827037272,-5,364
1.200844182,420873.3115,175662.9164,9.675751566836563,-20,442
1.098063576,487130.2238,257432.4901,9.686808299374935,-2,466
1.040082956,476904.3263,203423.434,9.725007205461992,5,498
0.740974341,660356.847,58978.59961,9.750989247448514,-4,315
1.234491475,422105.1909,284731.2217,9.790371058937946,-10,90
0.662635145,788548.2453,211312.6575,9.835283749961574,-14,418
1.581632878,318880.1333,76191.62112,9.848745616784386,1,59
0.759758895,695190.8182,96754.81809,9.8590334135154,3,448
0.745167644,706427.1273,223564.88,9.9085512967148,-7,320
0.641486993,816205.1134,214489.701,9.990726297087566,-28,193
1.282720547,438895.9451,226747.8124,9.998379495611172,-8,246
0.974012526,484707.3168,66045.46827,10.016394420356246,-9,221
1.409607469,408356.8474,220782.1974,10.048889355806006,-9,65
0.799638205,663202.0133,241259.3709,10.058304100645431,-1,380
0.577605836,908959.9147,282627.1978,10.05983497406058,-20,111
1.318165323,373830.5161,171091.4841,10.085681157642199,-9,29
0.930668151,494662.7799,43448.60759,10.092425527863885,-3,104
0.696792721,793493.1356,249839.4828,10.113299114186843,-14,66
1.214938187,471189.2989,286887.3534,10.141118047025852,-9,336
1.565240351,382542.7646,243570.519,10.170678012207613,-12,192
0.714366632,736794.3466,239624.3044,10.21409990425998,-24,224
1.269441941,389852.2507,248092.0943,10.214734647657421,-14,281
0.614125855,848047.6236,124828.8987,10.268281711007809,-20,229
1.476239764,363581.4689,215214.9229,10.287460560985247,-7,178
0.809112686,652628.6835,195827.69,10.32632773746894,-7,191
0.695290453,838953.7079,55547.22891,10.35986402172186,0,117
1.589817419,364950.1991,139747.6225,10.380102180413534,-10,449
0.710018827,797690.1308,277031.184,10.48173423697334,-18,324
0.862697922,580380.0922,111915.7936,10.523383328868563,-4,23
0.896184757,606029.3276,288024.1144,10.626431398386703,-8,476
0.75464458,721488.5512,269363.5196,10.63346463554523,-3,146
1.671625328,340386.229,295125.3694,10.69528189496653,-1,327
1.625704423,344583.2845,233722.3068,10.708010311712947,-10,63
0.609778082,887170.0456,153468.2349,10.720260601236607,-19,332
0.606527247,894203.5383,194990.2348,10.757768950816665,-11,18
1.264459218,404153.3414,197403.5742,10.825187350927035,-4,120
0.69005589,755903.331,106239.5792,10.936118176573205,17,284
0.890997585,588981.7979,203844.4705,10.962845035089876,3,337
1.158486376,463865.6817,242887.6483,10.974328365196712,-7,60
1.20546126,456750.8209,206024.4913,10.98662641333224,-10,134
0.769235436,683116.0102,142059.2215,11.030658758196855,3,231
0.91952708,519882.738,74678.43304,11.05190866431252,-7,378
0.836457905,620361.3609,71737.91458,11.197608217132782,-2,437
0.844646364,702650.5716,65689.8662,11.21241062626667,30,414
1.169540387,440264.6774,161939.6234,11.329972260813866,-8,379
0.87687286,639984.6492,250000.7038,11.372391593234024,3,396
1.643743023,320751.7123,43075.6622,11.524963538777893,8,495
0.976483056,537238.1989,243032.5824,11.571895669300988,-9,119
0.58497107,919374.5725,227175.6757,11.590182840253926,-24,357
0.717417029,786475.5504,231759.7557,11.599639547321205,-17,142
1.43622244,394031.6385,123444.7544,11.691263057369957,-11,245
0.937973113,596305.0924,197287.1534,11.792195307026343,0,61
0.967006515,546928.0522,195091.7179,11.799180267506223,-4,352
0.54917419,978031.5271,132367.4184,11.827096768463916,-16,164
0.980100803,542729.7212,205870.8266,11.87210208225679,-4,91
1.485880047,329748.3591,86629.68976,11.889119958388216,-22,463
0.90355012,615664.3447,200668.4732,11.897147052306227,-1,302
1.224050505,434713.3422,141517.502,11.923670886464372,-3,308
0.87225723,675970.3262,296235.4707,12.066291373612453,-33,291
0.800630686,702034.8078,179565.1106,12.09093765507155,4,74
0.555978865,1.029366536e6,208536.7191,12.094611642066804,-24,13
1.015613151,552736.6215,295251.867,12.11621732449094,0,99
0.619285916,896999.2368,64163.99343,12.157242393971087,9,137
0.867363224,625456.2339,171209.9727,12.297855617809654,-6,174
1.41651502,359978.7038,161488.0244,12.490995294623582,-3,114
0.759257497,757478.3558,247307.4186,12.503292419483694,-3,458
0.655346102,866475.2483,257159.4512,12.5395945510811,-22,277
0.679969134,850248.3521,293194.0498,12.564549892948213,-20,30
0.731214747,819441.0369,282325.6452,12.575253928777496,-12,304
0.589319294,958494.4643,188245.2517,12.589214815234836,-25,257
1.259847901,468173.6965,218000.8739,12.69428429600522,-14,425
0.541807016,987774.7802,85353.3962,12.726815946904413,-13,406
1.451491238,325730.4268,112432.6692,12.811628783030434,10,97
0.845763287,663355.3412,135829.9985,12.931977085222037,0,106
0.817021554,733089.1093,256575.9472,12.94341880189227,-6,427
0.99844427,516550.5873,143432.6272,13.050247168808168,-1,468
0.58195418,969836.849,236186.0642,13.083833186608821,-1,421
1.576740127,369928.5395,116776.7151,13.104295437538195,-16,2
1.257060888,417906.6103,244949.1884,13.154933803406069,-16,351
1.601036687,314484.917,48471.54617,13.223246300512121,10,331
0.73858011,808865.7938,226474.4999,13.280194358740474,4,471
1.145744705,466417.4259,154264.8819,13.574691344704979,6,200
1.344987062,386442.5115,61638.0641,13.587158889465773,11,218
0.749780699,770440.1629,193998.3913,13.73221278332653,-4,222
0.972131268,598223.6046,271544.4278,13.748675709438599,4,426
1.105461649,497062.6859,167996.4134,13.785384324366552,-3,210
1.073725655,506668.0139,224832.6873,13.787916420264697,0,429
1.056692291,533661.2549,154418.4134,13.90960427395309,-5,51
1.322859471,419504.6172,111799.2404,13.921221547819627,1,183
1.00791875,505139.5321,96418.65786,13.95116338888984,5,309
1.216650114,449870.4301,94108.28195,14.065915190820483,3,469
1.310821371,401504.1318,66593.30735,14.110670090917974,6,50
1.499441816,381040.8866,110405.1865,14.147585293623553,-12,314
0.86274773,689473.3435,208352.6182,14.322277164681545,5,489
1.164924766,476251.8207,116355.4595,14.37605567317663,0,273
1.597215749,350469.08,94838.98477,14.650606099723127,-15,230
1.544240516,385240.8024,154931.2697,14.758887268122859,-10,80
1.042545459,526339.1517,114111.0963,14.854699266629666,-4,391
1.335479357,397748.3705,106513.984,14.972581721135992,6,460
1.802620778,326788.6046,141296.857,15.027675447415447,-3,483
1.002797572,555653.6229,105363.1269,15.272167090033616,-5,160
1.826678785,317833.1001,111953.9704,15.412538174995033,5,404
1.13172261,504291.3329,244593.6268,15.755891104275447,5,481
1.07094437,557130.277,233784.9463,15.83098074045831,-8,349
1.746906713,336005.9749,72546.81182,15.848604432493298,3,366
1.139120811,517790.1719,196656.6292,16.05841555174686,-4,297
1.066327196,521251.4563,280811.633,16.07866240172509,-4,247
0.96265459,585945.8681,216092.9584,16.55434773799266,1,249
1.639922602,356726.6991,64394.03531,16.868169294674644,7,187
0.959527874,618995.7071,266251.0126,16.881599816752292,-3,189
0.907903591,654782.8179,178876.6084,17.227561234963257,-1,407
1.03514494,539103.7568,58260.20875,17.47972762561691,7,182
1.443620634,384299.056,44691.39153,17.885952643062144,9,433
1.430927106,410981.6445,39396.88199,18.101497148040654,5,208
1.104767277,534570.3917,93752.71081,19.321770331322828,2,362
1.702042606,328682.6916,49113.44868,19.336141802401684,10,26
