BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rmse_Ur,shift,runID
1.525755299,311858.66,235352.983,39.39142652389149,-16,371
1.472150609,302690.8822,168583.921,42.45448181341266,-11,492
1.303901528,365722.7291,232034.151,43.36973416086951,-6,368
1.380592602,343677.1901,206491.5407,44.24846928801157,-7,410
1.535229788,322334.4363,190052.7482,45.04178636743186,-8,201
1.76696022,308948.5014,197182.93,45.51886513101656,-7,341
1.36383488,400056.6678,180472.8847,45.68158043351016,-18,326
1.565240351,382542.7646,243570.519,46.10757780685348,-8,192
1.367292735,392384.9011,265038.7668,46.607986596258975,0,473
1.259847901,468173.6965,218000.8739,47.049006990593014,0,425
1.140913828,315198.1944,229970.5671,47.684288203611764,-13,45
1.409607469,408356.8474,220782.1974,49.3549099915522,1,65
1.18393435,335392.5902,202839.2878,49.45037052851714,-22,477
1.200844182,420873.3115,175662.9164,49.83971318852559,-10,442
1.088683541,359201.6919,210532.7028,49.88286272013217,-21,292
1.476239764,363581.4689,215214.9229,50.012259850905664,-1,178
1.339831154,336761.2839,135940.2632,50.03052245022418,-17,149
1.281422709,339582.0905,223294.2893,50.22047352235628,-10,188
1.175404512,379898.6949,266406.0894,50.31247364258455,-11,41
1.19805684,385076.8428,260373.0262,50.342549107273186,-7,408
1.821236688,301431.0865,203808.225,50.363083995550596,-1,101
1.318165323,373830.5161,171091.4841,50.49605349685184,-12,29
1.479550742,313119.2595,255774.784,50.527724217286206,0,288
1.653252531,307192.2196,123938.271,50.607105931570054,-14,282
1.20546126,456750.8209,206024.4913,50.62935239843062,-7,134
1.292197217,426911.0745,283122.009,50.75785150451972,-8,430
1.269441941,389852.2507,248092.0943,50.761727939382645,-12,281
1.681132775,325032.3132,213599.0629,51.240316606853185,-8,145
1.392829373,347878.7756,195715.4575,51.41515050678407,-12,32
1.193443858,349188.6791,290063.3515,52.39654309137692,-5,301
1.25244945,453883.3257,273847.5938,52.55654930296278,-3,250
1.554018477,331296.0567,219786.2018,52.87608317022592,-2,279
1.313411294,355942.7595,277828.3963,52.951538454138955,-2,205
1.376767482,379675.244,177320.6926,52.97530850060267,-6,307
1.224050505,434713.3422,141517.502,53.17890382870183,-18,308
1.276807176,375566.4561,194251.463,53.31862362798894,-17,500
1.037037486,428004.5632,264022.4217,53.55882790788811,-14,386
1.711914415,316073.7688,175706.4419,53.7978778395863,-8,220
1.188547211,399507.6898,180923.505,53.85989752124576,-21,165
1.158486376,463865.6817,242887.6483,53.87876996372256,-10,60
1.625704423,344583.2845,233722.3068,54.072364942006374,-4,63
1.245503382,357445.3885,144668.7963,54.444233589717896,-19,328
1.066051065,323837.1179,247626.4451,54.44555572554695,-14,93
1.093031403,320181.0179,173249.6597,54.98577654473163,-21,395
1.027628779,305936.9113,200247.5046,55.017979550361865,-23,116
1.098063576,487130.2238,257432.4901,55.140575176818444,-10,466
1.217523897,334136.4883,258312.6489,55.338782528305984,-11,7
1.544240516,385240.8024,154931.2697,55.46300155436792,-11,80
1.105461649,497062.6859,167996.4134,55.71878741449678,-16,210
1.719281968,305591.8889,265534.0193,55.78379742598496,1,456
1.589817419,364950.1991,139747.6225,55.83329088157292,-27,449
1.495356595,341920.9233,132065.5382,55.89053716830089,-19,216
1.199575695,311583.2163,146732.2474,56.11723953236679,-26,83
1.109813535,436079.0206,213708.5035,56.44055973802156,-14,313
0.934444461,349501.2878,237279.4245,56.6739227440538,-18,153
0.924854372,421183.6552,224063.0745,56.93353622051725,-21,399
1.124160245,428560.0791,186516.8666,57.32468735993564,-19,76
1.483640017,352225.3618,294631.7263,57.3967887340013,-3,393
1.210320988,407069.5948,265626.4694,57.449241013323615,-7,233
1.440311169,333055.3791,152743.0118,57.67204226487846,-21,345
1.07094437,557130.277,233784.9463,57.89880791530998,-8,349
1.576740127,369928.5395,116776.7151,57.99494981071187,-19,2
1.371117735,328379.6379,285381.1333,58.13501211523227,-8,162
0.946507028,472098.8171,226257.4281,58.803878729028746,-19,27
0.941809832,335082.2469,183970.3858,58.933928165681934,-13,316
1.412689472,324090.7427,114713.1317,59.220221537399155,-24,424
1.282720547,438895.9451,226747.8124,59.28829190134338,2,246
1.354327312,415361.8509,261895.9088,59.55005177925121,4,143
1.264459218,404153.3414,197403.5742,59.79306907315873,-16,120
1.059208304,397426.2016,159297.6494,59.89377293505419,-26,412
0.952355635,320504.3115,150615.4702,60.291006125155775,-19,180
0.976483056,537238.1989,243032.5824,60.645698940487655,-12,119
1.128822466,377322.726,127224.7545,61.08871742235603,-27,125
1.044435937,437804.7686,174062.7347,61.13356869023932,-27,184
1.08131817,369129.5749,298283.9771,61.45482634294846,-9,488
0.851872262,314741.7717,181372.4358,61.563215246913245,-15,4
1.214938187,471189.2989,286887.3534,61.685844059586366,-3,336
1.015914838,354839.7455,258761.7724,61.812824970501666,-13,252
1.102415342,448111.0966,295098.8423,62.01186878530869,-6,156
1.521670626,372845.5439,281336.4858,62.05506508613813,-1,268
1.148138498,367482.0865,156678.057,62.18597758836309,-28,256
1.049256235,432398.3133,274338.0447,62.35805293555298,-11,10
1.43622244,394031.6385,123444.7544,62.55089978253874,-29,245
1.802620778,326788.6046,141296.857,62.698065972289946,-2,483
1.023279952,366829.5812,179316.1099,62.730311807619124,-26,422
1.299548099,304845.7352,185531.171,62.81064681973882,-29,265
0.979312961,339846.6578,170642.1692,62.85746968532905,-27,243
0.980100803,542729.7212,205870.8266,63.00429894359974,-18,91
1.000863833,467900.3915,165381.7092,63.08943282397983,-23,365
1.010340503,454158.9437,254813.9275,63.3504273307239,-13,207
1.056692291,533661.2549,154418.4134,63.368358548165396,-19,51
1.073725655,506668.0139,224832.6873,63.585727497113986,-18,429
1.071786713,419817.9768,164549.9503,63.72115222240287,-18,225
1.020263545,315729.4858,287475.4263,63.76232101314422,-12,355
1.258710382,352464.2346,121697.8889,63.84159177647664,-30,69
0.996247849,403888.7745,212086.9503,64.2093910324566,-14,262
1.429298143,356622.2478,233161.6513,64.39709275740266,-1,55
1.499441816,381040.8866,110405.1865,64.7618873707169,-22,314
0.983924856,375839.7615,208901.8757,64.98035771251922,-16,347
1.139120811,517790.1719,196656.6292,65.27012727019974,-13,297
1.040082956,476904.3263,203423.434,65.37664257943291,-11,498
1.152749968,303477.0021,119539.5806,65.3849419001295,-36,358
0.988822726,325572.6723,249560.6129,65.78193664752796,-16,432
1.274057595,325833.4007,268561.3239,66.04903017919949,-3,384
1.597215749,350469.08,94838.98477,66.09419411637096,-18,230
0.937973113,596305.0924,197287.1534,66.3795563711595,-15,61
0.896184757,606029.3276,288024.1144,66.6560161380318,-11,476
0.967006515,546928.0522,195091.7179,66.65731557250889,-18,352
1.164924766,476251.8207,116355.4595,66.70348041175345,-20,273
1.234491475,422105.1909,284731.2217,67.01925198566043,-1,90
1.13172261,504291.3329,244593.6268,67.42508736539148,-14,481
1.593638235,300931.5278,102736.492,67.62372533057997,-32,135
1.257060888,417906.6103,244949.1884,67.8016491315058,-14,351
1.042545459,526339.1517,114111.0963,67.94219600786896,-24,391
1.066327196,521251.4563,280811.633,68.22206478492247,-17,247
1.505294697,304336.8105,292601.1697,68.24037746164846,-2,21
0.912843767,470867.9048,234136.3901,69.38328875801119,-15,486
0.8874041,329904.3493,211097.1346,69.70314327249787,-12,79
0.838353481,511292.4585,235808.3293,69.75221635449171,-17,75
1.485880047,329748.3591,86629.68976,70.30528903307618,-23,463
1.238136087,370498.2834,90964.26178,70.34909983346802,-36,139
1.34933898,347432.3846,81708.518,70.42307127941127,-40,318
0.964537916,499876.9768,155877.1653,70.48256421584654,-25,457
1.022834861,451510.3018,140887.4096,70.7387692228025,-36,67
1.104767277,534570.3917,93752.71081,70.9095320165852,-21,362
0.993434742,389576.6331,296657.0166,70.93210306525609,-9,124
0.90355012,615664.3447,200668.4732,71.09037997458807,-15,302
0.850589005,518309.9067,211537.7526,71.61786362554729,-18,157
1.216650114,449870.4301,94108.28195,72.04383390302618,-27,469
0.959527874,618995.7071,266251.0126,72.14800120311645,-15,189
0.910099988,368585.851,108046.9602,72.54866772684409,-24,203
0.937193334,399182.505,229356.6187,72.65241408127207,-17,214
1.240886214,321546.6956,97765.88181,72.68412139729945,-38,227
1.826678785,317833.1001,111953.9704,73.15732318522406,-23,404
0.972131268,598223.6046,271544.4278,73.20656480500898,-9,426
0.929827842,385398.2372,275155.2455,73.48404775343663,-16,462
0.83350642,358146.7193,191597.8777,73.8669005725979,-12,138
1.322859471,419504.6172,111799.2404,74.07486725546484,-29,183
0.865210088,338477.9247,100447.2764,74.16035346450369,-17,382
0.87687286,639984.6492,250000.7038,74.39368880964318,-13,396
1.41651502,359978.7038,161488.0244,74.69904528321476,-30,114
1.169540387,440264.6774,161939.6234,74.7106183333874,-33,379
0.809112686,652628.6835,195827.69,74.77429469867165,-17,191
0.963400397,384142.7179,185996.8863,74.88722790672375,-15,96
0.920241961,457076.0062,187122.6256,75.3988830006539,-14,295
0.843015928,370186.8121,245434.1352,75.42619148510308,-14,333
0.99844427,516550.5873,143432.6272,76.14093758488605,-28,468
0.848262819,405257.5069,143081.6386,76.18250517433063,-14,363
0.867363224,625456.2339,171209.9727,76.4347379041818,-25,174
1.099859406,396785.0473,83863.61972,76.57811614536699,-39,107
1.757452394,319382.9821,245119.8801,76.58945090483493,2,131
0.788212516,530237.4804,190574.2947,77.390408770962,-15,416
0.799638205,663202.0133,241259.3709,77.42667858242362,-13,380
0.893284635,475148.0557,135455.3003,77.57685098295839,-19,128
0.871996034,478554.295,266215.6368,77.64798489403115,-15,38
1.002797572,555653.6229,105363.1269,77.80885231990504,-28,160
1.671625328,340386.229,295125.3694,78.89130419294813,1,327
0.926927205,508424.2838,164110.3743,78.99511487754097,-15,197
1.00791875,505139.5321,96418.65786,79.06598502729908,-33,309
0.829153956,319135.6178,221748.6964,79.28649622592273,-10,446
0.969154503,435755.726,126636.6655,79.4706513333914,-27,147
1.039736517,392249.4968,98420.90057,79.50694762545228,-38,31
0.860857196,377599.1188,146225.719,79.60920423854928,-12,276
1.032684626,488901.7899,284290.1628,79.69741324215629,-5,285
0.771380374,396650.6198,212558.2454,79.92833956975981,-11,435
1.335479357,397748.3705,106513.984,79.95785783071575,-27,460
0.790011571,479256.892,152270.233,80.24302949666772,-11,311
