Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,nChromoSiAWSoM,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Np,shift,Tmin,Tmax
223,2.380597326,0.993434742,389576.6331,296657.0166,0.217314532,4.652398e18,1.144947832,0.909090909,1,2,5.508561745404579,-19,0.2,0.8
224,7.954348566,1.128822466,377322.726,127224.7545,0.147618123,3.586985e18,1.193858177,1.0,1,1,8.154362618345171,-10,0.2,0.8
225,0.999010508,0.841074974,656261.7943,42043.42014,0.310835325,6.085951e17,1.184011386,0.636363636,1,2,14.893864570980426,25,0.2,0.8
226,4.848588665,0.77520646,332536.7689,167035.236,0.108795422,1.411805e18,1.171696569,0.272727273,1,1,6.315329554899119,-48,0.2,0.8
227,7.194525742,0.893284635,475148.0557,135455.3003,0.255271333,2.145902e18,1.170376229,0.363636364,1,2,7.717319320534624,-19,0.2,0.8
228,1.361944922,0.56064247,767546.68,260643.8583,0.144823041,4.887624e18,1.169729045,1.0,1,1,7.565469835713379,-18,0.2,0.8
229,8.65762908,0.688197242,501241.9783,276244.7713,0.171348093,1.14948e18,1.19260699,0.636363636,1,2,6.464945332992318,-46,0.2,0.8
230,9.130756955,1.757452394,319382.9821,245119.8801,0.196742144,2.422968e18,1.154012379,0.090909091,1,1,9.608411902442995,1,0.2,0.8
231,1.607454154,0.683159368,403102.5115,159880.0918,0.339569412,2.662647e18,1.135090949,0.0,1,2,6.431435536691255,6,0.2,0.8
232,2.994721464,0.883599384,576851.9748,284838.9119,0.120682884,4.216955e18,1.158308584,0.727272727,1,1,8.427658455165579,-14,0.2,0.8
233,6.19517745,1.20546126,456750.8209,206024.4913,0.283871697,2.437537e18,1.178546198,0.272727273,1,2,10.98662641333224,-10,0.2,0.8
234,3.541418212,1.593638235,300931.5278,102736.492,0.198320018,1.704466e18,1.128331221,0.0,1,1,8.988394059147069,-28,0.2,0.8
235,5.336233492,0.763847527,634216.2993,50775.4844,0.275257998,4.725045e18,1.131850486,0.454545455,1,2,8.321683561854222,-3,0.2,0.8
236,4.683311607,0.619285916,896999.2368,64163.99343,0.303571089,1.286899e18,1.143230264,0.636363636,1,1,12.157242393971087,9,0.2,0.8
237,9.261342501,0.83350642,358146.7193,191597.8777,0.178239993,3.279575e18,1.087014951,0.363636364,1,2,5.96580305444289,-48,0.2,0.8
238,1.026577775,1.238136087,370498.2834,90964.26178,0.126824605,4.961018e18,1.181648749,0.272727273,1,1,8.588858921941895,-12,0.2,0.8
239,6.795947694,0.646158647,313575.3008,270524.0706,0.136766539,3.858366e17,1.184823693,0.272727273,1,2,7.165021905591889,-44,0.2,0.8
240,4.13212951,1.068738698,469499.1956,36459.20336,0.231050059,1.071906e18,1.111929947,0.181818182,1,1,2191.264035811654,-2,0.2,0.8
241,9.501341414,0.717417029,786475.5504,231759.7557,0.101500183,3.561658e18,1.149025575,0.090909091,1,2,11.599639547321205,-17,0.2,0.8
242,8.689952733,1.354327312,415361.8509,261895.9088,0.265359682,4.297087e18,1.169690102,0.909090909,1,1,8.819437102347612,-10,0.2,0.8
243,0.479275291,0.598166686,544784.599,178293.057,0.19215611,2.523529e18,1.110788189,0.272727273,1,2,6.590517824470606,-24,0.2,0.8
244,2.201088651,1.681132775,325032.3132,213599.0629,0.16881478,1.395792e18,1.169902933,0.090909091,1,1,8.693418749957274,-12,0.2,0.8
245,1.22441672,0.75464458,721488.5512,269363.5196,0.23780176,3.412672e18,1.185101766,0.636363636,1,2,10.63346463554523,-3,0.2,0.8
246,5.221553571,0.969154503,435755.726,126636.6655,0.123136524,1.224078e18,1.1534096,0.545454545,1,1,8.15384499061422,-11,0.2,0.8
247,8.755999419,0.629199042,559674.3204,250584.0598,0.326085667,2.074236e18,1.173168483,0.272727273,1,2,6.2267526792186585,-12,0.2,0.8
248,9.614932789,1.339831154,336761.2839,135940.2632,0.234971855,4.511748e18,1.185881281,1.0,1,1,7.944806920214004,-20,0.2,0.8
249,2.562603885,0.547461335,378373.079,225852.65,0.269053956,5.368557e17,1.18419188,0.272727273,1,2,7.274657190123987,-48,0.2,0.8
250,3.944112007,0.733575882,674203.2958,112320.5698,0.138985576,4.574284e18,1.129231075,0.818181818,1,1,9.588827238219036,13,0.2,0.8
251,7.140294344,1.489965147,390625.5556,56667.45185,0.335998633,1.552527e18,1.117106165,0.727272727,1,2,19.278587448306425,9,0.2,0.8
252,0.056844663,0.934444461,349501.2878,237279.4245,0.280058775,3.727348e18,1.14451726,1.0,1,1,5.412629266653816,-13,0.2,0.8
253,6.075310004,0.582816889,807109.512,162740.5899,0.16961232,8.358668e17,1.17158954,0.909090909,1,2,7.937473932047583,-20,0.2,0.8
254,7.70587405,0.780501806,492803.0154,70715.32878,0.202124742,3.11161e18,1.178081356,0.909090909,1,1,6.1612640238751935,-6,0.2,0.8
255,4.491441769,1.102415342,448111.0966,295098.8423,0.181817194,2.28679e18,1.179114168,0.181818182,1,2,8.83435663849089,-3,0.2,0.8
256,6.280765072,0.850589005,518309.9067,211537.7526,0.225081077,4.06504e18,1.122163063,0.0,1,1,6.300618143050282,-8,0.2,0.8
257,3.779595052,0.663105912,430160.3215,247207.2477,0.205169156,3.329752e18,1.095680531,0.727272727,1,2,6.593229483952952,-48,0.2,0.8
258,8.417949551,1.221263008,485761.5145,47077.4261,0.170800939,1.754566e18,1.144164103,0.636363636,1,1,20.815960726338407,11,0.2,0.8
259,0.207116713,1.002797572,555653.6229,105363.1269,0.244065855,4.765629e18,1.135891822,0.909090909,1,2,15.272167090033616,-5,0.2,0.8
260,7.558118694,0.581368091,611455.364,204444.3223,0.149999773,4.192079e18,1.196841659,0.909090909,1,1,6.466487999935833,-24,0.2,0.8
261,0.754147228,1.371117735,328379.6379,285381.1333,0.317015458,2.403135e18,1.166841275,0.818181818,1,2,5.640297751563822,-2,0.2,0.8
262,6.442915536,1.05184113,386766.9458,80507.22768,0.307014931,2.628321e18,1.176670623,0.545454545,1,1,7.640648161000474,-16,0.2,0.8
263,1.06956708,0.54917419,978031.5271,132367.4184,0.290570802,4.493141e18,1.147384659,0.181818182,1,2,11.827096768463916,-16,0.2,0.8
264,3.266706152,1.188547211,399507.6898,180923.505,0.238020278,4.256381e18,1.068155613,0.727272727,1,1,8.020616865492443,-11,0.2,0.8
265,8.910906876,0.699933313,340631.3468,117382.4262,0.258041709,1.031267e18,1.081700402,0.090909091,1,2,6.9988279174113845,2,0.2,0.8
266,7.299283417,0.636187528,759234.6234,40121.58907,0.233352009,3.030448e18,1.140172626,0.090909091,1,1,8.733954356496584,-34,0.2,0.8
267,1.257206283,0.816682781,498117.6581,216462.4864,0.104150035,4.106951e17,1.154635296,0.181818182,1,2,6.960881084697863,-15,0.2,0.8
268,4.443114523,1.834043899,304226.2083,56106.98888,0.286340466,6.964588e17,1.15232262,0.727272727,1,1,17.145024869718455,48,0.2,0.8
269,2.720271531,0.746859124,522025.4283,91493.33203,0.323039307,1.968887e18,1.189381987,0.363636364,1,2,6.426173008477479,-12,0.2,0.8
270,7.980433688,0.9174563,406756.9865,280441.6443,0.241597449,5.587979e17,1.169978332,0.090909091,1,1,6.0957896720138125,-42,0.2,0.8
271,3.388556645,0.599619961,749130.4513,118755.1358,0.127514491,2.879745e18,1.157845414,0.727272727,1,2,7.28389307049944,-21,0.2,0.8
272,6.630893701,0.716752484,582032.3287,139629.5507,0.218638364,1.517868e18,1.148819414,0.090909091,1,1,7.003797438269161,-8,0.2,0.8
273,4.294666809,0.867363224,625456.2339,171209.9727,0.297296122,2.021125e18,1.098184434,0.0,1,2,12.297855617809654,-6,0.2,0.8
274,7.490694895,1.085665911,308153.5181,252171.9697,0.100337085,3.805376e18,1.159422043,0.818181818,1,1,5.6427603249086244,-13,0.2,0.8
275,9.64876656,0.652879047,917823.1988,94009.70272,0.182625427,4.942127e18,1.097323138,0.181818182,1,2,13.477674491908536,-26,0.2,0.8
276,0.331601594,0.797440787,350936.9468,46240.85287,0.156218349,1.18056e18,1.110889657,0.818181818,1,1,5.889093338109995,-6,0.2,0.8
277,9.967924806,1.476239764,363581.4689,215214.9229,0.20886363,2.255348e18,1.199870766,0.181818182,1,2,10.287460560985247,-7,0.2,0.8
278,1.76258632,0.612301201,696559.5387,292459.6236,0.255807908,4.043116e18,1.103236394,0.727272727,1,1,6.757638629322471,-19,0.2,0.8
279,2.8350647,0.952355635,320504.3115,150615.4702,0.174722936,3.080237e18,1.186895024,0.727272727,1,2,5.355232235798714,-39,0.2,0.8
280,5.493526224,0.564309385,465368.6464,182197.3319,0.313085435,3.780515e18,1.095431711,0.181818182,1,1,6.925542811835054,-7,0.2,0.8
281,9.108729339,1.03514494,539103.7568,58260.20875,0.110133549,4.617856e18,1.171411642,0.727272727,1,2,17.47972762561691,7,0.2,0.8
282,2.309029147,1.322859471,419504.6172,111799.2404,0.303327051,1.605626e18,1.158157969,0.272727273,1,1,13.921221547819627,1,0.2,0.8
283,1.158871744,1.044435937,437804.7686,174062.7347,0.273787244,1.895314e18,1.071632307,0.909090909,1,2,7.78709733118377,-7,0.2,0.8
