Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,nChromoSiAWSoM,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
0,9.786002587,0.663890855,627477.0748,281445.0651,0.127047291,1.57853e18,1.152832013,0.727272727,1,1,134.20473800910688,7.129747545665945,4.775592127406742,47749.96690092839,-18,0.2,0.8
1,1.590428385,1.42413834,307670.4156,225304.8284,0.294030511,4.567323e18,1.102447891,0.363636364,1,2,37.03084280169101,5.224693485754379,3.793092059996234,47100.985353928634,1,0.2,0.8
2,6.212331965,1.003022277,351995.2234,136447.176,0.330024691,7.424349e17,1.169549707,0.090909091,1,1,91.23126661537069,5.825207858884912,3.921286839826858,50195.991890174366,-7,0.2,0.8
3,3.563326197,0.581093181,408669.8372,172381.7852,0.184033553,1.31615e18,1.155343821,0.272727273,1,2,168.04837432690294,7.15483680396345,5.134034725072626,57629.98438943077,-11,0.2,0.8
4,9.23930577,1.307543416,450208.5302,126236.9991,0.191910071,4.091039e18,1.109828719,0.272727273,1,1,70.13821173465011,20.387081922153346,4.1999275087363985,46533.320702360106,-14,0.2,0.8
5,1.087390904,0.89869488,462564.6615,295539.5171,0.143014446,3.018366e18,1.100655012,0.454545455,1,2,96.25867277304435,6.330600080312899,4.394849591328017,39155.26857715126,-15,0.2,0.8
6,5.044858684,0.550009916,779931.6622,100230.7196,0.257210905,4.175052e17,1.177377326,0.545454545,1,1,94.82326033186432,9.209548187309354,4.645525634462803,51842.48655016378,-9,0.2,0.8
7,4.935757723,0.69865034,538828.4126,149443.6491,0.284117733,3.860614e18,1.076321852,0.363636364,1,2,87.77567614750807,5.032481917480902,4.504378543827422,44705.96300116209,-9,0.2,0.8
8,2.901465974,1.781089588,331966.7041,118390.902,0.324354288,2.732932e18,1.167012694,0.0,1,1,61.44447197832573,13.949191437098294,3.4418937655466433,49312.74135231541,-11,0.2,0.8
9,4.076198598,1.135526209,364735.979,236813.9022,0.275035316,1.498124e18,1.186329001,0.363636364,1,2,52.620739205270084,6.796423048555069,4.086079575780831,47229.21306350316,-2,0.2,0.8
10,7.281993353,0.818014945,693867.2842,185379.7153,0.198066627,4.481058e18,1.107566518,0.272727273,1,1,89.25324382893857,14.515183269984384,3.8669980598371896,48128.252702483405,-2,0.2,0.8
11,8.746327104,0.748751527,319922.136,57256.79543,0.221051483,3.522941e18,1.170625626,1.0,1,2,82.67617471637377,6.262346339119444,4.965429083962876,51575.23036732634,-6,0.2,0.8
12,8.007088313,0.600414681,946344.945,156293.7567,0.206577629,2.028524e18,1.19178172,0.090909091,1,1,89.16307108129377,13.827462955957506,4.451235435352405,46811.60536356061,-29,0.2,0.8
13,3.360737755,0.91565448,610227.944,248243.1755,0.336242866,4.930625e18,1.141738242,0.090909091,1,2,81.65824839218185,10.814281490111005,4.134653250397032,48261.71369843077,-6,0.2,0.8
14,5.16516549,1.171831407,331194.295,192063.2046,0.139202769,1.946515e18,1.165667625,0.909090909,1,1,78.88111496206105,6.042616053135036,4.419569119935905,50126.67783734514,-3,0.2,0.8
15,2.012370969,0.715445113,384915.2237,102147.3433,0.117327852,3.371629e18,1.198770698,0.454545455,1,2,122.52638840145693,6.515727212770141,4.89024744064653,51566.4319384829,-22,0.2,0.8
16,4.268545944,0.652628333,715139.9786,62865.13751,0.149532684,5.661978e17,1.168356401,0.090909091,1,1,107.72557651717904,14.958682245144352,4.527131931336435,44793.11059790413,-23,0.2,0.8
17,9.676204277,0.868720301,429016.5015,205583.7539,0.27861379,2.868244e18,1.191368239,0.0,1,2,71.23159006420182,5.7989524083789945,4.485139749629638,48335.77650615537,-1,0.2,0.8
18,1.4659852,1.084812939,512398.9291,284439.4537,0.201878245,1.084135e18,1.137170542,0.363636364,1,1,59.32958250216775,14.382215866926153,3.832787055416486,45009.73012749722,1,0.2,0.8
19,5.711870494,0.799292313,553522.8245,77460.8659,0.181565662,4.309028e18,1.174392643,0.0,1,2,98.5858081918082,9.79159225648215,3.9059469013478956,51157.53845580893,-12,0.2,0.8
20,7.162355513,0.613045782,498565.6505,261240.9047,0.290101761,8.674797e17,1.105099006,0.181818182,1,1,92.96869644540608,6.180021454229887,4.89614677572526,45375.59497231623,-16,0.2,0.8
21,8.236026093,0.952605767,524656.7419,116242.9859,0.13306086,2.430284e18,1.162277427,0.0,1,2,95.6699090367424,13.072490441797108,3.6119584868511905,48668.641585886005,-15,0.2,0.8
22,0.034959924,1.269888364,441764.1213,36859.06522,0.326337196,4.242666e18,1.141713308,0.090909091,1,1,307.75663933639566,1901.0146898258893,95.99116127945709,83449.26127381079,-47,0.2,0.8
23,7.688696289,1.390074899,397559.7588,271071.83,0.187729328,4.717797e18,1.117041775,0.0,1,2,57.61344860322478,9.3039451773034,3.838261786597369,43377.37187030746,6,0.2,0.8
24,0.894489405,0.564010592,667268.7618,219678.2786,0.234754666,1.730171e18,1.136606442,0.545454545,1,1,98.06985826954144,6.460980195116431,4.844715695350328,49898.02733752864,-23,0.2,0.8
25,4.5084431,1.034351699,343545.1014,90457.41159,0.195832425,2.926109e17,1.194556829,0.363636364,1,2,113.69094097499188,6.427537677122436,4.035745515165819,49478.04778689246,-11,0.2,0.8
26,9.124931712,0.68536084,801543.9298,165004.4893,0.321632311,3.072984e18,1.196312236,0.818181818,1,1,75.37136712141047,9.29305682134261,4.294401470161383,48665.75335999803,-15,0.2,0.8
