BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rmse_Np,shift,runID
0.732243969,471324.7374,145573.7496,4.559227570570475,-19,97
1.003022277,351995.2234,136447.176,4.707866995313912,-12,3
1.42413834,307670.4156,225304.8284,4.771235579263032,4,2
0.868720301,429016.5015,205583.7539,4.868770586517097,-3,18
0.957694109,423345.522,236297.8486,4.870666586978904,7,31
0.69865034,538828.4126,149443.6491,4.881793629627243,-11,8
0.823341224,395532.891,31112.65427,4.9203234589123275,8,43
0.765649115,436311.722,80803.56063,4.969137016628203,-33,84
0.622781502,597093.668,107109.9763,4.980174182496906,-17,32
0.97462491,332896.1575,277214.7699,5.001664550588599,4,67
0.808845839,455407.748,231063.2756,5.030906401542682,1,33
1.329648294,324341.6296,296092.7777,5.046554162122453,-5,28
0.881747594,381199.7155,251722.9767,5.051414725374363,2,82
0.927145392,312088.4787,127764.4649,5.090309766535795,-8,38
0.840296667,460701.0169,73187.22709,5.095758539475388,-21,75
0.681802028,604913.3146,123589.789,5.120885831207168,-11,81
0.564010592,667268.7618,219678.2786,5.149908211016903,-7,25
1.135526209,364735.979,236813.9022,5.172232144914828,-6,10
1.079615827,374348.367,223908.1111,5.184910368853632,1,70
0.77498852,534439.0063,201353.4035,5.185749040145045,-1,76
1.171831407,331194.295,192063.2046,5.201453317740628,3,15
0.94400175,444151.5323,153716.7206,5.25642693085784,0,58
0.89869488,462564.6615,295539.5171,5.269332365666437,10,6
0.605220798,648864.7752,94730.53843,5.295779570939308,-20,68
0.792038661,388350.5721,189653.256,5.324109947568472,-5,57
0.639547411,659170.7567,132173.5946,5.32934955351103,-11,66
0.576290217,711543.6925,245282.9896,5.404583790414343,-4,60
0.739837369,569646.9497,299769.2922,5.460946653116631,4,61
1.113422979,345538.4884,108702.1096,5.4847839725747605,-3,56
0.554647572,477778.0103,38931.15221,5.566960360903864,-10,62
0.646952136,516262.8885,240494.7015,5.5769518054720795,2,89
0.715445113,384915.2237,102147.3433,5.581552054000512,-8,16
0.547236394,576465.0984,192600.7832,5.671146903168698,-6,96
0.656374632,417771.4914,120473.3771,5.672150239267663,-16,71
0.705930485,440518.4081,269532.1952,5.733939419579048,3,44
0.588290271,507393.5457,51767.32768,5.759594736542464,-33,51
0.613045782,498565.6505,261240.9047,5.772788600681158,-7,21
0.663890855,627477.0748,281445.0651,5.816131488073016,5,1
1.73361007,310573.0912,271631.9062,5.93606619702583,17,88
0.748751527,319922.136,57256.79543,5.9480361708074625,-26,12
1.253056806,302001.7808,80082.82562,6.0560936619680685,-4,92
0.652628333,715139.9786,62865.13751,6.1766539502944955,2,17
1.154941885,412570.3186,215972.229,6.376792808311654,10,99
0.83481356,562392.7521,226889.0931,6.507294419432373,6,85
0.581093181,408669.8372,172381.7852,6.579391744952041,2,4
1.365729909,315987.4372,141905.7985,6.619814233096703,-13,69
1.517015398,353239.7922,166520.4704,6.629704367794445,-1,37
0.550009916,779931.6622,100230.7196,6.672115193182802,2,7
0.673189965,325994.6004,160997.5912,6.730619683240289,-9,54
0.571627555,365981.9784,65379.07912,6.764326436517289,-3,29
1.390074899,397559.7588,271071.83,6.884918603872029,0,24
0.630033923,357676.076,286011.2391,6.930128180170037,-1,93
0.722882167,686619.1443,255920.3416,7.043094079709389,-1,36
1.096541615,410695.5606,134824.8239,7.091072965303833,-20,34
0.799292313,553522.8245,77460.8659,7.129451225421084,-5,20
0.689024736,303246.0159,243970.0733,7.1370416093905895,5,79
1.617818721,338343.9763,262883.6646,7.147342928744266,0,40
0.609464795,796849.6766,183593.6769,7.1482296684477795,2,74
0.597916833,347565.7854,214584.6217,7.169474228273072,5,91
1.017412737,400214.9371,47592.59449,7.5032653371011895,-11,94
1.290546693,393551.2681,151040.0672,7.851715528970599,-13,90
0.593225029,844714.6295,272456.498,8.059160302102429,4,39
0.626234667,859414.7485,224448.027,8.173601302530438,2,42
1.118735773,479022.5314,280931.7069,8.173696710946041,-2,86
0.98624832,491770.9183,111284.1341,8.532799183006416,0,87
1.062850191,481887.2087,196798.2034,8.598838700365885,-7,48
1.346488173,431893.8019,255402.9641,8.646834414538121,-2,64
0.93255231,546038.1955,273706.9691,8.943156211261284,0,100
0.68536084,801543.9298,165004.4893,9.031448602978287,1,27
1.230821962,382889.7864,200811.8056,9.060419505004338,-16,53
0.559367728,965444.7202,292843.1135,9.161616411482784,-8,77
0.702213107,742197.7978,209287.3474,9.238483679496952,-3,95
0.91565448,610227.944,248243.1755,9.573132925928054,6,14
0.54238346,1.078315269e6,250209.0088,9.755931876281235,-1,45
0.760874907,734097.0717,159505.4436,10.279468975052875,1,30
0.583603675,1.009890677e6,129414.5614,10.3343237569017,-9,98
0.910358666,564439.1185,141376.3541,10.554193608239194,-9,46
1.657018582,312643.8769,87141.34956,10.630997165768058,-16,52
1.781089588,331966.7041,118390.902,10.769930516667689,-11,9
0.952605767,524656.7419,116242.9859,10.863637969332245,1,22
1.247826845,473351.7483,173473.7608,11.166185481256234,-17,72
0.818014945,693867.2842,185379.7153,11.216009769066842,1,11
1.084812939,512398.9291,284439.4537,11.29245820472319,-10,19
1.028943949,501685.2261,168108.7544,11.40922351734731,-8,63
1.307543416,450208.5302,126236.9991,11.885869094348863,-17,5
1.465350089,376000.45,88690.06658,11.902826939334375,-29,65
