Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,nChromoSiAWSoM,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
74,5.150052409,0.840296667,460701.0169,73187.22709,0.231321856,4.899561e18,1.096315651,0.454545455,1,1,84.4125176099492,5.540727594363924,4.381691747054663,46718.33917687169,-9,0.2,0.8
75,8.998381062,0.77498852,534439.0063,201353.4035,0.19523766,3.496423e18,1.091688047,0.545454545,1,2,82.61564032763219,5.611470750510218,4.735968247852991,44231.64246371651,-13,0.2,0.8
76,7.210976935,0.559367728,965444.7202,292843.1135,0.163018204,6.019314e17,1.094978877,0.0,1,1,79.78859120093612,10.253041190583325,4.41747898715046,42940.404622430506,-19,0.2,0.8
77,9.388575221,1.2108014,362094.4729,54393.3067,0.125569303,9.839125e17,1.186276013,0.0,1,2,112.54244021154594,13.602268598175941,3.7120440500706,46677.30431882641,-36,0.2,0.8
78,2.808664425,0.689024736,303246.0159,243970.0733,0.130869055,4.358804e18,1.161287682,0.545454545,1,1,118.32796830570304,7.24485458669192,5.2800061891658405,41811.15972210655,-24,0.2,0.8
79,3.801327203,1.541227231,334922.024,46846.62652,0.161241809,4.049637e18,1.19911966,1.0,1,2,73.92083902460273,12.86665885110985,3.6161873020467237,44505.10488894168,-14,0.2,0.8
80,7.007276507,0.681802028,604913.3146,123589.789,0.238273666,2.229199e18,1.17908507,1.0,1,1,62.23409420885399,5.489999548511904,4.468134364583451,46937.690223737576,0,0.2,0.8
81,8.395735794,0.881747594,381199.7155,251722.9767,0.215284236,1.274816e18,1.171795605,0.272727273,1,2,66.78369575164662,5.100706252852756,4.6206807500683595,41538.09760052802,6,0.2,0.8
82,2.973311015,0.566771469,863802.1968,143289.9436,0.325617198,3.286384e18,1.189480755,1.0,1,1,335.9241604446438,8.59147090896829,5.956790157020548,59438.3096443983,-48,0.2,0.8
83,0.737298485,0.765649115,436311.722,80803.56063,0.300649154,7.668905e17,1.095289985,1.0,1,2,88.30400492609299,5.486909405048144,4.608055786734816,48630.45713040213,-11,0.2,0.8
84,4.661158298,0.83481356,562392.7521,226889.0931,0.159543117,1.612143e18,1.130312325,0.545454545,1,1,80.203536853533,6.976765305199767,4.489095681136062,40714.02112924241,-6,0.2,0.8
85,6.460245885,1.118735773,479022.5314,280931.7069,0.32282392,4.591711e18,1.198961403,1.0,1,2,70.04247377597146,8.905180844115733,4.040349783210381,39832.17047673234,14,0.2,0.8
86,3.210637553,0.98624832,491770.9183,111284.1341,0.252129815,3.573594e18,1.132323838,0.818181818,1,1,50.598202509002014,8.59033843730951,3.7849109973822253,43910.982557646734,-4,0.2,0.8
87,0.141661724,1.73361007,310573.0912,271631.9062,0.190864115,3.249964e18,1.183228303,0.181818182,1,2,74.76049016285266,5.985525651367418,3.933771404364356,38461.699343117965,20,0.2,0.8
88,2.177364575,0.646952136,516262.8885,240494.7015,0.171016329,4.522411e18,1.152990963,0.454545455,1,1,99.48801267799018,5.819139730300867,4.977015236165502,40266.63159018517,-19,0.2,0.8
89,1.318158291,1.290546693,393551.2681,151040.0672,0.149746381,2.009916e18,1.150737482,0.909090909,1,2,45.81456722460619,8.52210225391794,3.9227507496801275,40805.58963550773,2,0.2,0.8
90,5.859454374,0.597916833,347565.7854,214584.6217,0.113810795,2.984809e18,1.105535627,0.727272727,1,1,126.1809642339678,7.282411469025305,5.2948533757276826,43601.65659122183,-22,0.2,0.8
91,8.041537688,1.253056806,302001.7808,80082.82562,0.25605214,2.461214e18,1.093589185,1.0,1,2,69.8169505558375,6.275778292374908,3.9206397716525054,46318.46300440922,-15,0.2,0.8
92,4.780759183,0.630033923,357676.076,286011.2391,0.248007638,2.836395e18,1.140622173,0.818181818,1,1,113.54712728051469,7.085595808366869,5.303750791663337,41509.83883000557,-21,0.2,0.8
93,7.434473112,1.017412737,400214.9371,47592.59449,0.146058857,3.424026e18,1.19769042,1.0,1,2,80.51804803284242,7.789064503703008,3.8093888672888085,45646.45980009465,-23,0.2,0.8
94,1.430854478,0.702213107,742197.7978,209287.3474,0.275729565,1.216824e18,1.178492299,0.272727273,1,1,79.16976794364786,9.35040304312688,4.41720787938025,45954.556108154204,-8,0.2,0.8
95,8.58859557,0.547236394,576465.0984,192600.7832,0.303102508,4.973722e18,1.146223001,0.090909091,1,2,102.4094791625359,6.106886901200121,5.034360686496681,43610.953989910005,-21,0.2,0.8
96,9.950617703,0.732243969,471324.7374,145573.7496,0.165047061,3.152489e17,1.148361894,0.818181818,1,1,70.27346289951512,5.130322825899159,4.6313875705155985,46772.49863410268,-5,0.2,0.8
97,0.068870473,0.583603675,1.009890677e6,129414.5614,0.136296249,4.07244e18,1.100499693,0.090909091,1,2,82.5963522532618,12.049604922686221,4.274692039089204,36915.38212172054,-23,0.2,0.8
98,2.851937881,1.154941885,412570.3186,215972.229,0.21886291,4.740358e18,1.180397441,0.909090909,1,1,61.28731814772908,6.376792808311654,4.133076198942991,39360.83479029097,10,0.2,0.8
99,6.062158449,0.93255231,546038.1955,273706.9691,0.262097932,1.761966e18,1.133905366,0.363636364,1,2,64.32692402412277,9.35190773953699,4.112125430612803,40196.967944959084,11,0.2,0.8
