BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rmse_Ur,shift,runID
1.517015398,353239.7922,166520.4704,37.47757428158463,8,37
1.079615827,374348.367,223908.1111,41.01275034282709,9,70
1.135526209,364735.979,236813.9022,42.34896243753359,12,10
1.42413834,307670.4156,225304.8284,43.80370798027896,16,2
1.247826845,473351.7483,173473.7608,45.303779758352086,8,72
1.365729909,315987.4372,141905.7985,45.79203171420179,6,69
1.290546693,393551.2681,151040.0672,45.81456722460619,2,90
1.307543416,450208.5302,126236.9991,46.56793999627555,3,5
1.781089588,331966.7041,118390.902,50.038856289591784,4,9
1.062850191,481887.2087,196798.2034,50.28688963382312,12,48
1.096541615,410695.5606,134824.8239,50.43346401898515,-3,34
0.98624832,491770.9183,111284.1341,50.598202509002014,-4,87
1.230821962,382889.7864,200811.8056,51.97815801062761,0,53
0.868720301,429016.5015,205583.7539,53.505839136052394,5,18
0.97462491,332896.1575,277214.7699,53.526857573442186,12,67
1.657018582,312643.8769,87141.34956,54.12949227246176,-15,52
0.99155104,593045.5163,265514.5189,54.9227679241231,6,73
1.329648294,324341.6296,296092.7777,55.489183676293536,5,28
1.171831407,331194.295,192063.2046,55.72901776835858,6,15
0.94400175,444151.5323,153716.7206,57.58475143000711,4,58
1.084812939,512398.9291,284439.4537,58.58989314118943,11,19
0.927145392,312088.4787,127764.4649,60.19323764624619,-3,38
1.154941885,412570.3186,215972.229,61.28731814772908,10,99
1.465350089,376000.45,88690.06658,61.357055822383195,-8,65
0.952605767,524656.7419,116242.9859,61.43951376518683,-3,22
0.681802028,604913.3146,123589.789,62.23409420885399,0,81
0.93255231,546038.1955,273706.9691,64.32692402412277,11,100
0.957694109,423345.522,236297.8486,64.60283073300646,9,31
1.003022277,351995.2234,136447.176,64.7358748996545,-6,3
0.792038661,388350.5721,189653.256,65.03429433721644,-1,57
1.113422979,345538.4884,108702.1096,65.43487340835433,-12,56
1.028943949,501685.2261,168108.7544,66.7488532753261,-1,63
0.881747594,381199.7155,251722.9767,66.78369575164662,6,82
0.910358666,564439.1185,141376.3541,67.9791423133312,-2,46
0.85698442,613039.5446,61487.11522,68.54650201656077,-3,55
0.69865034,538828.4126,149443.6491,69.33777391297943,-4,8
1.253056806,302001.7808,80082.82562,69.8169505558375,-15,92
1.118735773,479022.5314,280931.7069,70.04247377597146,14,86
0.732243969,471324.7374,145573.7496,70.27346289951512,-5,97
1.194019284,494145.68,96298.45137,70.70628325696099,-14,47
0.799292313,553522.8245,77460.8659,71.39392695000763,-4,20
0.808845839,455407.748,231063.2756,71.91768861491695,4,33
0.748751527,319922.136,57256.79543,73.6405269023574,-8,12
0.818014945,693867.2842,185379.7153,73.77250836195277,5,11
1.541227231,334922.024,46846.62652,73.92083902460273,-14,80
1.390074899,397559.7588,271071.83,74.15232521949244,4,24
0.656374632,417771.4914,120473.3771,74.33383740943793,-8,71
1.617818721,338343.9763,262883.6646,74.54192915854706,3,40
1.73361007,310573.0912,271631.9062,74.76049016285266,20,88
1.346488173,431893.8019,255402.9641,75.70076498903656,2,64
0.605220798,648864.7752,94730.53843,77.23899633367033,-9,68
0.673189965,325994.6004,160997.5912,79.11744426775404,-13,54
0.702213107,742197.7978,209287.3474,79.16976794364786,-8,95
0.68536084,801543.9298,165004.4893,79.472421215219,-8,27
1.269888364,441764.1213,36859.06522,79.69468091944043,-21,23
0.559367728,965444.7202,292843.1135,79.78859120093612,-19,77
0.83481356,562392.7521,226889.0931,80.203536853533,-6,85
1.017412737,400214.9371,47592.59449,80.51804803284242,-23,94
0.550009916,779931.6622,100230.7196,81.38763229766785,-48,7
0.91565448,610227.944,248243.1755,81.50694223097176,1,14
0.639547411,659170.7567,132173.5946,81.67745370909468,-11,66
0.722882167,686619.1443,255920.3416,82.2903306698804,-16,36
0.622781502,597093.668,107109.9763,82.30571125082125,-22,32
0.583603675,1.009890677e6,129414.5614,82.5963522532618,-23,98
0.77498852,534439.0063,201353.4035,82.61564032763219,-13,76
0.715445113,384915.2237,102147.3433,82.76160111279637,-21,16
0.760874907,734097.0717,159505.4436,83.37622725939879,-14,30
0.840296667,460701.0169,73187.22709,84.4125176099492,-9,75
0.613045782,498565.6505,261240.9047,87.22775604584771,-16,21
0.554647572,477778.0103,38931.15221,87.58220600846664,-5,62
0.765649115,436311.722,80803.56063,88.30400492609299,-11,84
0.89869488,462564.6615,295539.5171,88.62704862972747,-10,6
0.564010592,667268.7618,219678.2786,89.6089559425539,-25,25
0.823341224,395532.891,31112.65427,94.08491240584107,-3,43
0.739837369,569646.9497,299769.2922,94.59015762577083,-14,61
0.588290271,507393.5457,51767.32768,95.22893115634803,-35,51
0.626234667,859414.7485,224448.027,95.2906415643153,-12,42
0.609464795,796849.6766,183593.6769,96.17960895799732,-10,74
0.593225029,844714.6295,272456.498,98.13476063644437,-16,39
0.646952136,516262.8885,240494.7015,99.48801267799018,-19,89
0.652628333,715139.9786,62865.13751,100.15343519192311,-27,17
0.547236394,576465.0984,192600.7832,102.4094791625359,-21,96
0.54238346,1.078315269e6,250209.0088,103.78806551301868,-20,45
0.705930485,440518.4081,269532.1952,104.48677437573994,-24,44
0.576290217,711543.6925,245282.9896,105.35387314819478,-25,60
0.663890855,627477.0748,281445.0651,107.82354390473272,-17,1
0.571627555,365981.9784,65379.07912,110.46434744745964,-15,29
0.630033923,357676.076,286011.2391,113.54712728051469,-21,93
0.581093181,408669.8372,172381.7852,113.78317417545016,-10,4
0.689024736,303246.0159,243970.0733,118.32796830570304,-24,79
0.597916833,347565.7854,214584.6217,126.1809642339678,-22,91
