"","V1","V2"
"1",0.54,471873.499095825
"2",0.544827437003316,891920.243117109
"3",0.553450498722132,536277.714515429
"4",0.55797457324142,1033775.5315723
"5",0.563297541758473,672752.227634541
"6",0.572714823086121,797305.866405561
"7",0.57853528532837,338088.12455706
"8",0.588567941438514,724289.088794479
"9",0.595195884801313,973811.204659094
"10",0.600415553994407,426164.058612687
"11",0.608497289971595,840160.432564103
"12",0.619198056979282,505895.327901088
"13",0.626764646692106,921773.007891056
"14",0.634800056628519,635588.616768528
"15",0.644831717258042,382288.535947257
"16",0.652095285967079,863406.821155003
"17",0.66149850932135,689119.033724791
"18",0.667723736546194,1011900.48661286
"19",0.676743619883974,569487.571457411
"20",0.68456503318505,1082103.51346279
"21",0.688438543687009,325163.294026869
"22",0.69687069714956,776262.530629559
"23",0.70778980508737,410105.608954879
"24",0.714116298073037,937820.022505237
"25",0.724290338571754,605667.009633746
"26",0.732859617582733,1053765.76951719
"27",0.738227504928551,349427.508811935
"28",0.74555616605017,812350.20870091
"29",0.754280838874295,491374.05837778
"30",0.761154707407946,983590.291838985
"31",0.76979234659354,662630.373081628
"32",0.778097466437706,310873.374970196
"33",0.784366596371925,902625.563849668
"34",0.79284355465039,545531.462305496
"35",0.805266938082108,369860.071681834
"36",0.812446352019553,715070.973553785
"37",0.821360528149371,956804.646624515
"38",0.830261404833681,440424.819353143
"39",0.839357808246257,879375.363554244
"40",0.847570449036554,625750.974712425
"41",0.855151399524849,1100000
"42",0.863509076747624,524802.657362738
"43",0.871734195574739,827491.43763749
"44",0.880600287035629,398760.707584018
"45",0.886254792107494,994021.392826078
"46",0.89503424951788,745864.617433789
"47",0.905723758421359,577496.774102601
"48",0.915162526710763,915420.92892792
"49",0.924309465465301,466022.850498738
"50",0.931392111596946,1042524.0055653
"51",0.939327214355896,682598.087459237
"52",0.948699394979334,357706.344126154
"53",0.95582469027894,854163.475351126
"54",0.966639778323451,595253.093329914
"55",0.972842977009177,1087905.60722201
"56",0.980797547328243,769542.888702714
"57",0.987135491717684,3e+05
"58",0.99866041808107,500571.754053453
"59",1.00537336065943,1017863.96404821
"60",1.01586453165712,803652.365781646
"61",1.02263358258958,390347.206367479
"62",1.03064812814936,652460.772498192
"63",1.03992605114005,931154.016642461
"64",1.04823585873272,551962.102741075
"65",1.05989683946861,728240.2247584
"66",1.07063459278298,451247.464325159
"67",1.07873351908963,835237.620106041
"68",1.08866890471737,616384.156180474
"69",1.09392699868942,1077404.22275897
"70",1.10594924283161,950181.802745722
"71",1.11026463548999,333790.845116531
"72",1.11945580481475,755471.551544008
"73",1.13146917672951,532068.224350536
"74",1.14029420929358,873237.174044815
"75",1.14936921965546,306462.017988117
"76",1.15558976649937,695181.56458178
"77",1.16414620766122,999431.585806504
"78",1.17145049315974,431442.473989191
"79",1.18176375342735,782602.784655713
"80",1.19212856926046,1062486.07862009
"81",1.20002151925969,668868.457875901
"82",1.2078171151537,379104.608895419
"83",1.2191006958717,564469.440555476
"84",1.22796749781673,886988.677539126
"85",1.23706130004557,474932.461583962
"86",1.24202417949238,1093461.30816591
"87",1.25514830303898,343477.881669436
"88",1.26082824052115,1029346.76637253
"89",1.26949920019708,815988.078866116
"90",1.2798079970276,641594.585873371
"91",1.28864035928076,965316.007163757
"92",1.29480665331442,416815.907172545
"93",1.30570851220339,711198.070998379
"94",1.31724959648572,908925.036464117
"95",1.32366920476215,520034.312961205
"96",1.3353056809925,364351.701646063
"97",1.34333258419709,1047886.79636304
"98",1.35523593312765,444030.521217911
"99",1.36371320673463,866454.824128804
"100",1.37224898801159,322127.147476187
"101",1.3790163875984,678091.706124025
"102",1.38785627026516,1006636.48300577
"103",1.39556413445233,488116.489864586
"104",1.404709915229,741949.309643292
"105",1.41652103617679,943793.89138155
"106",1.42447581856987,629868.539438776
"107",1.43646227417843,794118.627269688
"108",1.44323567854488,404694.123577135
"109",1.44979845704289,1071765.02736267
"110",1.45946052613962,587682.841852045
"111",1.47034744748186,846998.481104815
"112",1.4781003762846,460319.83548959
"113",1.48827958985603,701222.374226093
"114",1.49624315843622,1021163.75695062
"115",1.50242548025414,372902.282467209
"116",1.5152586805559,508515.173430153
"117",1.5215691669802,1098128.46162696
"118",1.53033902197476,762658.918945223
"119",1.54196603200347,977162.649117316
"120",1.55032678080991,541716.338823703
"121",1.55975999254922,313316.911273203
"122",1.56610963462857,1056813.7424015
"123",1.5740239991112,718474.832092042
