Column1,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,rMin_AWSoMR,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
36,0.54037929,1.610316778,640218.6023,112868.5698,0.177995299,1.104723218,1.114252932,0.636363636,1,1,99.43316910889475,9.955610538412522,3.501838663060529,82362.40660279052,-37,0.2,0.8
37,9.217850333,1.834354842,500663.843,92594.24753,0.259568531,1.134956231,1.138102027,0.727272727,1,2,93.71746056813964,10.461452663052194,3.309181921361682,86769.06741220254,-43,0.2,0.8
38,2.698404007,0.97087398,837320.3754,199295.5683,0.11060499,1.050232254,1.12246801,0.0,1,1,104.69911570992875,5.683975569140955,3.4332927866713057,75629.90032363725,-9,0.2,0.8
39,5.904351075,1.261095215,904101.2406,291306.4814,0.303793353,1.113258702,1.160144115,0.363636364,1,2,101.66913214569102,14.146866737728775,3.5907549899298368,84314.58300071306,-26,0.2,0.8
40,2.257171555,2.691569515,432920.1482,144023.8076,0.212595868,1.096908418,1.126417023,0.454545455,1,1,89.10268753036011,9.853318848309877,3.0725590293642804,85467.74471745043,-37,0.2,0.8
41,8.007088313,0.600414681,946344.945,156293.7567,0.206577629,1.058742493,1.19178172,0.090909091,1,1,132.53375049954596,5.873015647260128,3.98533417999089,89494.02281419223,4,0.2,0.8
42,3.83134434,2.002839311,415865.8618,279316.557,0.295782926,1.060671459,1.081198624,0.0,1,2,87.70656679962136,6.33317610613399,3.03326422461146,82762.82799258722,-34,0.2,0.8
43,6.881043196,2.25466566,548987.3642,227383.6401,0.102795092,1.126058162,1.19908468,0.545454545,1,1,103.75905170748081,13.698991408705128,3.4783800011556814,77348.74760301813,-29,0.2,0.8
44,1.202661323,1.361028843,813795.6472,64785.94282,0.253282071,1.122742708,1.175563174,0.090909091,1,2,113.09914419795292,13.650656878832228,3.676724793302962,82669.9199196104,0,0.2,0.8
45,9.722703991,1.678634673,726598.7046,119846.5399,0.184862219,1.087299766,1.164544246,0.090909091,1,1,128.81307600010786,32.40622192801106,3.93549959956064,90253.52174710283,1,0.2,0.8
46,3.360737755,0.91565448,610227.944,248243.1755,0.336242866,1.121497286,1.141738242,0.090909091,1,2,115.33479200664988,5.260411198734014,3.77621269830715,77111.69235415946,6,0.2,0.8
47,5.16516549,1.171831407,331194.295,192063.2046,0.139202769,1.081135227,1.165667625,0.909090909,1,1,147.5308643988305,5.842432740111741,3.885903132353766,88091.6074268799,-43,0.2,0.8
48,8.346435204,2.594225484,474274.7137,82352.7925,0.320776143,1.065602238,1.129743935,0.727272727,1,2,109.11514011655018,20.489143877366462,3.3866147420918833,88494.31992730669,-33,0.2,0.8
49,6.619859582,1.07497457,871057.7564,297081.1646,0.242658985,1.080557487,1.112557561,0.636363636,1,1,92.17331011632237,9.298957792658797,3.500734020492488,86967.7467838171,-26,0.2,0.8
50,0.296889108,1.79775195,592116.0648,138529.1504,0.153732065,1.094767136,1.196655639,0.090909091,1,2,129.34911872954493,11.405614752097158,3.396061891924367,85144.79157122747,-29,0.2,0.8
51,8.816951427,1.507568053,654918.7213,50227.29303,0.280312621,1.116989569,1.166439347,0.0,1,1,105.77318648571735,15.775373826486167,3.651672975475197,88499.59468648538,6,0.2,0.8
52,2.012370969,0.715445113,384915.2237,102147.3433,0.117327852,1.116773458,1.198770698,0.454545455,1,2,226.9824585233642,6.8100509365801845,4.423359703390302,68467.4131381355,0,0.2,0.8
53,4.268545944,0.652628333,715139.9786,62865.13751,0.149532684,1.054531358,1.168356401,0.090909091,1,1,135.1176855000873,5.728020619480784,4.023346738522654,83142.11665770003,9,0.2,0.8
54,0.687644747,2.170811251,317600.8614,253271.823,0.167032319,1.053941753,1.065191852,0.545454545,1,2,83.0781161893843,4.347690744581365,3.4994533681661366,73981.2769717521,-23,0.2,0.8
55,9.676204277,0.868720301,429016.5015,205583.7539,0.27861379,1.126262793,1.191368239,0.0,1,2,155.8795763982507,6.181103335659603,4.160684537387027,65830.1720781822,6,0.2,0.8
56,1.4659852,1.084812939,512398.9291,284439.4537,0.201878245,1.088407286,1.137170542,0.363636364,1,1,114.91034395350194,5.497300252789738,3.954484295338708,82847.77598858737,-23,0.2,0.8
57,8.553540825,1.244008539,768938.1966,235572.6258,0.11452726,1.082719365,1.116679216,0.181818182,1,1,93.40201351395844,9.00648756804135,3.5841308141716803,79868.06013138957,-27,0.2,0.8
58,6.489968286,1.884763208,373326.9827,45231.86229,0.216407845,1.130485982,1.17077247,0.454545455,1,2,85.24049083225528,6.268697723269204,3.1915153192834316,83407.40120108736,-38,0.2,0.8
59,0.343475244,0.9879696,1.089671064e6,187859.0141,0.307480876,1.059349951,1.137163852,0.363636364,1,1,100.89649421631141,13.48986236554271,3.5416892484376796,90444.2164119804,0,0.2,0.8
60,2.501804465,1.559768464,486305.5579,160494.0888,0.224856535,1.099274682,1.167564435,0.727272727,1,2,89.57674315957999,5.927423533540122,3.5417184945258997,82465.47924694423,-34,0.2,0.8
61,5.711870494,0.799292313,553522.8245,77460.8659,0.181565662,1.102769413,1.174392643,0.0,1,2,190.92505382479115,6.296098373279238,4.1478788330907,74624.48032629016,1,0.2,0.8
62,3.961442355,1.474975628,566269.6725,177679.3966,0.123351457,1.137227888,1.172221465,0.0,1,1,109.24951207150441,6.551398377204744,3.50001975150425,77747.6466115444,-24,0.2,0.8
63,7.162355513,0.613045782,498565.6505,261240.9047,0.290101761,1.06503903,1.105099006,0.181818182,1,1,87.34706382746668,6.555726682618455,4.3860864150606345,85319.89773551108,0,0.2,0.8
64,9.984451679,1.125466698,1.077020441e6,86253.20474,0.237549749,1.052602319,1.179847963,0.090909091,1,2,135.77106440009243,21.691445427323988,3.8068878992419783,92010.63527746692,8,0.2,0.8
65,3.181802079,2.557282469,360579.465,214089.5617,0.148527614,1.075982805,1.094076017,1.0,1,1,88.366589628566,6.52326275889566,2.9326524094007356,76516.05689391833,-26,0.2,0.8
66,5.127984262,1.699703201,680811.8444,293469.8856,0.311807987,1.063184096,1.195492626,0.636363636,1,2,104.16622404793738,22.92952182346227,3.564176289605591,89719.38523981046,-47,0.2,0.8
67,1.783538968,0.835474134,756582.0683,133440.4141,0.160551909,1.123452617,1.168051647,0.909090909,1,1,118.08379183417232,5.7016232105218565,3.7646545886614984,77657.56036001597,-13,0.2,0.8
68,8.236026093,0.952605767,524656.7419,116242.9859,0.13306086,1.077044258,1.162277427,0.0,1,2,155.56798989290945,5.456679571082234,3.9398574632784147,65963.96775491239,0,0.2,0.8
69,0.034959924,1.269888364,441764.1213,36859.06522,0.326337196,1.050425496,1.141713308,0.090909091,1,1,104.41272431385796,5.618852201292917,3.909360622238231,88661.55659267546,1,0.2,0.8
70,9.0152607,2.035440008,305340.8589,151601.0451,0.107881182,1.126764269,1.142561718,1.0,1,2,101.5574978258151,4.85763236869648,3.1930301537053274,68979.9072733603,-15,0.2,0.8
71,2.818022796,0.770264799,1.032649857e6,275309.2572,0.258507321,1.054745514,1.153317178,0.272727273,1,1,106.94021603985821,7.003094657550359,3.624097628501609,89747.37261393886,-1,0.2,0.8
72,6.019088221,1.596203441,702491.6355,232316.1067,0.215539175,1.133500448,1.142096521,0.636363636,1,2,91.8302326821289,14.365003993256288,3.156776879699335,80430.49705597403,-35,0.2,0.8
73,7.688696289,1.390074899,397559.7588,271071.83,0.187729328,1.112695065,1.117041775,0.0,1,2,99.63297071690774,4.392202239503236,3.8015622407339222,77783.65421148142,-23,0.2,0.8
74,0.894489405,0.564010592,667268.7618,219678.2786,0.234754666,1.09750219,1.136606442,0.545454545,1,1,136.4188997792826,6.3898243991754775,4.275571375988148,81649.96619735874,1,0.2,0.8
75,3.677833378,1.207197329,858316.9978,128884.6804,0.302277384,1.095574703,1.118830054,0.272727273,1,1,86.17775839107964,13.50089132356363,3.6841203356118366,87362.60237252596,-36,0.2,0.8
76,5.472039816,0.889789053,975291.6496,41092.11093,0.105558175,1.117698729,1.163407117,0.090909091,1,2,242.13230605775647,6.2844834873766455,3.541029789182835,72900.13268272973,-12,0.2,0.8
77,1.36655288,1.645394578,461923.8187,183296.4286,0.254302161,1.107006415,1.18250397,0.909090909,1,1,90.70791555641921,6.295604755517802,3.720056878908797,86785.91230070988,-47,0.2,0.8
78,4.5084431,1.034351699,343545.1014,90457.41159,0.195832425,1.11922793,1.194556829,0.363636364,1,2,157.55234433318356,6.008136496215983,4.189537416716105,85987.2741525461,-24,0.2,0.8
79,6.302497224,1.324206256,622870.1932,146110.948,0.268831731,1.06895555,1.110097811,0.272727273,1,2,97.09373105983803,10.617056732650134,3.8306273041927494,90160.17255055688,8,0.2,0.8
80,9.124931712,0.68536084,801543.9298,165004.4893,0.321632311,1.090963607,1.196312236,0.818181818,1,1,120.07727606781799,6.149423431979376,3.8835089790892487,81940.75158785803,-1,0.2,0.8
81,2.791671241,2.120350006,536637.2231,59384.05689,0.1722585,1.061088513,1.160117377,0.181818182,1,1,121.50813884198466,17.420877159037868,3.5067882449669145,89911.4332900629,-11,0.2,0.8
82,5.830991718,2.406117658,403221.2261,110790.491,0.24928804,1.123846407,1.161122007,0.363636364,1,2,93.51756603129063,9.824323257321014,2.6138289177663885,82667.25542421386,-19,0.2,0.8
83,3.818628264,2.39877161,505034.8423,264953.477,0.141884301,1.089427404,1.09828003,0.454545455,1,1,93.6583280692837,11.859511879435079,3.386691110405392,81682.45497724322,-34,0.2,0.8
84,7.029305086,2.110795434,434799.3873,175023.5746,0.338607507,1.100652002,1.191543638,0.545454545,1,2,96.99715095741709,10.272443704808333,3.1481502478829113,88371.98012671187,-37,0.2,0.8
85,1.137252352,0.678089738,902806.6993,49370.23428,0.189973564,1.084496428,1.189229404,0.818181818,1,1,217.3488224551916,6.240986351578157,3.936828809803852,135854.9441849174,2,0.2,0.8
86,3.353913063,1.329648294,324341.6296,296092.7777,0.107056712,1.056372426,1.118500387,0.0,1,2,150.29682352094153,5.433602203447633,3.6739447349972387,80146.54082543874,-15,0.2,0.8
87,5.309862795,1.045759041,642048.6795,210409.9212,0.300302828,1.062796445,1.096110331,0.727272727,1,2,81.70856529745197,5.162790632116959,3.715143913141207,82797.73394571779,-6,0.2,0.8
88,8.378892296,1.640223454,560294.8584,33187.6554,0.121585908,1.069343034,1.186988456,0.454545455,1,1,136.78320216441165,20.94847991618287,4.195450826496082,89948.51307219584,-12,0.2,0.8
89,4.709730584,0.878134245,876714.4248,191206.147,0.271084167,1.106612649,1.198293578,1.0,1,2,137.69334767511629,6.064800525575288,3.732970072695394,79920.99795320202,-18,0.2,0.8
90,6.665527443,1.201969799,956869.6186,248968.6561,0.194056122,1.078530061,1.160546628,0.0,1,1,97.87022815334626,16.846238775078113,3.7690077186897954,90658.04036579594,-30,0.2,0.8
91,0.16806331,2.463816053,481126.9082,118857.6454,0.284836062,1.13310667,1.176861092,0.090909091,1,2,102.32082134444424,8.904114215882627,3.3381350055465497,84054.34455143637,-40,0.2,0.8
92,8.84309764,0.571627555,365981.9784,65379.07912,0.156417133,1.067554541,1.148776936,0.454545455,1,1,155.17867826340614,7.003760518572454,4.560292812131443,73097.20169186236,-10,0.2,0.8
93,1.887300035,1.399307059,698871.5233,155305.3687,0.323137217,1.055133188,1.111794511,0.818181818,1,1,92.51029497398001,12.691029152085946,3.4208569604894317,90263.9463617233,-43,0.2,0.8
94,7.519048229,2.347626932,336140.6267,222293.7959,0.199222127,1.093115741,1.110537687,0.181818182,1,2,92.86372624426845,8.18892747546792,3.0116571390249423,78004.97995414272,-23,0.2,0.8
95,7.368172652,0.760874907,734097.0717,159505.4436,0.124857287,1.105312394,1.199387704,0.545454545,1,2,226.6010114784764,5.865275148924214,3.8945983855468502,73623.95148908245,3,0.2,0.8
96,0.715078276,2.028003936,603687.4592,267399.5641,0.276223279,1.121686617,1.13077279,0.363636364,1,1,95.23696087973373,12.006944421774053,3.361043427814109,86105.88999356516,-40,0.2,0.8
97,9.546071801,1.281667683,543051.4971,187001.6988,0.162803434,1.058956185,1.083057899,0.454545455,1,2,95.64355701140606,5.934228702309339,3.751392574467043,81716.00314314615,-30,0.2,0.8
98,1.497135903,0.957694109,423345.522,236297.8486,0.235774352,1.083003761,1.100045269,0.909090909,1,1,117.3004611893144,6.079281202546888,4.271655077126175,89666.69065447435,-39,0.2,0.8
99,8.48337532,0.830138294,1.057820401e6,283450.8096,0.327834812,1.130873644,1.194863512,0.818181818,1,1,135.17764915260358,6.90951226878088,3.509186540757855,86360.45293808893,-2,0.2,0.8
