3.5	8.5600004196
2.5999999046	8.0799999237
2.7000000477	8.3699998856
2.7000000477	7.9000000954
2.0999999046	7.9499998093
2.2000000477	7.3800001144
2.7999999523	6.8600001335
3.0	6.9499998093
3.0	6.8899998665
3.0	8.5900001526
3.0999999046	7.5799999237
2.9000000954	7.1199998856
2.9000000954	7.1399998665
2.7000000477	7.0599999428
2.5999999046	7.2899999619
3.7000000477	7.5999999046
4.0	7.4899997711
4.4000000954	8.75
3.7000000477	10.800000191
3.9000000954	11.100000381
3.4000000954	12.800000191
3.2999999523	13.800000191
3.0999999046	13.0
2.7999999523	11.300000191
2.5999999046	10.899999619
2.7000000477	10.5
3.4000000954	10.600000381
3.4000000954	9.0500001907
3.0	11.300000191
3.0999999046	12.100000381
2.9000000954	12.5
2.9000000954	10.800000191
2.9000000954	12.399999619
3.0999999046	12.100000381
3.0999999046	11.399999619
2.9000000954	12.5
2.7999999523	12.100000381
2.4000000954	13.800000191
2.4000000954	11.899999619
2.7000000477	10.0
2.9000000954	8.029999733
2.7000000477	10.699999809
2.7999999523	13.600000381
3.2999999523	13.5
3.2000000477	10.5
2.7000000477	10.399999619
2.5999999046	11.5
2.7999999523	11.800000191
2.9000000954	9.5399999619
2.7999999523	9.1999998093
2.9000000954	11.0
2.7999999523	13.5
2.5	11.600000381
2.4000000954	12.600000381
1.7999999523	19.399999619
1.8999999762	22.0
2.0	24.200000763
2.5	16.899999619
2.5	16.399999619
2.4000000954	20.200000763
2.2999999523	20.700000763
2.2000000477	17.100000381
2.2000000477	20.799999237
2.0	25.899999619
2.0	24.899999619
2.0999999046	16.899999619
2.0	15.899999619
1.8999999762	17.5
1.7999999523	13.300000191
1.8999999762	8.4499998093
2.0	9.5
2.0	12.800000191
3.0	6.3400001526
-9.9999998482e30	6.5199999809
-9.9999998482e30	6.0300002098
-9.9999998482e30	9.9600000381
2.7000000477	8.4499998093
3.0	5.9299998283
2.5999999046	5.6199998856
2.7000000477	4.9899997711
3.5	3.8699998856
2.9000000954	3.8900001049
2.5	2.9700000286
2.7999999523	2.7400000095
3.2000000477	3.0199999809
4.5999999046	4.2899999619
5.1999998093	4.8600001335
4.5	5.5599999428
3.5999999046	5.7199997902
3.7000000477	5.4800000191
3.7000000477	5.2399997711
4.4000000954	4.9800000191
3.7999999523	4.6500000954
3.5999999046	3.8499999046
3.7000000477	3.9700000286
3.2000000477	4.1500000954
4.9000000954	4.3299999237
7.0	5.0100002289
7.3000001907	5.0700001717
7.5999999046	3.9900000095
7.1999998093	3.3900001049
7.9000000954	3.3399999142
8.6999998093	3.6900000572
10.699999809	3.7100000381
13.0	3.2100000381
9.8000001907	2.8099999428
8.6000003815	2.6700000763
8.6000003815	2.5499999523
11.5	2.4100000858
9.6999998093	2.5599999428
9.8000001907	2.7599999905
10.199999809	2.9800000191
7.1999998093	2.7300000191
7.0	2.6099998951
6.8000001907	2.5099999905
7.5	2.4700000286
8.8999996185	2.4000000954
10.5	2.2300000191
7.4000000954	2.1400001049
6.0999999046	2.25
5.0999999046	2.2999999523
4.3000001907	2.5699999332
5.4000000954	2.6099998951
5.8000001907	2.5099999905
5.8000001907	2.4800000191
6.3000001907	3.2100000381
6.5999999046	3.5999999046
6.0999999046	4.25
6.5	4.1199998856
7.0999999046	2.4700000286
7.0999999046	2.5999999046
7.5	3.4700000286
6.8000001907	4.3400001526
6.0	3.9500000477
4.9000000954	3.6400001049
5.5999999046	3.7300000191
5.4000000954	3.6600000858
5.0	3.7999999523
4.6999998093	4.0399999619
4.5	3.8199999332
4.1999998093	3.0099999905
4.4000000954	3.5
4.5	3.5099999905
5.3000001907	3.9800000191
6.0	4.2800002098
6.8000001907	3.7599999905
6.5999999046	4.0300002098
7.8000001907	4.3600001335
9.6999998093	5.1700000763
10.300000191	5.2399997711
11.0	4.4400000572
11.300000191	4.4099998474
11.699999809	4.5300002098
12.199999809	4.7699999809
9.6000003815	4.3400001526
9.3000001907	5.0199999809
9.6000003815	5.3600001335
7.3000001907	5.6300001144
7.0	5.9000000954
8.1000003815	6.6300001144
8.0	6.9499998093
5.5999999046	7.8200001717
8.1000003815	11.300000191
9.3999996185	14.199999809
9.1000003815	24.0
9.3000001907	38.900001526
9.0	43.099998474
9.0	39.700000763
11.600000381	36.5
13.399999619	14.800000191
14.399999619	14.0
13.5	10.100000381
12.399999619	9.5799999237
10.699999809	8.5200004578
8.6999998093	5.6700000763
10.199999809	5.1799998283
11.899999619	5.1300001144
12.800000191	4.1700000763
12.800000191	4.25
12.300000191	3.4300000668
11.0	2.8499999046
9.6000003815	2.9500000477
9.1999998093	2.7100000381
9.1999998093	3.0499999523
8.6999998093	3.0799999237
9.6000003815	3.0099999905
10.300000191	3.0399999619
12.300000191	3.0199999809
15.0	2.2899999619
12.399999619	4.1100001335
13.399999619	4.9400000572
13.199999809	4.7800002098
12.5	5.0599999428
14.300000191	5.5799999237
23.299999237	6.6100001335
25.100000381	6.1300001144
20.799999237	5.7800002098
17.399999619	6.4800000191
14.600000381	6.5700001717
8.6000003815	6.6599998474
17.299999237	6.6999998093
12.300000191	7.4400000572
9.3999996185	7.5700001717
8.6000003815	5.7600002289
9.6000003815	3.7899999619
10.399999619	3.5499999523
10.0	3.0099999905
13.300000191	2.8599998951
13.199999809	3.2000000477
10.100000381	3.1400001049
7.9000000954	3.0799999237
7.4000000954	2.9900000095
7.3000001907	2.7400000095
7.4000000954	2.8399999142
6.8000001907	2.7300000191
5.6999998093	2.3499999046
5.1999998093	2.2200000286
4.5	2.1900000572
4.0999999046	2.1700000763
5.3000001907	2.3299999237
6.0999999046	2.5199999809
7.8000001907	2.5299999714
7.6999998093	2.4700000286
6.0	2.6900000572
7.8000001907	3.4000000954
6.5	3.5799999237
6.3000001907	3.4100000858
5.4000000954	3.0
3.5999999046	3.1500000954
3.7999999523	3.5599999428
4.0	3.8199999332
3.5999999046	3.5899999142
2.7999999523	3.6300001144
3.5	3.5599999428
3.4000000954	3.0299999714
3.5999999046	2.3299999237
3.2999999523	2.7799999714
3.5999999046	2.9400000572
3.5999999046	3.0499999523
2.9000000954	3.2999999523
2.7999999523	3.0899999142
2.5	3.6800000668
2.2000000477	3.9900000095
1.8999999762	4.6900000572
2.4000000954	4.8400001526
2.9000000954	5.6999998093
2.9000000954	4.9400000572
3.5	5.2199997902
4.0	5.1599998474
4.1999998093	4.7899999619
4.1999998093	5.1799998283
4.4000000954	5.7899999619
4.5999999046	5.8499999046
4.8000001907	6.0199999809
5.0999999046	5.7399997711
5.3000001907	5.5300002098
5.5999999046	6.3699998856
6.0999999046	5.4899997711
6.5	3.9100000858
6.3000001907	3.5399999619
6.4000000954	3.5699999332
6.4000000954	3.1800000668
7.4000000954	3.7599999905
10.600000381	4.6300001144
14.699999809	5.0300002098
18.600000381	5.6399998665
24.399999619	6.6700000763
23.5	7.2300000191
19.700000763	7.3699998856
18.700000763	7.0999999046
18.600000381	7.1399998665
14.600000381	5.9600000381
11.800000191	5.9899997711
6.8000001907	6.1999998093
5.8000001907	6.2600002289
6.1999998093	5.7800002098
5.0999999046	7.0300002098
4.5	7.0100002289
3.4000000954	6.1900000572
2.0999999046	6.2800002098
2.5	6.0999999046
3.0999999046	6.4699997902
3.0999999046	8.0
2.5999999046	12.399999619
2.2000000477	16.600000381
2.0	9.4499998093
2.4000000954	10.399999619
2.7000000477	8.1300001144
2.5	7.9699997902
3.5999999046	8.6800003052
3.7000000477	7.7699999809
4.3000001907	6.6900000572
4.5	6.4600000381
4.5999999046	5.6399998665
5.4000000954	5.25
6.8000001907	3.3399999142
8.0	3.7000000477
12.399999619	4.3299999237
12.0	4.3200001717
10.199999809	3.5599999428
10.399999619	3.7200000286
8.6000003815	3.7999999523
7.5999999046	4.0500001907
8.8000001907	4.2100000381
9.6000003815	4.0300002098
9.5	4.0
8.6000003815	3.5599999428
8.3999996185	3.7699999809
6.0	4.4699997902
5.9000000954	3.9300000668
6.5999999046	4.0799999237
6.0	4.3099999428
6.8000001907	4.2800002098
7.5	3.5499999523
6.1999998093	3.1300001144
5.1999998093	3.3499999046
5.0999999046	3.3900001049
5.6999998093	2.8699998856
5.9000000954	3.0499999523
6.5999999046	2.6099998951
8.1000003815	2.2899999619
9.1000003815	2.1600000858
9.1999998093	2.4900000095
5.0999999046	3.7100000381
3.5	3.75
3.5999999046	5.3899998665
4.5	8.1700000763
4.6999998093	6.0100002289
6.4000000954	5.1999998093
6.6999998093	4.7199997902
6.5	6.1500000954
5.0999999046	6.4299998283
4.9000000954	6.3600001335
5.6999998093	5.7800002098
6.0	6.3600001335
5.5	6.8299999237
4.3000001907	7.2399997711
3.2000000477	5.5500001907
3.2999999523	3.8599998951
3.4000000954	3.7799999714
3.0999999046	4.9499998093
3.4000000954	6.0700001717
4.0	6.0700001717
4.5999999046	5.6399998665
3.9000000954	5.7399997711
4.0	5.7199997902
5.0999999046	4.8800001144
6.5	3.7100000381
8.3999996185	4.4099998474
11.300000191	3.5
11.199999809	3.6300001144
12.600000381	3.1800000668
17.700000763	2.8199999332
20.700000763	2.7100000381
18.899999619	2.9500000477
18.899999619	3.0799999237
16.700000763	3.0299999714
17.899999619	3.0299999714
17.299999237	3.2000000477
13.100000381	2.7400000095
10.899999619	2.4800000191
7.5999999046	2.0999999046
5.8000001907	2.3699998856
6.8000001907	2.6800000668
7.1999998093	2.4800000191
7.0999999046	2.2599999905
6.3000001907	2.4900000095
6.5	2.7799999714
7.6999998093	2.4600000381
7.8000001907	2.5699999332
7.6999998093	2.5799999237
7.9000000954	2.3699998856
6.5	2.3699998856
7.1999998093	2.2400000095
8.0	1.8500000238
3.9000000954	1.8700000048
3.0999999046	1.6100000143
2.9000000954	1.7100000381
2.5999999046	1.4099999666
2.7000000477	1.4900000095
2.5999999046	1.4199999571
2.2999999523	1.3200000525
2.5	1.3300000429
2.5999999046	1.3200000525
2.2000000477	1.3899999857
2.2000000477	1.7300000191
2.2999999523	1.75
2.0	1.9700000286
1.7000000477	2.2100000381
1.7000000477	2.1700000763
1.7000000477	2.1800000668
1.7000000477	1.9900000095
1.6000000238	1.9700000286
2.2999999523	2.4600000381
2.2999999523	2.2599999905
1.7999999523	2.25
2.2000000477	2.0499999523
3.5	2.4000000954
3.2999999523	2.4200000763
2.5	2.5099999905
3.7000000477	2.9800000191
3.7000000477	3.2200000286
2.9000000954	3.2100000381
3.4000000954	3.5
4.3000001907	3.2400000095
4.6999998093	3.25
4.4000000954	3.1199998856
4.4000000954	2.9200000763
5.0999999046	2.9400000572
5.3000001907	3.0399999619
5.8000001907	2.9700000286
5.8000001907	2.9800000191
6.3000001907	2.5
6.5	2.9200000763
6.5	3.1400001049
6.8000001907	3.0699999332
7.0999999046	3.0299999714
